Gene	Function	Class	dN.dS	AlnLength	GeneAverage	Codon	GCProp	Immune
1434	LOC409288	Background	Background	0.05418	1038	56.6390909090909	346	0.566390909090909	0
1435	LOC409290	Background	Background	0.07049	291	37.4881818181818	97	0.374881818181818	0
1436	LOC409291	Background	Background	0.19267	1776	44.2554545454545	592	0.442554545454545	0
1437	LOC409292	Background	Background	0.02963	1071	38.4854545454545	357	0.384854545454545	0
1438	LOC409293	Background	Background	0.06257	915	54.1781818181818	305	0.541781818181818	0
1439	LOC409294	Background	Background	0.00126	336	41.8290909090909	112	0.418290909090909	0
1440	LOC409295	Background	Background	0.07597	1005	36.8881818181818	335	0.368881818181818	0
1441	LOC409296	Background	Background	0.03729	1512	37.6272727272727	504	0.376272727272727	0
1442	LOC409299	Background	Background	0.05018	1164	41.3527272727273	388	0.413527272727273	0
1443	LOC409300	Background	Background	0.17133	1698	43.6245454545455	566	0.436245454545455	0
1444	LOC409303	Background	Background	0.05032	2691	44.6854545454545	897	0.446854545454545	0
1445	LOC409305	Background	Background	0.11305	2250	45.4027272727273	750	0.454027272727273	0
1446	LOC409307	Background	Background	0.15553	750	43.0072727272727	250	0.430072727272727	0
1447	LOC409308	Background	Background	0.00281	294	40.7581818181818	98	0.407581818181818	0
1448	LOC409310	Background	Background	0.08842	2001	38.5390909090909	667	0.385390909090909	0
1449	LOC409312	Background	Background	0.03291	1770	37.8272727272727	590	0.378272727272727	0
1450	LOC409313	Background	Background	0.00689	1179	34.5836363636364	393	0.345836363636364	0
1451	LOC409314	Background	Background	0.13901	975	48.0172727272727	325	0.480172727272727	0
1452	LOC409315	Background	Background	0.03262	1077	35.7736363636364	359	0.357736363636364	0
1453	LOC409317	Background	Background	0.02943	1161	35.4245454545455	387	0.354245454545455	0
1454	LOC409318	Background	Background	0.0717	513	50.0263636363636	171	0.500263636363636	0
1455	LOC409320	Background	Background	0.07492	948	36.9672727272727	316	0.369672727272727	0
1456	LOC409324	Background	Background	0.12907	930	35.0545454545455	310	0.350545454545455	0
1457	LOC409325	Background	Background	0.12338	2709	40.7727272727273	903	0.407727272727273	0
1458	LOC409326	Background	Background	0.01342	831	47.9390909090909	277	0.479390909090909	0
1459	LOC409329	Background	Background	0.02993	900	37.7681818181818	300	0.377681818181818	0
1460	LOC409331	Background	Background	0.16352	1497	36.9645454545455	499	0.369645454545454	0
1461	LOC409333	Background	Background	0.09845	609	35.8718181818182	203	0.358718181818182	0
1462	LOC409334	Background	Background	0.13826	1863	31.8972727272727	621	0.318972727272727	0
1463	LOC409335	Background	Background	0.21803	705	36.57	235	0.3657	0
1464	LOC409336	Background	Background	0.08915	825	38.9418181818182	275	0.389418181818182	0
1465	LOC409337	Background	Background	0.04021	2511	45.6436363636364	837	0.456436363636364	0
1466	LOC409340	Background	Background	0.09833	1071	39.2236363636364	357	0.392236363636364	0
1467	LOC409341	Effector	Canon Immune	0.09712	1017	42.8172727272727	339	0.428172727272727	1
1468	LOC409342	Background	Background	0.01131	615	36.6736363636364	205	0.366736363636364	0
1469	LOC409346	Background	Background	0.07076	3516	43.2790909090909	1172	0.432790909090909	0
1470	LOC409347	Background	Background	0.03358	2217	38.8327272727273	739	0.388327272727273	0
1471	LOC409351	Background	Background	0.07028	1431	36.0590909090909	477	0.360590909090909	0
1472	LOC409355	Background	Background	0.10464	666	37.5509090909091	222	0.375509090909091	0
1473	LOC409357	Background	Background	0.02599	1293	36.2181818181818	431	0.362181818181818	0
1474	LOC409358	Background	Background	0.09956	1779	31.2118181818182	593	0.312118181818182	0
1475	LOC409361	Background	Background	0.13268	447	41.7736363636364	149	0.417736363636364	0
1476	LOC409362	Background	Background	0.03509	1167	45.86	389	0.4586	0
1477	LOC409363	Background	Background	0.09544	1029	37.9454545454545	343	0.379454545454545	0
1478	LOC409364	Background	Background	0.17756	1260	37.8063636363636	420	0.378063636363636	0
1479	LOC409365	Background	Background	0.13662	2508	36.3163636363636	836	0.363163636363636	0
1480	LOC409366	Background	Background	0.14844	810	35.9590909090909	270	0.359590909090909	0
1481	LOC409367	Background	Background	0.05947	642	45.1718181818182	214	0.451718181818182	0
1482	LOC409368	Background	Background	0.04557	1275	40.8545454545455	425	0.408545454545455	0
1483	LOC409373	Background	Background	0.0411	1056	37.8281818181818	352	0.378281818181818	0
1484	LOC409377	Background	Background	0.02141	2052	39.2209090909091	684	0.392209090909091	0
1485	LOC409379	Background	Background	0.13615	777	42.2618181818182	259	0.422618181818182	0
1486	LOC409382	Background	Background	0.0555	5733	41.0181818181818	1911	0.410181818181818	0
1487	LOC409383	Background	Background	0.08719	774	42.2945454545455	258	0.422945454545455	0
1488	LOC409384	Background	Background	0.01559	1200	42.69	400	0.4269	0
1489	LOC409385	Background	Background	0.08815	3699	38.6145454545455	1233	0.386145454545455	0
1490	LOC409386	Signalling	Canon Immune	0.00355	453	39.3327272727273	151	0.393327272727273	1
1491	LOC409387	Background	Background	0.13093	678	36.6327272727273	226	0.366327272727273	0
1492	LOC409388	Background	Background	0.05069	657	38.2736363636364	219	0.382736363636364	0
1493	LOC409389	Background	Background	0.03217	792	39.1881818181818	264	0.391881818181818	0
1494	LOC409390	Background	Background	0.12167	1068	49.0390909090909	356	0.490390909090909	0
1495	LOC409392	Background	Background	0.08815	1515	33.2254545454545	505	0.332254545454545	0
1496	LOC409393	Signalling	Canon Immune	0.01406	6438	41.1163636363636	2146	0.411163636363636	1
1497	LOC409396	Background	Background	0.08733	1263	41.2945454545455	421	0.412945454545455	0
1498	LOC409397	Background	Background	0.10337	540	36.6327272727273	180	0.366327272727273	0
1499	LOC409403	Background	Background	0.10095	984	35.8836363636364	328	0.358836363636364	0
1500	LOC409404	Background	Background	0.24239	852	32.3190909090909	284	0.323190909090909	0
1501	LOC409406	Background	Background	0.03691	387	37.35	129	0.3735	0
1502	LOC409408	Background	Background	0.05202	2628	36.8590909090909	876	0.368590909090909	0
1503	LOC409410	Background	Background	0.08185	1152	46.8909090909091	384	0.468909090909091	0
1504	LOC409411	Background	Background	0.07326	744	36.7054545454545	248	0.367054545454545	0
1505	LOC409414	Background	Background	0.11187	2208	35.3081818181818	736	0.353081818181818	0
1506	LOC409417	Background	Background	0.16867	1980	38.43	660	0.3843	0
1507	LOC409422	Background	Background	0.13146	3726	45.4481818181818	1242	0.454481818181818	0
1508	LOC409423	Background	Background	0.1207	1953	43.0254545454545	651	0.430254545454545	0
1509	LOC409424	Background	Background	0.09203	1452	44.8581818181818	484	0.448581818181818	0
1510	LOC409427	Background	Background	0.13163	1026	34.9990909090909	342	0.349990909090909	0
1511	LOC409430	Background	Background	0.005	861	40.4281818181818	287	0.404281818181818	0
1512	LOC409438	Background	Background	0.07009	1209	37.9045454545455	403	0.379045454545455	0
1513	LOC409439	Background	Background	0.11118	3312	38.8663636363636	1104	0.388663636363636	0
1514	LOC409440	Background	Background	0.01716	1932	35.3290909090909	644	0.353290909090909	0
1515	LOC409441	Background	Background	0.10253	930	45.9718181818182	310	0.459718181818182	0
1516	LOC409442	Background	Background	0.12645	786	39.3609090909091	262	0.393609090909091	0
1517	LOC409443	Background	Background	0.07587	783	36.3990909090909	261	0.363990909090909	0
1518	LOC409444	Background	Background	0.0239	1290	38.6672727272727	430	0.386672727272727	0
1519	LOC409450	Background	Background	0.00883	831	41.5827272727273	277	0.415827272727273	0
1520	LOC409451	Background	Background	0.19584	291	36.27	97	0.3627	0
1521	LOC409452	Background	Background	0.12115	2082	46.7172727272727	694	0.467172727272727	0
1522	LOC409454	Background	Background	0.02358	600	40.8636363636364	200	0.408636363636364	0
1523	LOC409457	Background	Background	0.04133	7743	37.2136363636364	2581	0.372136363636364	0
1524	LOC409459	Background	Background	0.06371	2880	37.21	960	0.3721	0
1525	LOC409460	Background	Background	0.05251	1404	37.2109090909091	468	0.372109090909091	0
1526	LOC409462	Background	Background	0.01175	1146	35.7445454545455	382	0.357445454545455	0
1527	LOC409467	Background	Background	0.09541	1608	51.72	536	0.5172	0
1528	LOC409468	Background	Background	0.10047	1773	48.7463636363636	591	0.487463636363636	0
1529	LOC409472	Background	Background	0.03314	1695	41.0409090909091	565	0.410409090909091	0
1530	LOC409473	Background	Background	0.15054	498	39.2118181818182	166	0.392118181818182	0
1531	LOC409474	Background	Background	0.06171	4425	41.7709090909091	1475	0.417709090909091	0
1532	LOC409475	Background	Background	0.02044	2559	41.6109090909091	853	0.416109090909091	0
1533	LOC409476	Background	Background	0.00886	1362	37.1972727272727	454	0.371972727272727	0
1534	LOC409479	Background	Background	0.05928	798	36.7754545454545	266	0.367754545454545	0
1535	LOC409481	Background	Background	0.00545	546	40.0281818181818	182	0.400281818181818	0
1536	LOC409483	Background	Background	0.03209	2433	38.28	811	0.3828	0
1537	LOC409486	Background	Background	0.08459	930	51.75	310	0.5175	0
1538	LOC409487	Background	Background	0.05358	1896	45.3	632	0.453	0
1539	LOC409488	Background	Background	0.12392	684	38.1318181818182	228	0.381318181818182	0
1540	LOC409489	Background	Background	0.01594	528	42.8545454545455	176	0.428545454545455	0
1541	LOC409491	Background	Background	0.11701	858	35.3045454545455	286	0.353045454545455	0
1542	LOC409492	Background	Background	0.08048	1338	44.4209090909091	446	0.444209090909091	0
1543	LOC409493	Background	Background	0.0539	933	47.0327272727273	311	0.470327272727273	0
1544	LOC409494	Background	Background	0.08101	888	38.5645454545455	296	0.385645454545455	0
1545	LOC409495	Signalling	Canon Immune	0.25922	615	37.8863636363636	205	0.378863636363636	1
1546	LOC409497	Background	Background	0.04514	2802	43.9236363636364	934	0.439236363636364	0
1547	LOC409498	Background	Background	0.05686	2523	40.3736363636364	841	0.403736363636364	0
1548	LOC409499	Background	Background	0.04884	1023	36.8254545454545	341	0.368254545454546	0
1549	LOC409500	Background	Background	0.09838	375	44.8236363636364	125	0.448236363636364	0
1550	LOC409501	Background	Background	0.02792	2943	43.2972727272727	981	0.432972727272727	0
1551	LOC409502	Background	Background	0.10984	789	41.7427272727273	263	0.417427272727273	0
1552	LOC409505	Background	Background	0.03044	492	35.8836363636364	164	0.358836363636364	0
1553	LOC409508	Background	Background	0.16495	684	38.6236363636364	228	0.386236363636364	0
1554	LOC409510	Background	Background	0.04861	519	44.1227272727273	173	0.441227272727273	0
1555	LOC409511	Background	Background	0.15358	756	41.1136363636364	252	0.411136363636364	0
1556	LOC409513	Background	Background	0.19765	801	47.9181818181818	267	0.479181818181818	0
1557	LOC409514	Background	Background	0.0666	126	48.1963636363636	42	0.481963636363636	0
1558	LOC409517	Background	Background	0.10025	1530	36.2690909090909	510	0.362690909090909	0
1559	LOC409520	Background	Background	0.03814	825	35.0518181818182	275	0.350518181818182	0
1560	LOC409521	Background	Background	0.09909	1053	36.83	351	0.3683	0
1561	LOC409522	Background	Background	0.03885	2316	38.1227272727273	772	0.381227272727273	0
1562	LOC409523	Signalling	Canon Immune	0.02754	1095	37.3018181818182	365	0.373018181818182	1
1563	LOC409525	Background	Background	0.0932	855	48.2081818181818	285	0.482081818181818	0
1564	LOC409527	Background	Background	0.04658	2313	32.9590909090909	771	0.329590909090909	0
1565	LOC409529	Signalling	Canon Immune	0.03164	483	36.4563636363636	161	0.364563636363636	1
1566	LOC409531	Background	Background	0.03656	723	38.9027272727273	241	0.389027272727273	0
1567	LOC409532	Background	Background	0.07313	942	37.5881818181818	314	0.375881818181818	0
1568	LOC409534	Background	Background	0.10159	1530	40.6945454545455	510	0.406945454545455	0
1569	LOC409536	Background	Background	0.11616	2379	43.9245454545455	793	0.439245454545454	0
1570	LOC409538	Background	Background	0.08167	447	41.0009090909091	149	0.410009090909091	0
1571	LOC409543	Background	Background	0.10084	1578	41.8836363636364	526	0.418836363636364	0
1572	LOC409544	Background	Background	0.00967	1266	38.1163636363636	422	0.381163636363636	0
1573	LOC409547	Background	Background	0.0766	1092	37.63	364	0.3763	0
1574	LOC409548	Background	Background	0.07569	1380	39.0581818181818	460	0.390581818181818	0
1575	LOC409549	Background	Background	0.19504	504	39.6627272727273	168	0.396627272727273	0
1576	LOC409550	Background	Background	0.01233	1680	37.3090909090909	560	0.373090909090909	0
1577	LOC409552	Background	Background	0.02088	474	42.1009090909091	158	0.421009090909091	0
1578	LOC409553	Background	Background	0.13758	864	43.92	288	0.4392	0
1579	LOC409556	Background	Background	0.11508	3300	39.21	1100	0.3921	0
1580	LOC409558	Background	Background	0.02422	603	39.3327272727273	201	0.393327272727273	0
1581	LOC409559	Background	Background	0.01915	1653	37.1327272727273	551	0.371327272727273	0
1582	LOC409563	Background	Background	0.04903	2487	39.72	829	0.3972	0
1583	LOC409564	Background	Background	0.1263	2853	35.4581818181818	951	0.354581818181818	0
1584	LOC409565	Background	Background	0.06433	1485	50.0463636363636	495	0.500463636363636	0
1585	LOC409566	Background	Background	0.00026	1071	36.22	357	0.3622	0
1586	LOC409569	Background	Background	0.09046	1302	32.7263636363636	434	0.327263636363636	0
1587	LOC409571	Background	Background	0.12735	1206	38.2718181818182	402	0.382718181818182	0
1588	LOC409573	Background	Background	0.01288	1662	43.5909090909091	554	0.435909090909091	0
1589	LOC409574	Background	Background	0.02371	1365	44.0290909090909	455	0.440290909090909	0
1590	LOC409576	Background	Background	0.02225	1680	41.0827272727273	560	0.410827272727273	0
1591	LOC409578	Background	Background	0.03776	666	39.1636363636364	222	0.391636363636364	0
1592	LOC409579	Background	Background	0.10907	1611	32.4918181818182	537	0.324918181818182	0
1593	LOC409581	Background	Background	0.00808	585	36.58	195	0.3658	0
1594	LOC409584	Background	Background	0.1447	1221	32.4027272727273	407	0.324027272727273	0
1595	LOC409586	Background	Background	0.11547	414	34.9590909090909	138	0.349590909090909	0
1596	LOC409589	Background	Background	0.0285	621	41.1063636363636	207	0.411063636363636	0
1597	LOC409590	Background	Background	0.03131	801	36.0690909090909	267	0.360690909090909	0
1598	LOC409594	Background	Background	0.04705	2430	34.9945454545455	810	0.349945454545455	0
1599	LOC409600	Background	Background	0.07328	189	39.6345454545455	63	0.396345454545455	0
1600	LOC409602	Background	Background	0.19194	555	46.9781818181818	185	0.469781818181818	0
1601	LOC409603	Background	Background	0.1061	2181	47.4863636363636	727	0.474863636363636	0
1602	LOC409604	Background	Background	0.08415	2067	51.2727272727273	689	0.512727272727273	0
1603	LOC409607	Background	Background	0.04149	993	41.1972727272727	331	0.411972727272727	0
1604	LOC409609	Background	Background	0.04226	1134	41.5172727272727	378	0.415172727272727	0
1605	LOC409610	Background	Background	0.15673	1260	36.9136363636364	420	0.369136363636364	0
1606	LOC409611	Background	Background	0.03634	1602	47.9618181818182	534	0.479618181818182	0
1607	LOC409613	Background	Background	0.06211	393	39.2327272727273	131	0.392327272727273	0
1608	LOC409614	Background	Background	0.04222	612	41.5918181818182	204	0.415918181818182	0
1609	LOC409616	Background	Background	0.16259	3837	43.7827272727273	1279	0.437827272727273	0
1610	LOC409620	Background	Background	0.02985	2628	38.9336363636364	876	0.389336363636364	0
1611	LOC409622	Background	Background	0.12911	1989	36.3136363636364	663	0.363136363636364	0
1612	LOC409624	Background	Background	0.07502	1062	43.7090909090909	354	0.437090909090909	0
1613	LOC409628	Background	Background	0.11867	1077	51.6418181818182	359	0.516418181818182	0
1614	LOC409633	Background	Background	0.06516	615	51.1309090909091	205	0.511309090909091	0
1615	LOC409636	Background	Background	0.18574	741	43.0136363636364	247	0.430136363636364	0
1616	LOC409637	Background	Background	0.07182	699	40.7727272727273	233	0.407727272727273	0
1617	LOC409638	Background	Background	0.09516	819	47.5981818181818	273	0.475981818181818	0
1618	LOC409642	Background	Background	0.03045	939	45.4054545454545	313	0.454054545454545	0
1619	LOC409643	Background	Background	0.0389	1080	50.3381818181818	360	0.503381818181818	0
1620	LOC409645	Background	Background	0.04063	444	38.31	148	0.3831	0
1621	LOC409646	Background	Background	0.12628	1788	39.7554545454545	596	0.397554545454545	0
1622	LOC409647	Background	Background	0.03609	1911	34.9327272727273	637	0.349327272727273	0
1623	LOC409650	Background	Background	0.05592	1971	47.5118181818182	657	0.475118181818182	0
1624	LOC409653	Background	Background	0.02103	1437	39.4772727272727	479	0.394772727272727	0
1625	LOC409658	Background	Background	0.04856	2628	50.28	876	0.5028	0
1626	LOC409659	Background	Background	0.07473	1359	33.8818181818182	453	0.338818181818182	0
1627	LOC409662	Background	Background	0.02671	843	38.6390909090909	281	0.386390909090909	0
1628	LOC409663	Effector	Canon Immune	0.15309	261	41.17	87	0.4117	1
1629	LOC409664	Background	Background	0.06685	3381	38.3227272727273	1127	0.383227272727273	0
1630	LOC409665	Background	Background	0.05039	2214	55.0227272727273	738	0.550227272727273	0
1631	LOC409666	Background	Background	0.07665	2220	48.1454545454545	740	0.481454545454545	0
1632	LOC409667	Signalling	Canon Immune	0.0565	282	45.8409090909091	94	0.458409090909091	1
1633	LOC409668	Background	Background	0.18205	717	38.7336363636364	239	0.387336363636364	0
1634	LOC409670	Background	Background	0.05598	1866	50.0154545454545	622	0.500154545454545	0
1635	LOC409671	Background	Background	0.01868	1719	37.1636363636364	573	0.371636363636364	0
1636	LOC409672	Background	Background	0.03856	1131	42.7536363636364	377	0.427536363636364	0
1637	LOC409673	Background	Background	0.07358	6357	35.2009090909091	2119	0.352009090909091	0
1638	LOC409674	Background	Background	0.09063	1176	57.0327272727273	392	0.570327272727273	0
1639	LOC409676	Background	Background	0.02012	2160	46.7163636363636	720	0.467163636363636	0
1640	LOC409688	Background	Background	0.00356	1308	39.2409090909091	436	0.392409090909091	0
1641	LOC409689	Background	Background	0.02579	1575	42.1009090909091	525	0.421009090909091	0
1642	LOC409690	Background	Background	0.10178	1611	46.2327272727273	537	0.462327272727273	0
1643	LOC409691	Background	Background	0.02211	1131	40.6081818181818	377	0.406081818181818	0
1644	LOC409693	Background	Background	0.07527	816	42.6009090909091	272	0.426009090909091	0
1645	LOC409696	Background	Background	0.01879	1140	40.0554545454545	380	0.400554545454545	0
1646	LOC409699	Background	Background	0.03813	705	52.9854545454545	235	0.529854545454545	0
1647	LOC409702	Background	Background	0.12016	3150	41.4390909090909	1050	0.414390909090909	0
1648	LOC409704	Background	Background	0.04197	1800	38.7281818181818	600	0.387281818181818	0
1649	LOC409706	Background	Background	0.02257	420	41.5581818181818	140	0.415581818181818	0
1650	LOC409712	Background	Background	0.07164	1176	39.8654545454545	392	0.398654545454545	0
1651	LOC409713	Background	Background	0.03291	2046	43.8372727272727	682	0.438372727272727	0
1652	LOC409714	Background	Background	0.21874	2253	51.1263636363636	751	0.511263636363636	0
1653	LOC409718	Background	Background	0.06191	1809	42.3636363636364	603	0.423636363636364	0
1654	LOC409724	Background	Background	0.08645	1626	35.8654545454545	542	0.358654545454545	0
1655	LOC409726	Background	Background	0.06768	1407	48.4854545454545	469	0.484854545454545	0
1656	LOC409728	Background	Background	0.00909	642	42.5245454545455	214	0.425245454545455	0
1657	LOC409733	Background	Background	0.12537	1239	49.5981818181818	413	0.495981818181818	0
1658	LOC409734	Background	Background	0.11242	1209	40.2745454545455	403	0.402745454545455	0
1659	LOC409736	Background	Background	0.06787	999	50.4136363636364	333	0.504136363636364	0
1660	LOC409739	Background	Background	0.14049	1236	31.4872727272727	412	0.314872727272727	0
1661	LOC409740	Non-Canon Immune	Non-Canon	0.07923	678	45.7636363636364	226	0.457636363636364	1
1662	LOC409743	Background	Background	0.01902	4734	39.0727272727273	1578	0.390727272727273	0
1663	LOC409749	Background	Background	0.03456	360	32.0454545454545	120	0.320454545454545	0
1664	LOC409752	Background	Background	0.03366	3735	44.8345454545455	1245	0.448345454545455	0
1665	LOC409753	Background	Background	0.03636	2235	43.5345454545455	745	0.435345454545455	0
1666	LOC409755	Background	Background	0.01907	1056	39.7809090909091	352	0.397809090909091	0
1667	LOC409756	Background	Background	0.01783	1323	38.5345454545455	441	0.385345454545454	0
1668	LOC409757	Background	Background	0.03154	2250	42.0036363636364	750	0.420036363636364	0
1669	LOC409762	Background	Background	0.02467	528	44.8690909090909	176	0.448690909090909	0
1670	LOC409764	Background	Background	0.07284	1008	45.9963636363636	336	0.459963636363636	0
1671	LOC409765	Background	Background	0.03414	1002	35.6472727272727	334	0.356472727272727	0
1672	LOC409766	Background	Background	0.05297	1092	35.5736363636364	364	0.355736363636364	0
1673	LOC409767	Background	Background	0.06509	1107	38.21	369	0.3821	0
1674	LOC409769	Background	Background	0.18552	1110	43.4390909090909	370	0.434390909090909	0
1675	LOC409771	Background	Background	0.0494	1494	55.7445454545455	498	0.557445454545455	0
1676	LOC409773	Background	Background	0.05848	1110	40.8363636363636	370	0.408363636363636	0
1677	LOC409777	Background	Background	0.09238	2040	44.7636363636364	680	0.447636363636364	0
1678	LOC409778	Background	Background	0.04356	2673	55.2936363636364	891	0.552936363636364	0
1679	LOC409782	Background	Background	0.03535	1053	57.5654545454545	351	0.575654545454545	0
1680	LOC409787	Non-Canon Immune	Non-Canon	0.0606	1965	50.2063636363636	655	0.502063636363636	1
1681	LOC409789	Background	Background	0.12542	1200	51.3572727272727	400	0.513572727272727	0
1682	LOC409790	Background	Background	0.1275	585	36.4581818181818	195	0.364581818181818	0
1683	LOC409791	Signalling	Canon Immune	0.01475	879	47.74	293	0.4774	1
1684	LOC409793	Background	Background	0.02831	513	36.63	171	0.3663	0
1685	LOC409794	Background	Background	0.06207	789	39.8327272727273	263	0.398327272727273	0
1686	LOC409795	Background	Background	0.08592	3324	38.8481818181818	1108	0.388481818181818	0
1687	LOC409799	Background	Background	0.01962	975	40.3536363636364	325	0.403536363636364	0
1688	LOC409804	Background	Background	0.01677	867	47.1118181818182	289	0.471118181818182	0
1689	LOC409806	Background	Background	0.03551	789	36.4672727272727	263	0.364672727272727	0
1690	LOC409809	Background	Background	0.03667	1602	40.9645454545455	534	0.409645454545455	0
1691	LOC409810	Background	Background	0.06935	1893	36.8263636363636	631	0.368263636363636	0
1692	LOC409814	Background	Background	0.08191	1863	43.64	621	0.4364	0
1693	LOC409819	Background	Background	0.07965	816	35.6618181818182	272	0.356618181818182	0
1694	LOC409820	Background	Background	0.11243	1251	35.6136363636364	417	0.356136363636364	0
1695	LOC409822	Background	Background	0.01083	621	56.4481818181818	207	0.564481818181818	0
1696	LOC409825	Background	Background	0.0391	1596	42.1672727272727	532	0.421672727272727	0
1697	LOC409826	Background	Background	0.10629	3231	49.6436363636364	1077	0.496436363636364	0
1698	LOC409829	Background	Background	0.08781	1086	52.1009090909091	362	0.521009090909091	0
1699	LOC409831	Background	Background	0.07601	696	40.1	232	0.401	0
1700	LOC409832	Background	Background	0.01914	444	36.4454545454545	148	0.364454545454545	0
1701	LOC409833	Background	Background	0.15919	1020	37.2727272727273	340	0.372727272727273	0
1702	LOC409835	Background	Background	0.20663	780	48.9872727272727	260	0.489872727272727	0
1703	LOC409838	Background	Background	0.07127	1896	38.3345454545455	632	0.383345454545455	0
1704	LOC409839	Background	Background	0.00381	2454	45.88	818	0.4588	0
1705	LOC409841	Background	Background	0.07918	1110	37.8136363636364	370	0.378136363636364	0
1706	LOC409845	Background	Background	0.05119	2547	47.91	849	0.4791	0
1707	LOC409846	Background	Background	0.06265	2151	41.8027272727273	717	0.418027272727273	0
1708	LOC409852	Non-Canon Immune	Non-Canon	0.0781	1416	49.4154545454545	472	0.494154545454545	1
1709	LOC409856	Background	Background	0.04723	3393	45.0309090909091	1131	0.450309090909091	0
1710	LOC409857	Background	Background	0.05746	306	35.1745454545455	102	0.351745454545455	0
1711	LOC409859	Background	Background	0.09847	2016	37.1027272727273	672	0.371027272727273	0
1712	LOC409860	Background	Background	0.08546	1680	37.2254545454545	560	0.372254545454545	0
1713	LOC409861	Background	Background	0.06312	384	40.53	128	0.4053	0
1714	LOC409862	Background	Background	0.00856	291	49.7645454545455	97	0.497645454545455	0
1715	LOC409863	Background	Background	0.07262	666	35.5436363636364	222	0.355436363636364	0
1716	LOC409865	Background	Background	0.06749	3591	43.6154545454545	1197	0.436154545454545	0
1717	LOC409866	Background	Background	0.00184	1209	37.3709090909091	403	0.373709090909091	0
1718	LOC409867	Background	Background	0.04402	1317	40.8372727272727	439	0.408372727272727	0
1719	LOC409870	Background	Background	0.10668	939	37.7881818181818	313	0.377881818181818	0
1720	LOC409872	Background	Background	0.07205	1182	44.6309090909091	394	0.446309090909091	0
1721	LOC409876	Background	Background	0.03804	1428	53.5763636363636	476	0.535763636363636	0
1722	LOC409877	Background	Background	0.11125	624	40.2818181818182	208	0.402818181818182	0
1723	LOC409880	Background	Background	0.04139	1269	39.0936363636364	423	0.390936363636364	0
1724	LOC409881	Non-Canon Immune	Non-Canon	0.07592	624	45.38	208	0.4538	1
1725	LOC409882	Background	Background	0.03287	606	52.1018181818182	202	0.521018181818182	0
1726	LOC409884	Background	Background	0.08025	1524	44.5309090909091	508	0.445309090909091	0
1727	LOC409886	Background	Background	0.00378	939	36.8363636363636	313	0.368363636363636	0
1728	LOC409887	Background	Background	0.03623	1380	39.4936363636364	460	0.394936363636364	0
1729	LOC409891	Background	Background	0.04405	3009	38.02	1003	0.3802	0
1730	LOC409894	Background	Background	0.07863	939	37.1945454545455	313	0.371945454545455	0
1731	LOC409897	Background	Background	0.13587	3771	41.8045454545455	1257	0.418045454545455	0
1732	LOC409900	Background	Background	0.01399	597	49.8390909090909	199	0.498390909090909	0
1733	LOC409905	Background	Background	0.17327	1041	47.3490909090909	347	0.473490909090909	0
1734	LOC409908	Background	Background	0.01604	690	46.1663636363636	230	0.461663636363636	0
1735	LOC409909	Background	Background	0.07709	834	37.9654545454545	278	0.379654545454545	0
1736	LOC409910	Background	Background	0.06106	576	42.4081818181818	192	0.424081818181818	0
1737	LOC409911	Background	Background	0.08257	1290	38.3009090909091	430	0.383009090909091	0
1738	LOC409913	Background	Background	0.06177	564	45.4372727272727	188	0.454372727272727	0
1739	LOC409915	Background	Background	0.02541	2814	42.5727272727273	938	0.425727272727273	0
1740	LOC409918	Background	Background	0.01869	3663	38.4536363636364	1221	0.384536363636364	0
1741	LOC409919	Background	Background	0.0592	1479	48.4054545454545	493	0.484054545454545	0
1742	LOC409920	Signalling	Canon Immune	0.0263	432	39.7718181818182	144	0.397718181818182	1
1743	LOC409921	Background	Background	0.09105	1284	58.2081818181818	428	0.582081818181818	0
1744	LOC409922	Background	Background	0.10037	1017	36.6490909090909	339	0.366490909090909	0
1745	LOC409924	Non-Canon Immune	Non-Canon	0.06527	1461	46.2636363636364	487	0.462636363636364	1
1746	LOC409925	Signalling	Canon Immune	0.01019	561	40.1563636363636	187	0.401563636363636	1
1747	LOC409926	Background	Background	0.18887	465	34.9736363636364	155	0.349736363636364	0
1748	LOC409927	Background	Background	0.03658	2382	45.7181818181818	794	0.457181818181818	0
1749	LOC409928	Background	Background	0.16302	1845	50.3363636363636	615	0.503363636363636	0
1750	LOC409930	Background	Background	0.19264	321	42.1136363636364	107	0.421136363636364	0
1751	LOC409931	Background	Background	0.06968	1029	51.3745454545455	343	0.513745454545455	0
1752	LOC409932	Background	Background	0.03798	1506	48.9263636363636	502	0.489263636363636	0
1753	LOC409933	Background	Background	0.16684	1512	47.1990909090909	504	0.471990909090909	0
1754	LOC409934	Background	Background	0.28709	669	37.94	223	0.3794	0
1755	LOC409937	Background	Background	0.08693	3249	47.7218181818182	1083	0.477218181818182	0
1756	LOC409941	Signalling	Canon Immune	0.11723	1887	38.8972727272727	629	0.388972727272727	1
1757	LOC409942	Background	Background	0.06896	2259	44.0754545454545	753	0.440754545454545	0
1758	LOC409945	Background	Background	0.04604	1497	36.1263636363636	499	0.361263636363636	0
1759	LOC409949	Background	Background	0.03159	1422	53.5745454545455	474	0.535745454545455	0
1760	LOC409950	Background	Background	0.11976	3396	44.9681818181818	1132	0.449681818181818	0
1761	LOC409951	Background	Background	0.13155	423	35.1163636363636	141	0.351163636363636	0
1762	LOC409953	Background	Background	0.13549	3024	40.67	1008	0.4067	0
