#CREATED Q4 2019, LAUREN MEE, UNIVERSITY OF LIVERPOOL
#TABLE CONSISTING OF GENES WITH CORRESPONDING TRANSCRIPT AND PROTEIN IDS (NCBI) FROM APIS MELLIFERA (Amel_HAv3.1, GCF_003254395.2)
GeneID	TranscriptID	ProteinID
LOC100578347	XM_003251541.4	XP_003251589.1
LOC100578349	XM_016917523.2	XP_016773012.1
LOC100578349	XM_026439510.1	XP_026295295.1
LOC100578349	XM_026439511.1	XP_026295296.1
LOC100578352	XM_016912529.2	XP_016768018.2
LOC100578353	XR_003304408.1	
LOC100578353	XR_003304409.1	
LOC100578353	XR_003304410.1	
LOC100578354	XR_001704168.2	
LOC100578355	XM_006564222.3	XP_006564285.2
LOC100578356	XM_006565844.3	XP_006565907.2
LOC100578356	XM_026438977.1	XP_026294762.1
LOC100578357	XR_003305665.1	
LOC100578360	XM_006571509.3	XP_006571572.1
LOC100578360	XM_016913574.2	XP_016769063.1
LOC100578361	XR_003306412.1	
LOC100578361	XR_003306413.1	
LOC100578361	XR_003306414.1	
LOC100578361	XR_003306415.1	
LOC100578361	XR_003306416.1	
LOC100578361	XR_003306417.1	
LOC100578361	XR_003306418.1	
LOC100578361	XR_003306419.1	
LOC100578361	XR_003306420.1	
LOC100578363	XM_026442247.1	XP_026298032.1
LOC100578366	XR_120289.4	
LOC100578367	XR_001705190.2	
LOC100578367	XR_410846.3	
LOC100578367	XR_410847.3	
LOC100578368	XM_026440235.1	XP_026296020.1
LOC100578368	XM_026440236.1	XP_026296021.1
LOC100578368	XM_026440237.1	XP_026296022.1
LOC100578368	XM_026440238.1	XP_026296023.1
LOC100578370	XM_003251592.4	XP_003251640.1
LOC100578375	XR_119760.4	
LOC100578378	XR_120124.4	
LOC100578380	XM_016914419.2	XP_016769908.2
LOC100578380	XM_026445166.1	XP_026300951.1
LOC100578382	XM_016912198.2	XP_016767687.2
LOC100578386	XM_006569649.3	XP_006569712.2
LOC100578386	XM_016914597.2	XP_016770086.2
LOC100578388	XM_006570403.3	XP_006570466.2
LOC100578388	XM_016914730.2	XP_016770219.2
LOC100578388	XM_016914731.2	XP_016770220.2
LOC100578388	XM_026444110.1	XP_026299895.1
LOC100578389	XM_016917836.2	XP_016773325.1
LOC100578389	XM_026440264.1	XP_026296049.1
LOC100578389	XM_026440267.1	XP_026296052.1
LOC100578389	XM_026440269.1	XP_026296054.1
LOC100578389	XM_026440273.1	XP_026296058.1
LOC100578389	XM_026440278.1	XP_026296063.1
LOC100578389	XM_026440286.1	XP_026296071.1
LOC100578389	XM_026440297.1	XP_026296082.1
LOC100578391	XR_412079.3	
LOC100578394	XR_407492.3	
LOC100578397	XM_026438973.1	XP_026294758.1
LOC100578399	XM_003249713.4	XP_003249761.1
LOC100578400	XM_026442780.1	XP_026298565.1
LOC100578404	XM_016914479.2	XP_016769968.1
LOC100578404	XM_026443196.1	XP_026298981.1
LOC100578404	XM_026443197.1	XP_026298982.1
LOC100578406	XM_003249617.3	XP_003249665.2
LOC100578406	XM_006560215.3	XP_006560278.2
LOC100578409	XR_120246.4	
LOC100578409	XR_410258.3	
LOC100578412	XM_003251239.4	XP_003251287.2
LOC100578413	XM_003251509.4	XP_003251557.1
LOC100578417	XM_006572519.3	XP_006572582.2
LOC100578418	XM_016911305.2	XP_016766794.1
LOC100578418	XM_016911306.2	XP_016766795.1
LOC100578418	XM_016911307.2	XP_016766796.1
LOC100578420	XM_003249771.4	XP_003249819.2
LOC100578420	XM_006561079.3	XP_006561142.2
LOC100578420	XR_001702239.2	
LOC100578421	XM_003249797.4	XP_003249845.1
LOC100578421	XM_016912893.2	XP_016768382.1
LOC100578421	XM_016912894.2	XP_016768383.1
LOC100578423	XM_016915968.2	XP_016771457.1
LOC100578423	XM_016915969.2	XP_016771458.1
LOC100578423	XM_016915970.2	XP_016771459.2
LOC100578423	XM_016915971.2	XP_016771460.1
LOC100578423	XM_016915972.2	XP_016771461.1
LOC100578423	XM_016915973.2	XP_016771462.1
LOC100578423	XM_016915974.2	XP_016771463.1
LOC100578423	XM_026444677.1	XP_026300462.1
LOC100578424	XM_006568555.3	XP_006568618.2
LOC100578428	XM_016914194.2	XP_016769683.2
LOC100578428	XM_026442713.1	XP_026298498.1
LOC100578429	XM_006559103.3	XP_006559166.1
LOC100578429	XM_006559104.3	XP_006559167.1
LOC100578430	XR_408859.3	
LOC100578433	XM_003250054.3	XP_003250102.3
LOC100578434	XM_006564080.3	XP_006564143.1
LOC100578434	XM_006564081.3	XP_006564144.1
LOC100578434	XM_026441540.1	XP_026297325.1
LOC100578436	XR_001706526.2	
LOC100578436	XR_003304188.1	
LOC100578436	XR_410400.3	
LOC100578436	XR_410401.3	
LOC100578437	XM_006565927.3	XP_006565990.1
LOC100578437	XM_026439237.1	XP_026295022.1
LOC100578437	XM_026439238.1	XP_026295023.1
LOC100578438	XR_001704999.2	
LOC100578438	XR_001705000.2	
LOC100578438	XR_001705001.2	
LOC100578439	NM_001278681.1	NP_001265610.1
LOC100578439	XM_026443528.1	XP_026299313.1
LOC100578439	XM_026443529.1	XP_026299314.1
LOC100578440	XR_411029.3	
LOC100578442	XM_003249428.4	XP_003249476.1
LOC100578443	XM_003249618.3	XP_003249666.1
LOC100578444	XR_003304741.1	
LOC100578445	XM_026442966.1	XP_026298751.1
LOC100578445	XM_026442970.1	XP_026298755.1
LOC100578445	XM_026442974.1	XP_026298759.1
LOC100578446	XM_006562658.3	XP_006562721.1
LOC100578446	XM_006562660.3	XP_006562723.1
LOC100578446	XM_016911966.2	XP_016767455.1
LOC100578446	XM_016911968.2	XP_016767457.1
LOC100578446	XM_026440121.1	XP_026295906.1
LOC100578446	XM_026440123.1	XP_026295908.1
LOC100578446	XM_026440124.1	XP_026295909.1
LOC100578448	XM_003250774.4	XP_003250822.1
LOC100578448	XM_016914446.2	XP_016769935.1
LOC100578448	XM_026443311.1	XP_026299096.1
LOC100578450	XM_003251387.4	XP_003251435.2
LOC100578450	XM_026442528.1	XP_026298313.1
LOC100578454	XR_003304814.1	
LOC100578455	XR_003305464.1	
LOC100578455	XR_120098.4	
LOC100578458	XR_003304493.1	
LOC100578458	XR_003304495.1	
LOC100578458	XR_003304497.1	
LOC100578458	XR_003304502.1	
LOC100578461	XR_001703456.2	
LOC100578461	XR_001703457.2	
LOC100578461	XR_001703459.2	
LOC100578461	XR_003304787.1	
LOC100578461	XR_003304788.1	
LOC100578464	XM_026439435.1	XP_026295220.1
LOC100578464	XR_003304258.1	
LOC100578466	XM_003251375.4	XP_003251423.2
LOC100578466	XM_026443319.1	XP_026299104.1
LOC100578466	XM_026443320.1	XP_026299105.1
LOC100578467	XM_003251666.4	XP_003251714.2
LOC100578468	XM_003251769.4	XP_003251817.1
LOC100578468	XM_006571855.3	XP_006571918.1
LOC100578472	XM_003249530.4	XP_003249578.1
LOC100578473	XM_026444318.1	XP_026300103.1
LOC100578474	XR_120113.4	
LOC100578475	XR_003305734.1	
LOC100578476	XM_003251068.4	XP_003251116.1
LOC100578478	XM_003251153.4	XP_003251201.1
LOC100578478	XM_006568203.3	XP_006568266.1
LOC100578479	XM_003251434.4	XP_003251482.3
LOC100578479	XM_026446067.1	XP_026301852.1
LOC100578482	NM_001206969.1	NP_001193898.1
LOC100578482	XM_026439893.1	XP_026295678.1
LOC100578483	XM_006568379.2	XP_006568442.1
LOC100578484	XM_003251240.4	XP_003251288.1
LOC100578498	XM_003249397.4	XP_003249445.3
LOC100578498	XM_006559107.3	XP_006559170.2
LOC100578498	XM_006559108.3	XP_006559171.2
LOC100578498	XM_006559109.3	XP_006559172.2
LOC100578502	XM_016915364.2	XP_016770853.1
LOC100578503	XM_026441701.1	XP_026297486.1
LOC100578507	XM_026438912.1	XP_026294697.1
LOC100578507	XM_026438913.1	XP_026294698.1
LOC100578508	XR_119792.4	
LOC100578512	XM_026442854.1	XP_026298639.1
LOC100578513	XM_003249940.4	XP_003249988.1
LOC100578514	XM_003250463.4	XP_003250511.1
LOC100578515	XM_026445075.1	XP_026300860.1
LOC100578515	XM_026445076.1	XP_026300861.1
LOC100578515	XM_026445077.1	XP_026300862.1
LOC100578519	XM_003251771.4	XP_003251819.1
LOC100578522	XM_003249038.4	XP_003249086.1
LOC100578522	XM_006557284.3	XP_006557347.1
LOC100578523	XM_003249098.4	XP_003249146.1
LOC100578524	XM_003249162.4	XP_003249210.2
LOC100578524	XM_006558022.3	XP_006558085.2
LOC100578524	XR_001704926.2	
LOC100578524	XR_001704928.2	
LOC100578524	XR_001704929.2	
LOC100578524	XR_001704930.2	
LOC100578524	XR_003305796.1	
LOC100578524	XR_407669.3	
LOC100578524	XR_407670.3	
LOC100578524	XR_407671.3	
LOC100578524	XR_407672.3	
LOC100578526	XM_003250545.3	XP_003250593.2
LOC100578529	XM_006567335.3	XP_006567398.1
LOC100578529	XM_026442876.1	XP_026298661.1
LOC100578530	XM_016911075.2	XP_016766564.1
LOC100578532	XM_003251347.4	XP_003251395.2
LOC100578534	XM_003251885.4	XP_003251933.1
LOC100578534	XM_006572325.3	XP_006572388.1
LOC100578537	XM_003249398.4	XP_003249446.3
LOC100578540	XM_006566462.3	XP_006566525.2
LOC100578540	XM_016914922.2	XP_016770411.2
LOC100578542	NM_001246251.2	NP_001233180.1
LOC100578542	XM_026440518.1	XP_026296303.1
LOC100578543	XM_003251723.4	XP_003251771.1
LOC100578544	XR_003304271.1	
LOC100578546	XM_006565399.3	XP_006565462.1
LOC100578546	XM_006565400.3	XP_006565463.1
LOC100578546	XM_006565401.3	XP_006565464.1
LOC100578547	XM_026443934.1	XP_026299719.1
LOC100578548	XM_003250921.4	XP_003250969.2
LOC100578551	XM_003251690.4	XP_003251738.1
LOC100578555	XR_003305490.1	
LOC100578555	XR_119736.4	
LOC100578556	XM_016916841.2	XP_016772330.2
LOC100578556	XM_026445361.1	XP_026301146.1
LOC100578556	XM_026445362.1	XP_026301147.1
LOC100578556	XM_026445363.1	XP_026301148.1
LOC100578556	XM_026445364.1	XP_026301149.1
LOC100578556	XM_026445365.1	XP_026301150.1
LOC100578556	XM_026445366.1	XP_026301151.1
LOC100578557	XM_003249317.4	XP_003249365.1
LOC100578557	XM_016911895.2	XP_016767384.1
LOC100578558	XR_001706103.2	
LOC100578558	XR_003306260.1	
LOC100578558	XR_408311.3	
LOC100578559	XM_026442360.1	XP_026298145.1
LOC100578560	XM_003249545.4	XP_003249593.1
LOC100578561	XM_006560696.3	XP_006560759.1
LOC100578562	XM_003250011.4	XP_003250059.1
LOC100578563	XM_006562951.3	XP_006563014.1
LOC100578563	XM_006562952.3	XP_006563015.1
LOC100578566	XM_003251035.4	XP_003251083.3
LOC100578566	XR_001702928.1	
LOC100578566	XR_003304693.1	
LOC100578568	XR_001705551.2	
LOC100578571	XM_016910683.2	XP_016766172.1
LOC100578572	XR_408431.3	
LOC100578575	XM_026443911.1	XP_026299696.1
LOC100578576	XM_026440915.1	XP_026296700.1
LOC100578577	XR_119829.4	
LOC100578579	XM_006562682.3	XP_006562745.2
LOC100578579	XM_026440188.1	XP_026295973.1
LOC100578580	XM_006563530.3	XP_006563593.1
LOC100578581	XM_006564390.3	XP_006564453.2
LOC100578584	XR_001702380.2	
LOC100578584	XR_411444.3	
LOC100578585	XR_003304885.1	
LOC100578585	XR_120605.4	
LOC100578585	XR_412038.3	
LOC100578586	XM_003251791.3	XP_003251839.1
LOC100578587	XM_003251850.4	XP_003251898.2
LOC100578589	XR_001703877.2	
LOC100578589	XR_001703880.2	
LOC100578589	XR_003305087.1	
LOC100578592	XM_003249671.4	XP_003249719.1
LOC100578593	XR_001703557.2	
LOC100578593	XR_003304850.1	
LOC100578596	XR_003305764.1	
LOC100578596	XR_003305765.1	
LOC100578596	XR_003305766.1	
LOC100578596	XR_003305767.1	
LOC100578596	XR_003305768.1	
LOC100578596	XR_003305769.1	
LOC100578596	XR_003305770.1	
LOC100578596	XR_003305771.1	
LOC100578596	XR_410753.3	
LOC100578597	XM_026442689.1	XP_026298474.1
LOC100578597	XM_026442690.1	XP_026298475.1
LOC100578597	XR_003305299.1	
LOC100578600	XM_003249064.4	XP_003249112.3
LOC100578602	XM_003250055.4	XP_003250103.1
LOC100578606	XM_003251724.4	XP_003251772.2
LOC100578606	XM_006571673.3	XP_006571736.2
LOC100578606	XM_006571674.3	XP_006571737.2
LOC100578606	XM_006571676.3	XP_006571739.2
LOC100578608	XR_001704200.2	
LOC100578609	XM_026440404.1	XP_026296189.1
LOC100578611	XM_003250464.4	XP_003250512.2
LOC100578611	XM_006564702.3	XP_006564765.2
LOC100578611	XM_006564703.3	XP_006564766.2
LOC100578611	XM_006564704.3	XP_006564767.2
LOC100578611	XM_026439298.1	XP_026295083.1
LOC100578611	XM_026439299.1	XP_026295084.1
LOC100578611	XM_026439300.1	XP_026295085.1
LOC100578611	XM_026439301.1	XP_026295086.1
LOC100578613	XM_006566960.3	XP_006567023.2
LOC100578614	XM_003251222.4	XP_003251270.1
LOC100578617	XM_016915873.2	XP_016771362.2
LOC100578618	XM_006563192.3	XP_006563255.2
LOC100578621	XM_016910677.2	XP_016766166.1
LOC100578621	XM_026446239.1	XP_026302024.1
LOC100578621	XM_026446240.1	XP_026302025.1
LOC100578621	XM_026446241.1	XP_026302026.1
LOC100578621	XM_026446242.1	XP_026302027.1
LOC100578623	XR_003305491.1	
LOC100578624	XM_003249399.2	XP_003249447.1
LOC100578624	XM_006559133.3	XP_006559196.1
LOC100578625	XM_003249896.4	XP_003249944.1
LOC100578628	XM_026444267.1	XP_026300052.1
LOC100578628	XM_026444268.1	XP_026300053.1
LOC100578629	XM_026441728.1	XP_026297513.1
LOC100578629	XM_026441729.1	XP_026297514.1
LOC100578629	XM_026441730.1	XP_026297515.1
LOC100578629	XM_026441731.1	XP_026297516.1
LOC100578631	XM_003251362.4	XP_003251410.1
LOC100578631	XM_006569634.3	XP_006569697.1
LOC100578631	XM_006569635.3	XP_006569698.1
LOC100578631	XM_006569636.3	XP_006569699.1
LOC100578631	XR_003306077.1	
LOC100578641	XM_026443409.1	XP_026299194.1
LOC100578641	XM_026443410.1	XP_026299195.1
LOC100578649	XM_003249571.4	XP_003249619.1
LOC100578649	XM_006560080.3	XP_006560143.1
LOC100578649	XM_016915952.2	XP_016771441.1
LOC100578651	XM_026440599.1	XP_026296384.1
LOC100578653	XM_006568565.3	XP_006568628.1
LOC100578653	XM_006568566.3	XP_006568629.1
LOC100578654	XM_006568904.3	XP_006568967.1
LOC100578654	XM_006568907.3	XP_006568970.1
LOC100578654	XM_026446412.1	XP_026302197.1
LOC100578657	XR_001703063.2	
LOC100578657	XR_001703069.2	
LOC100578659	XR_001703548.2	
LOC100578660	XM_026444294.1	XP_026300079.1
LOC100578660	XM_026444295.1	XP_026300080.1
LOC100578661	XM_026445954.1	XP_026301739.1
LOC100578662	XM_016917092.2	XP_016772581.1
LOC100578662	XM_016917093.2	XP_016772582.1
LOC100578662	XM_016917094.2	XP_016772583.1
LOC100578664	XM_016914023.2	XP_016769512.1
LOC100578664	XM_016914024.2	XP_016769513.1
LOC100578665	XM_026440937.1	XP_026296722.1
LOC100578665	XM_026440938.1	XP_026296723.1
LOC100578665	XM_026440939.1	XP_026296724.1
LOC100578665	XM_026440940.1	XP_026296725.1
LOC100578665	XM_026440941.1	XP_026296726.1
LOC100578665	XM_026440942.1	XP_026296727.1
LOC100578665	XM_026440943.1	XP_026296728.1
LOC100578666	XM_016911475.2	XP_016766964.1
LOC100578666	XM_026439505.1	XP_026295290.1
LOC100578667	XR_001703248.2	
LOC100578668	XM_003250899.4	XP_003250947.2
LOC100578668	XM_016913815.2	XP_016769304.2
LOC100578668	XM_026442423.1	XP_026298208.1
LOC100578668	XM_026442424.1	XP_026298209.1
LOC100578669	XR_003305718.1	
LOC100578669	XR_003305719.1	
LOC100578670	XR_003304253.1	
LOC100578670	XR_408913.3	
LOC100578672	XM_003250102.4	XP_003250150.2
LOC100578674	XM_006565032.3	XP_006565095.2
LOC100578675	XR_003304766.1	
LOC100578675	XR_003304767.1	
LOC100578675	XR_003304768.1	
LOC100578678	XR_001703160.2	
LOC100578678	XR_001703161.2	
LOC100578678	XR_001703162.2	
LOC100578678	XR_001703163.2	
LOC100578678	XR_411683.3	
LOC100578678	XR_411684.3	
LOC100578680	XM_026441503.1	XP_026297288.1
LOC100578680	XM_026441504.1	XP_026297289.1
LOC100578680	XM_026441505.1	XP_026297290.1
LOC100578680	XM_026441506.1	XP_026297291.1
LOC100578680	XM_026441507.1	XP_026297292.1
LOC100578680	XM_026441508.1	XP_026297293.1
LOC100578684	XM_006557296.3	XP_006557359.1
LOC100578685	XM_016915872.2	XP_016771361.2
LOC100578691	XM_003251155.4	XP_003251203.2
LOC100578691	XM_006568212.3	XP_006568275.2
LOC100578694	XM_026439002.1	XP_026294787.1
LOC100578694	XR_003304166.1	
LOC100578696	XM_006558613.3	XP_006558676.2
LOC100578696	XM_016917798.2	XP_016773287.2
LOC100578697	XM_003249375.4	XP_003249423.2
LOC100578698	XM_026442185.1	XP_026297970.1
LOC100578698	XR_003305147.1	
LOC100578698	XR_003305148.1	
LOC100578698	XR_003305149.1	
LOC100578698	XR_003305150.1	
LOC100578698	XR_003305151.1	
LOC100578698	XR_003305152.1	
LOC100578699	XM_003249898.4	XP_003249946.2
LOC100578703	XM_003250488.4	XP_003250536.2
LOC100578703	XM_006564819.3	XP_006564882.2
LOC100578704	XM_003250611.3	XP_003250659.1
LOC100578705	XM_026442367.1	XP_026298152.1
LOC100578705	XM_026442368.1	XP_026298153.1
LOC100578706	XM_026439738.1	XP_026295523.1
LOC100578706	XM_026439739.1	XP_026295524.1
LOC100578706	XM_026439740.1	XP_026295525.1
LOC100578708	XM_016917900.2	XP_016773389.2
LOC100578708	XM_016917901.2	XP_016773390.2
LOC100578708	XM_016917902.2	XP_016773391.2
LOC100578708	XM_026444147.1	XP_026299932.1
LOC100578709	XM_003251510.4	XP_003251558.1
LOC100578709	XM_006570319.3	XP_006570382.2
LOC100578709	XM_006570320.3	XP_006570383.1
LOC100578709	XM_006570321.2	XP_006570384.1
LOC100578709	XM_006570322.3	XP_006570385.1
LOC100578709	XM_006570323.3	XP_006570386.1
LOC100578709	XM_016914807.2	XP_016770296.1
LOC100578709	XM_016914808.2	XP_016770297.1
LOC100578713	XM_003249845.4	XP_003249893.4
LOC100578714	XM_003250103.4	XP_003250151.1
LOC100578715	XM_006564719.3	XP_006564782.1
LOC100578715	XM_026446449.1	XP_026302234.1
LOC100578716	XM_006566416.3	XP_006566479.2
LOC100578716	XM_016914772.2	XP_016770261.2
LOC100578716	XM_016914773.2	XP_016770262.2
LOC100578718	XM_016912295.2	XP_016767784.1
LOC100578719	XM_016914593.2	XP_016770082.2
LOC100578721	XM_003251544.4	XP_003251592.1
LOC100578721	XM_006570611.3	XP_006570674.1
LOC100578723	XM_026443921.1	XP_026299706.1
LOC100578723	XM_026443922.1	XP_026299707.1
LOC100578723	XM_026443923.1	XP_026299708.1
LOC100578724	NM_001327950.1	NP_001314879.1
LOC100578724	XM_016910999.2	XP_016766488.1
LOC100578725	XM_003249211.4	XP_003249259.2
LOC100578726	XM_006560768.3	XP_006560831.1
LOC100578727	XM_003249776.4	XP_003249824.2
LOC100578727	XM_006561084.3	XP_006561147.2
LOC100578727	XM_016910976.2	XP_016766465.2
LOC100578727	XM_016910977.2	XP_016766466.2
LOC100578727	XM_016910978.2	XP_016766467.2
LOC100578727	XM_016910979.2	XP_016766468.2
LOC100578729	XM_026445183.1	XP_026300968.1
LOC100578730	XM_003250728.4	XP_003250776.1
LOC100578730	XM_003250729.4	XP_003250777.1
LOC100578731	XM_003250751.4	XP_003250799.1
LOC100578732	XM_003251016.4	XP_003251064.1
LOC100578733	XM_026440790.1	XP_026296575.1
LOC100578733	XM_026440791.1	XP_026296576.1
LOC100578734	XM_003251188.4	XP_003251236.1
LOC100578734	XM_016917425.2	XP_016772914.1
LOC100578734	XM_016917429.2	XP_016772918.1
LOC100578735	XM_006568575.3	XP_006568638.1
LOC100578736	XM_026440609.1	XP_026296394.1
LOC100578739	XM_016914966.2	XP_016770455.1
LOC100578739	XM_016914967.2	XP_016770456.1
LOC100578739	XM_016914968.2	XP_016770457.1
LOC100578739	XM_016914969.2	XP_016770458.1
LOC100578739	XM_016914970.2	XP_016770459.1
LOC100578739	XM_016914971.2	XP_016770460.1
LOC100578739	XM_016914972.2	XP_016770461.1
LOC100578739	XM_016914974.2	XP_016770463.1
LOC100578739	XM_016914975.2	XP_016770464.1
LOC100578741	XR_409313.3	
LOC100578743	XM_006564823.3	XP_006564886.1
LOC100578743	XM_006564824.3	XP_006564887.1
LOC100578744	XM_026443376.1	XP_026299161.1
LOC100578745	XM_003250841.4	XP_003250889.1
LOC100578745	XM_006566685.3	XP_006566748.1
LOC100578745	XM_006566686.3	XP_006566749.1
LOC100578746	XM_003251040.4	XP_003251088.2
LOC100578746	XM_006567705.3	XP_006567768.2
LOC100578747	XR_001704910.2	
LOC100578751	XM_026444793.1	XP_026300578.1
LOC100578752	XM_003249619.4	XP_003249667.1
LOC100578759	XR_003305577.1	
LOC100578759	XR_003305578.1	
LOC100578763	XM_006571941.3	XP_006572004.2
LOC100578769	XM_003250752.4	XP_003250800.2
LOC100578770	XM_003251017.4	XP_003251065.2
LOC100578773	XM_016911950.1	XP_016767439.1
LOC100578774	XM_003249899.4	XP_003249947.3
LOC100578776	XM_003250499.4	XP_003250547.2
LOC100578776	XM_006564883.3	XP_006564946.2
LOC100578776	XM_006564884.3	XP_006564947.1
LOC100578777	XR_003304810.1	
LOC100578777	XR_003304811.1	
LOC100578777	XR_003304812.1	
LOC100578777	XR_120251.4	
LOC100578779	XM_003250939.4	XP_003250987.2
LOC100578780	XM_003251277.4	XP_003251325.2
LOC100578782	XM_003251545.4	XP_003251593.1
LOC100578782	XM_006570612.3	XP_006570675.1
LOC100578783	XM_003249263.4	XP_003249311.3
LOC100578793	XR_120007.4	
LOC100578797	XM_003250753.4	XP_003250801.2
LOC100578798	XM_026442746.1	XP_026298531.1
LOC100578799	XR_001703142.2	
LOC100578799	XR_001703143.2	
LOC100578799	XR_410955.3	
LOC100578799	XR_410957.3	
LOC100578799	XR_410961.3	
LOC100578801	XM_003251156.4	XP_003251204.1
LOC100578804	XR_001703593.2	
LOC100578804	XR_003304912.1	
LOC100578804	XR_003304913.1	
LOC100578805	XM_016917389.2	XP_016772878.1
LOC100578805	XM_026444296.1	XP_026300081.1
LOC100578810	XM_003249965.4	XP_003250013.1
LOC100578810	XM_016912180.2	XP_016767669.1
LOC100578811	XM_016914239.2	XP_016769728.1
LOC100578813	XM_006564895.3	XP_006564958.2
LOC100578814	XM_006565207.3	XP_006565270.3
LOC100578814	XM_006565208.3	XP_006565271.2
LOC100578814	XM_016915448.2	XP_016770937.2
LOC100578814	XM_016915449.2	XP_016770938.2
LOC100578814	XM_026444291.1	XP_026300076.1
LOC100578814	XM_026444292.1	XP_026300077.1
LOC100578816	XM_003250612.4	XP_003250660.1
LOC100578818	XM_016915507.2	XP_016770996.2
LOC100578818	XM_016915508.2	XP_016770997.2
LOC100578818	XM_016915509.2	XP_016770998.2
LOC100578818	XM_016915510.2	XP_016770999.2
LOC100578818	XM_016915511.2	XP_016771000.2
LOC100578818	XM_016915512.2	XP_016771001.2
LOC100578818	XM_016915513.2	XP_016771002.2
LOC100578818	XM_026444475.1	XP_026300260.1
LOC100578820	XM_026441881.1	XP_026297666.1
LOC100578820	XM_026441882.1	XP_026297667.1
LOC100578820	XM_026441883.1	XP_026297668.1
LOC100578820	XM_026441885.1	XP_026297670.1
LOC100578820	XM_026441891.1	XP_026297676.1
LOC100578820	XM_026441901.1	XP_026297686.1
LOC100578821	XM_026439640.1	XP_026295425.1
LOC100578822	XM_003249754.4	XP_003249802.2
LOC100578823	XM_026440025.1	XP_026295810.1
LOC100578824	XM_003250427.4	XP_003250475.1
LOC100578826	XM_026442495.1	XP_026298280.1
LOC100578828	XM_003249474.3	XP_003249522.1
LOC100578829	XM_003250013.4	XP_003250061.2
LOC100578830	XR_001703257.2	
LOC100578833	XM_026439008.1	XP_026294793.1
LOC100578833	XM_026439009.1	XP_026294794.1
LOC100578833	XM_026439011.1	XP_026294796.1
LOC100578834	XM_016913281.2	XP_016768770.2
LOC100578835	XR_001703122.2	
LOC100578835	XR_001703123.2	
LOC100578835	XR_001703124.2	
LOC100578835	XR_001703127.1	
LOC100578835	XR_001703133.2	
LOC100578835	XR_003304670.1	
LOC100578835	XR_003304671.1	
LOC100578835	XR_003304672.1	
LOC100578835	XR_003304673.1	
LOC100578835	XR_003304674.1	
LOC100578835	XR_003304675.1	
LOC100578835	XR_003304676.1	
LOC100578835	XR_003304677.1	
LOC100578835	XR_003304678.1	
LOC100578835	XR_003304679.1	
LOC100578835	XR_003304680.1	
LOC100578839	XR_001702111.2	
LOC100578839	XR_001702112.2	
LOC100578839	XR_001702113.2	
LOC100578839	XR_001702114.2	
LOC100578839	XR_001702131.2	
LOC100578839	XR_003304152.1	
LOC100578839	XR_003304153.1	
LOC100578839	XR_003304154.1	
LOC100578839	XR_408204.3	
LOC100578839	XR_408205.3	
LOC100578839	XR_408206.3	
LOC100578841	XR_001704687.2	
LOC100578841	XR_003305480.1	
LOC100578841	XR_003305481.1	
LOC100578841	XR_408863.3	
LOC100578842	XM_026442801.1	XP_026298586.1
LOC100578852	XM_003250428.4	XP_003250476.1
LOC100578853	XM_006565046.3	XP_006565109.1
LOC100578854	XM_026445139.1	XP_026300924.1
LOC100578854	XM_026445140.1	XP_026300925.1
LOC100578855	XR_120637.4	
LOC100578860	XM_003249925.4	XP_003249973.1
LOC100578862	XM_026445191.1	XP_026300976.1
LOC100578862	XM_026445192.1	XP_026300977.1
LOC100578864	XM_006564226.3	XP_006564289.1
LOC100578865	XM_006567757.3	XP_006567820.1
LOC100578865	XM_006567760.3	XP_006567823.1
LOC100578865	XM_006567761.3	XP_006567824.1
LOC100578865	XM_006567762.3	XP_006567825.1
LOC100578865	XM_016912303.2	XP_016767792.1
LOC100578865	XM_016912306.2	XP_016767795.1
LOC100578865	XM_026441050.1	XP_026296835.1
LOC100578866	XR_001704509.2	
LOC100578866	XR_001704511.2	
LOC100578866	XR_001704512.2	
LOC100578866	XR_001704513.2	
LOC100578866	XR_003305415.1	
LOC100578866	XR_003305416.1	
LOC100578866	XR_411389.3	
LOC100578875	XM_003250059.4	XP_003250107.2
LOC100578875	XM_006562425.3	XP_006562488.2
LOC100578875	XM_026441206.1	XP_026296991.1
LOC100578877	XM_026445118.1	XP_026300903.1
LOC100578877	XM_026445119.1	XP_026300904.1
LOC100578879	XM_003250940.4	XP_003250988.1
LOC100578879	XM_006567223.3	XP_006567286.1
LOC100578881	XM_003251570.4	XP_003251618.1
LOC100578882	XR_001704130.2	
LOC100578882	XR_003305134.1	
LOC100578882	XR_003305135.1	
LOC100578882	XR_003305136.1	
LOC100578882	XR_003305137.1	
LOC100578882	XR_003305138.1	
LOC100578882	XR_003305140.1	
LOC100578882	XR_003305141.1	
LOC100578882	XR_003305142.1	
LOC100578882	XR_003305143.1	
LOC100578882	XR_003305144.1	
LOC100578882	XR_003305145.1	
LOC100578882	XR_003305146.1	
LOC100578882	XR_003305153.1	
LOC100578883	XM_003251706.4	XP_003251754.1
LOC100578885	XM_003249400.4	XP_003249448.2
LOC100578885	XM_006559089.3	XP_006559152.2
LOC100578885	XM_006559090.3	XP_006559153.2
LOC100578885	XM_006559091.3	XP_006559154.2
LOC100578885	XM_006559092.3	XP_006559155.2
LOC100578885	XM_006559093.3	XP_006559156.2
LOC100578885	XM_006559094.3	XP_006559157.2
LOC100578885	XM_016910715.2	XP_016766204.2
LOC100578885	XM_016910717.2	XP_016766206.2
