#Each branch site analysis results in a LRT score that is compared to a chi-square distrubtion with 1 degree of freedom to give a pvalue
#This table shows the adjusted pvalues for each lineage per tested gene. NA means the test resulted in convergence failure

Gene	All_Advanced_Eusocial	All_Social	All_Solitary	Apis	Social_Corbiculates	Habropoda	Lasioglossum	Megachilidae	Melipona	Dufourea	Ceratina
LOC413208	1	1	1	1	1	1	1	1	3.43020352414604e-06	1	1	
LOC413228	1	1	1	1	1	1.18491410389228e-09	1	1	1	1	1	
LOC413233	1	1	1	1	1	1	1	0.649936490266233	1	1	1	
LOC413240	1	1	1	1	1	1	1	1	1	1	1	
LOC413242	1	1	1	1	1	1	0.0394290613178959	1	1	0.449066210721277	1	
LOC413246	0.0057801697935772	1	1	1	1	1	1	1	7.00659335718013e-23	1	1	
LOC413250	1	1	1	1	1	1	1	1	0.945642385239401	1	1	
LOC413271	1	1	1	1	1	1	1	1	0.124937372809831	1	1	
LOC413275	0.937250723481299	1	1	1	1	1	1	1	1	1	1	
LOC413297	1	1	1	1	1	1	1	1	1	1	1	
LOC413305	1	1	1	1	1	1	0.244779257570859	1	1	1	1	
LOC413365	1	1	1	1	1	1	1	1	1	1	1	
LOC413383	1	1	1	1	1	1	0.00148288036097228	1	3.9690638054034e-14	1	1	
LOC413495	1	1	1	1	1	1	1	1	1	1	1	
LOC413510	1	1	1	1	1	1	1	1	2.09127760182354e-23	1.7996694801912e-06	1	
LOC413520	1	1	1	1	1	1	1	1	1	1	1	
LOC413529	1	1	1	1	1	1	1	1	1	1	1	
LOC413534	1	1	1	0.0365812915378265	1	1	1	1	1	1	1	
LOC413542	1	1	1	1	1	1	1	1	1	1	1	
LOC413544	1	1	1	1	1	1	1	1	1	1	1	
LOC413567	1	1	1	1	1	1	1	1	0.0556570279939446	1	1	
LOC413573	1	1	1	1	1	1	1	1	1	1	1	
LOC413575	1	1	1	1	1	1	1	0.232888289527093	3.39984858127255e-07	1	1	
LOC413576	1	1	1	1	1	1	0.000686802607979516	1	0.00149400844413005	1	1	
LOC413579	1	1	1	1	1	1	1	1	1	1	1	
LOC413583	1	1	1	1	1	1	1	1	1	1	1	
LOC413601	1	1	1	1	1	1	1	1	1	1	1	
LOC413614	1	1	1	1	1	1	1	1	1	1	1	
LOC413619	1	1	1	1	1	1	1	1	1	1	1	
LOC413643	1	1	1	1	1	1	1	1	1	1	1	
LOC413672	1	1	1	1	1	1	1	1	1	1	1	
LOC413678	1	1	1	1	1	1	1	1	1	1	1	
LOC413688	1	1	1	1	1	1	1	1	1	1	1	
LOC413699	1	1	1	1	1	1	1	1	1	1	1	
LOC413713	1	1	1	1	1	1	1	1	1	1	1	
LOC413736	1	1	1	1	1	1	1	1	1	1	1	
LOC413796	1	1	1	1	1	1	1	1	6.46672110858542e-06	1	1	
LOC413815	1	1	1	1	1	1	1	1	1	1	1	
LOC413827	1	1	1	1	1	1	1	1	4.08166434692216e-12	1	1	
LOC413854	1	1	1	1	1	1	5.61455880155831e-18	1	1	1	1	
LOC413873	1	1	1	1	1	1	1	1	1.07826570325805e-40	1	1	
LOC413878	1	1	1	1	1	1	1	1	1	1	1	
LOC413889	1	1	1	1	1	1	1	1	1	1	1	
LOC413909	1	1	1	1	1	1	1	1	1	0.401263422919063	1	
LOC413914	1	1	1	1	1	1	1	1	1	1	1	
LOC413916	1	1	1	1	1	1	1	1	1	1	1	
LOC413917	1	1	1	4.59206235441997e-10	1	1	1	1	1	1	1	
LOC413950	1	1	1	1	1	1	0.270562378996264	1	0.166206324117869	1	1	
LOC413976	1	1	1	1	1	1	1	1	1	1	1	
LOC413987	1	1	1	1	1	1	1	1	1	1	1	
LOC414009	1	1	1	1	1	2.87876972670656e-06	1	1	1	1	1	
LOC414027	1	1	1	1	1	1	1	1	1	1	1	
LOC414035	1	1	1	1	1	1	0.0036391169221265	1	0.00089378902957984	1	1	
LOC414039	1	1	1	1	1	1	1	1	1	1	1	
LOC550659	1	1	1	1	1	1	1	1	1	1	1	
LOC550695	1	1	1	1	1	1	1	1	3.39615145912266e-07	1	1	
LOC550701	1	1	1	1	1	1	1	1	1	1	1	
LOC550767	1	1	1	1	1	1	1	1	1	1	1	
LOC550780	1	1	1	1	1	1	1	1	1	1	1	
LOC550789	1	1	1	1	1	1	1	1	1	1	1	
LOC550804	1	1	1	1	1	1	1	1	1	1	1	
LOC550829	1	1	1	1	1	1	1	1	1	2.33729167602748e-11	1	
LOC550834	1	1	1	1	1	1	1	1	1	1	1	
LOC550881	1	1	1	1	1	1	1	1	1	1	1	
LOC550885	1	1	1	1	1	1	1	1	1	1	1	
LOC550901	1	1	1	1	1	1	1	1	1	1	1	
LOC550903	1	1	1	1	1	1	1	1	1	1	1	
LOC550955	1	1	1	1	1	1	0.706128935700798	1	1.04935786739394e-06	1	1	
LOC550970	1	1	1	1	1	1	1	1	1	1	1	
LOC550998	1	1	1	1	1	1	1	1	1	1	1	
LOC551009	1	1	1	1	1	1	1	1	1	1	1	
LOC551042	1	1	1	1	1	1	0.154024640036543	1	1.19711964239517e-07	1	1	
LOC551088	1	1	1	1	1	1	1	1	1	1	1	
LOC551114	1	1	1	1	1	1	1	0.0689056119028679	1	1	1	
LOC551116	1	1	1	1	1	1	1	1	1	1	1	
LOC551133	1	1	1	1	1	1	9.93006724017967e-07	0.355945540952098	1	1	1	
LOC551177	1	1	1	1	1	1	1	0.0277085205276407	1	1	1	
LOC551194	1	1	1	1	1	1	1	1	1	1	1	
LOC551207	1	1	1	0.000529275442648889	1	1	1	1	1	1	1	
LOC551208	1	1	1	1	1	1	1	1	1	1	1	
LOC551212	1	1	1	1	1	1	0.000602415921878322	1	1	1	1	
LOC551219	1	1	1	1	1	1	1	1	1	1	1	
LOC551231	1	1	1	1	1	1	1	1	2.82486053992274e-05	1	1	
LOC551248	1	1	1	1	1	1	1	1	1	1	1	
LOC551276	1	1	1	1	1	1	1	1	1	1	1	
LOC551304	1	1	1	1	1	1	1	1	1	1	1	
LOC551324	1	1	1	1	1	1	1	1	1	1	1	
LOC551353	1	1	1	1	1	1	1	1	1	1	1	
LOC551364	1	1	1	1	1	1	1	1	1	1	1	
LOC551379	1	1	1	1	1	1	1	1	1	1	1	
LOC551381	1	1	1	1	1	1	1	1	1	1	1	
LOC551392	1	1	1	1	1	1	1	1	1	1	1	
LOC551395	1	1	1	1	1	1	1	1	0.0566668939361332	1	1	
LOC551398	1	1	1	1	1	1	1	1	1	1	1	
LOC551405	1	1	1	1	1	1	0.786576999113976	1	0.0915627417821389	1	1	
LOC551413	1	1	1	1	1	1	1	1	1	1	1	
LOC551414	1	1	1	1	1	1	1	1	9.24153340729856e-09	1	1	
LOC551416	1	1	1	1	1	1	1	1	1	1	1	
LOC551425	1	1	1	1	1	1	0.0233578624357255	1	1	1	1	
LOC551426	1	1	1	1	1	0.164427022953353	1	1	1	0.392837292115201	1	
LOC551435	1	1	1	1	1	0.0304481673748582	1	1	1	1	1	
LOC551439	1	1	1	1	1	1	1	1	1	1	1	
LOC551441	1	1	1	1	1	1	1	1	1	1	1	
LOC551445	1	1	1	1	1	1	1	1	1	1	1	
LOC551447	1	1	1	1	1	1	1	1	1	1	1	
LOC551448	1	1	1	1	1	1	1	1	1	1	1	
LOC551452	1	1	1	1	1	1	1	1	1	0.413374733813011	1	
LOC551457	1	1	1	1	1	1	1	1	1	1	1	
LOC551484	1	1	1	1	1	1	1	1	1	1	1	
LOC551501	1	1	1	1	1	1	1	1	1	1	1	
LOC551530	1	1	1	1	1	1	1	1	0.599060046974354	1	1	
LOC551549	1	1	1	1	1	1	0.000402339878635563	1	1	1	1	
LOC551578	1	1	1	1	1	1	1	1	0.753828819830481	9.65303182679958e-14	1	
LOC551581	1	1	1	1	1	1	1	1	1	1	1	
LOC551589	1	1	1	1	1	1	1	1	1	1	1	
LOC551602	1	1	1	1	1	1	1	1	0.244514977972351	1	1	
LOC551603	1	1	1	1	1	1	1	1	2.47209161039839e-05	1	1	
LOC551607	1	1	1	1	1	1	1	1	1	1	1	
LOC551619	1	1	1	1	1	1	1	1	1	1	1	
LOC551629	1	1	1	1	1	1	1	1	1	1	1	
LOC551631	1	1	1	1	1	1	0.333188358322917	1	1	1	1	
LOC551642	1	1	1	1	1	1	1	1	1	1	1	
LOC551662	1	1	1	1	1	1	1	1	1	1	1	
LOC551679	1	1	1	1	1	1	1	1	1	1	1	
LOC551683	1	1	1	1	1	1	1	1	0.00505052229150323	1	1	
LOC551695	1	1	1	1	1	1	1	1	0.346743088295738	1	1	
LOC551699	1	1	1	1	1	1	1	1	1	1	1	
LOC551709	1	1	1	1	1	1	1	1	0.687864202635727	1	1	
LOC551712	1	1	1	1	1	1	1	1	1	1	1	
LOC551732	1	1	1	1	1	1	1	1	1	1	0.620418129518014	
LOC551749	1	1	1	1	1	1	1	1	1	1	1	
LOC551753	1	1	1	1	1	1	1	1	1	1	1	
LOC551755	1	1	1	1	1	1	1	1	1	1	1	
LOC551757	1	1	1	1	1	1	1	1	1	1	1	
LOC551794	1	1	1	1	1	1	1	1	1	1	1	
LOC551806	1	1	1	1	1	1	1	1	1	1	1	
LOC551815	1	1	1	1	1	1	1	1	1	1	1	
LOC551817	1	1	1	1	1	1	1	1	1	1	1	
LOC551827	1	1	1	1	1	1	1	1	1	1	1	
LOC551837	1	1	1	1	1	0.188478701936447	1	0.615807437456675	1	1	1	
LOC551847	1	1	1	1	1	1	0.0396536768448875	1	1	1	1	
LOC551872	1	1	1	1	1	1	1	1	1	1	1	
LOC551882	1	1	1	1	1	1	0.896460403275798	1	1	1	1	
LOC551892	0.00183723523779126	1	1	1	1	1	1	1	0.0202329995288112	1	1	
LOC551898	0.6936580712074	1	1	1	1	1	1	1	9.70786267381587e-15	1	1	
LOC551912	1	1	1	1	1	1	1	1	1	1	1	
LOC551931	1	1	1	1	1	1	1	1	1	0.000337849824461249	1	
LOC551952	1	1	1	1	1	1	1	1	1	1	1	
LOC551962	1	1	1	1	1	1	1	0.567942459539995	1	1	1	
LOC551964	1	1	1	1	1	1	1	1	1	1	1	
LOC551972	1	1	1	1	1	1	1	1	1	1	1	
LOC551982	1	1	1	1	1	1	1	1.46965970172576e-05	1	1	1	
LOC551986	1	1	1	1	1	1	1	1	1	1	1	
LOC552000	1	1	1	1	1	1	1	1	1	1	1	
LOC552003	1	1	1	1	1	1	1	1	1	0.000774559075333766	1	
LOC552009	1	1	1	1	1	1	1	1	2.29640769386815e-05	1	1	
LOC552043	1	1	1	1	1	1	1	1	1	1	1	
LOC552051	1	1	1	1	1	1	1	1	1	1	1	
LOC552056	1	1	1	1	1	1	1	1	1	1	1	
LOC552093	1	1	1	1	1	1	1	1	1	0.034309250582264	1	
LOC552095	1	1	1	1	1	1	1	1	1	1	1	
LOC552124	1	1	1	1	1	1	1	1	1	1	1	
LOC552139	1	1	1	1	1	1	1	1	0.00117851196721611	1	1	
LOC552141	1	1	1	1	1	1	1	1	1	1	1	
LOC552145	1	1	1	1	1	1	1	1	1	1	1	
LOC552156	1	1	1	1	1	0.00748771986811346	1	1	1	1	1	
LOC552161	1	1	1	1	1	1	0.35322256125737	1	1	1	1	
LOC552163	1	1	1	1	1	1	1	1	1	1	1	
LOC552180	1	1	1	1	1	1	1	1	0.0145434469907323	1	1	
LOC552181	1	1	1	1	1	1	1	1	1	1	1	
LOC552191	1	1	1	1	1	1	0.0652991836451758	1	1	1	1	
LOC552194	1	1	1	1	1	1	1	1	2.73498118028211e-12	0.00104835361133143	1	
LOC552196	1	1	1	1	1	1	1	1	1	1	1	
LOC552204	1	1	1	1	1	1	1	1	1	1	1	
LOC552213	1	1	1	1	1	1	1	1	1	1	1	
LOC552237	1	1	1	1	1	1	1	1	0.330264179294356	1	1	
LOC552245	1	1	1	1	1	1	1	1	1	1	9.85080705500246e-14	
LOC552246	1	1	1	1	1	1	1	1	1	1	1	
LOC552254	1	1	1	1	1	0.0008753073074474	1	1	1	1	1	
LOC552263	1	1	1	1	1	1	1	1	1	1	1	
LOC552278	1	1	1	1	1	1	1	1	1.10700410763415e-25	1	1	
LOC552283	1	1	1	1	1	1	1	1	1	1	1	
LOC552327	1	1	1	1	1	1	1	1	1	1	1	
LOC552348	1	1	1	1	1	1	1	1	1	1	1	
LOC552353	1	1	1	1	1	1	1	1	1	1	1	
LOC552377	1	1	1	0.0848859495570106	1	1	1	1	8.86828158518624e-23	1	1	
LOC552392	1	1	1	1	1	1	1	1	1	1	1	
LOC552398	1	1	1	1	1	1	1	1	1	1	1	
LOC552403	1	1	1	1	1	1	1	1	1	1	1	
LOC552413	1	1	1	1	1	1	1	1	1	1	1	
LOC552417	1	1	1	1	1	1	1	1	1	1	1	
LOC552424	1	1	1	1	1	1	1	1	1	1	1	
LOC552426	1	1	1	1	1	1	1	1	1	1	1	
LOC552432	1	1	1	1	1	1	1	1	1	1	1	
LOC552441	1	1	1	1	1	1	1	1	1	1	1	
LOC552443	1	1	1	1	1	1	1	1	1	1	1	
LOC552449	1	1	1	1	1	1	0.0273776046755583	1	1	1	1	
LOC552451	1	1	1	1	1	1	0.13801597877872	1	1	1	1	
LOC552455	1	1	1	1	1	1	1	1	7.64819945060035e-07	0.283413441220175	1	
LOC552460	1	1	1	1	1	1	1	1	1	1	1	
LOC552479	1	1	1	1	1	1	1	1	1.73494120454892e-37	1	1	
LOC552485	1	1	1	1	1	1	1	1	1	1	1	
LOC552488	1	1	1	1	1	1	1	1	1	1	1	
LOC552495	1	1	1	1	1	1	1	1	1	1	1	
LOC552496	1	1	1	1	1	1	6.56477142529893e-08	0.604762395472649	1	1	1	
LOC552501	1	1	1	1	1	1	1	1	1	1	1	
LOC552510	1	1	1	1	1	1	1	0.00035319867127935	1	1	1	
LOC552511	1	1	1	1	1	1	1	1	0.453149255401751	1	1	
LOC552516	1	1	1	1	1	1	1	1	1	1	1	
LOC552522	1	1	1	1	1	1	1	1	1	1	1	
LOC552529	1	1	1	1	1	1	1	1	1	0.896320662995259	1	
LOC552531	1	1	1	1	1	1	1	1	1	1	1	
LOC552533	1	1	1	1	1	0.428941727678168	1	1	1	1	1	
LOC552551	1	1	1	1	1	1	1	1	1	1	1	
LOC552562	1	1	1	1	1	1	0.0545173616311164	1	1	1	1	
LOC552566	1	1	1	1	1	0.050746707989015	1	1	3.1069560310951e-22	1	1	
LOC552590	1	1	1	1	1	1	1	1	1	1	1	
LOC552592	1	1	1	1	1	1	1	1	1	1	1	
LOC552599	1	1	0.00813060098305788	1	1	1.94079753941155e-05	1	1	0.187660842824979	1	1	
LOC552607	1	1	1	1	1	1	1	1	1	1	1	
LOC552641	1	1	1	1	1	1	1	1	7.28717719516037e-11	1	1	
LOC552643	1	1	1	1	1	1	1	1	1	1	1	
LOC552654	1	1	1	1	1	1	1	1	1	1	1	
LOC552656	1	1	1	1	1	1	1	1	1	0.288966256218187	1	
LOC552658	1	1	1	1	1	1	1	1	1	1	1	
LOC552662	1	1	1	1	1	1	1	1	1	1	0.214289299355589	
LOC552674	1	1	1	1	1	1	3.23383841891376e-09	0.00416364583741121	1	1	1	
LOC552686	1	1	1	1	1	1	1	1	1	1	1	
LOC552688	1	1	1	1	1	1	1	1	1	1	1	
LOC552696	1	1	1	1	1	1	1	1	1	1	1	
LOC552715	1	1	1	1	1	1	1	1	0.000425508831279713	1	1	
LOC552719	1	1	1	1	1	1	1	1	1	1	1	
LOC552723	1	1	1	1	1	1	1	1	1	1	1	
LOC552725	1	1	1	1	1	1	1	1	1	1	1	
LOC552730	1	1	1	1	1	0.450457263118767	1	1	1	1	1	
LOC552734	1	1	1	1	1	1	1	1	1	1	1	
LOC552745	1	1	1	1	1	1	1	1	1	1	1	
LOC552747	1	1	1	1	1	1	1	1	1	1	1	
LOC552748	1	1	1	1	1	1	1	1	1	1	1	
LOC552769	1	1	1	1	1	1	1	1	1	1	1	
LOC552772	1	1	1	1	1	1	1	1	1	1	1	
LOC552776	1	1	1	1	1	1	1	1	1	1	1	
LOC552779	1	1	1	0.0318043059616595	1	1	1	1	1	1	1	
LOC552787	1	1	1	1	1	1	1	1	0.947546696514794	1	1	
LOC552794	1	1	1	1	1	0.253872452755374	1	1	1	1	1	
LOC552802	1	1	1	1	1	1	1	1	1	1	1	
LOC552804	1	1	1	1	1	1	1	1	1	1	1	
LOC552807	1	1	1	1	1	1	1	1	1	1	1	
LOC552827	1	1	1	1	1	1	1	1	1	1	1	
LOC552832	1	1	1	1	1	1	1	1	1	1	1	
LOC724170	1	1	1	1	1	1	1	1	1	1	1	
LOC724215	1	1	1	1	1	1	2.49095258985655e-11	1	0.281308002502485	0.0676445789421385	1	
LOC724216	1	1	1	1	1	1	1	1	1	1	1	
LOC724218	1	1	1	1	1	1	1	0.163233761215618	1	1	1	
LOC724239	1	1	1	1	1	1	1	1	1	1	1	
LOC724241	1	1	1	1	1	1	1	1	1	1	1	
LOC724247	1	1	1	1	1	1	1	0.0429827170918386	1	1	0.402801703210217	
LOC724256	1	1	1	1	1	1	1	1	1	1	1	
LOC724292	6.90475140724351e-05	0.0294157688682252	1	1	1	1	0.000170757724582166	1	1.9368429199905e-17	1	1	
LOC724296	1	1	1	1	1	1	1	1	1	1	1	
LOC724323	1	1	1	1	1	1	1	1	1	1	1	
LOC724339	1	1	1	1	1	1	1	1	1	1	1	
LOC724341	1	1	1	1	1	1	1	1	1	1	1	
LOC724343	1	1	1	1	1	1	1	1	1	1	1	
LOC724350	1	1	1	1	1	1	1	1	1	1	1	
LOC724365	1	1	1	1	1	1	1	1	1	1	1	
LOC724366	1	1	1	1	1	1	1	1	1	1	1	
LOC724407	1	1	1	NA	NA	1	1	1	1	1	1	
LOC724423	1	1	1	1	1	1	1	1	1.01376727495389e-08	1	1	
LOC724432	1	1	1	1	1	1	1	1	1	1	1	
LOC724443	1	1	1	1	1	1	1	1	1	1	1	
LOC724486	1	1	1	1	1	1	1	1	1	1	1	
LOC724488	1	1	1	1	1	1	1	1	1	1	1	
LOC724496	1	1	1	1	1	1	1	1	1	1	1	
LOC724510	1	1	1	1	1	5.13333279370405e-05	1	1	1	1	1	
LOC724533	1	1	1	1	1	1	1	1	1	1	1	
LOC724542	1	1	1	1	1	1	1	1	1	1	1	
LOC724625	1	1	1	1	1	1	1	1	1	1	1	
LOC724630	1	1	1	1	1	1	1	1	1	1	1	
LOC724648	1	1	1	1	1	1	1	1	1	1	1	
LOC724654	1	1	1	1	1	1	1	1	1	1	1	
LOC724656	1	1	1	1	1	0.00356878290427917	2.21887820856093e-08	1	1	1	1	
LOC724700	1	1	1	1	1	1	4.02781994022686e-05	1	1	1	1	
LOC724704	1	1	1	1	1	1	1	1	5.19475521345508e-20	1	1	
LOC724710	1	1	1	1	1	1	1	1	1	1	1	
LOC724741	1	1	1	1	1	1	1	1	1	1	0.150891983858079	
LOC724742	1	1	1	1	1	1	1	1	1	1	1	
LOC724769	1	1	1	1	1	1	1	1	6.45190895733038e-07	1	1	
LOC724786	1	1	1	1	1	1	1	1	1	1	1	
LOC724790	1	1	1	1	1	1	1	1	1	1	1	
LOC724794	1	1	1	1	1	1	1	1	1	0.00670181191578664	1	
LOC724798	1	1	1	1	1	1	1	1	1	1	1	
LOC724809	1	1	1	1	1	1	1	1	1	1	1	
LOC724827	1	1	1	1	1	1	1	1	1	1	1	
LOC724863	1	1	1	1	1	1	0.000348715017068015	1	1	1	1	
LOC724865	1	1	1	1	1	1	1	1	1	1	1	
LOC724885	1	1	1	1	1	1	1	1	7.40015755152871e-07	1	1	
LOC724888	1	1	1	1	1	1	1	1	1	1	1	
LOC724891	1	1	1	1	1	1	1	1	1	1	1	
LOC724896	1	1	1	1	1	1	1	1	1	1	1	
LOC724926	1	1	1	0.00104973748196199	1	1	1	1	1	1	0.354589222131601	
LOC724932	1	1	1	1	1	1	1	1	1	1	1	
LOC724947	1	1	1	1	1	1	1	1	1	1	1	
LOC724948	1	1	1	1	1	1	1	1	1	1	1	
LOC724953	1	1	1	0.0130527480486025	1	1	1	1	1	1	1	
LOC724954	1	1	1	1	1	1	0.610109463848803	1	1	1	1	
LOC725023	1	1	1	1	1	1	1	1	1	1	1	
LOC725026	1	1	1	1	1	1	0.0134492058628344	1	1	1	1	
LOC725044	1	1	1	1	1	1	5.55436354657055e-18	1	0.0203947007542706	1	1	
LOC725055	1	1	1	1	1	1	1	1	1	1	1	
LOC725142	1	1	1	1	1	1	1	1	1	1	1	
LOC725143	1	1	1	1	1	1	1	1	1	1	1	
LOC725146	1	1	1	1	1	1	1	1	1	0.245415267571053	1	
LOC725149	1	1	1	0.0385647009539885	1	1	1	1	1	1	1	
LOC725204	1	1	1	1	1	1	1	3.57828202883199e-06	1.73877834557086e-08	1	1	
LOC725216	1	1	1	1	1	1	1	1	1	0.0467653265311598	1	
LOC725238	1	1	1	1	1	1	1	1	1	1	1	
LOC725240	1	1	1	1	1	1	1	1	1	1	1	
LOC725261	1	1	1	1	1	1	1	1	1	1	1	
LOC725266	1	1	1	1	1	1	1	1	1	1	1	
LOC725306	1	1	1	1	1	1	0.273620707028546	1	1	1	0.0805049640307276	
LOC725316	1	1	1	1	1	1	1	1	1	1	1	
LOC725320	1	1	1	1	1	1	1	1	1	1	1	
LOC725325	1	1	1	1	1	1	1	1	7.89078674394666e-12	1	1	
LOC725330	1	1	1	1	1	1	1	0.104988835202882	1	1	1	
LOC725343	1	1	1	1	1	1	1	1	1	3.43323283850122e-06	1	
LOC725345	1	1	1	1	1	1	1	1	1	1	1	
LOC725348	1	1	1	0.00281839314848864	1	1	1	1	1	1	1	
LOC725362	1	1	1	1	1	1	1	1	1	1	1	
LOC725363	1	1	1	1	1	1	1	1	1	1	1	
LOC725416	1	1	1	1	1	1	1	1	0.237670164090169	1	1	
LOC725459	1	1	1	1	1	1	1	1	1	1	1	
LOC725477	1	1	1	1	1	1	1	1	1	1	1	
LOC725478	1	1	1	1	1	1	0.319182598203623	1	1	1	1	
LOC725486	1	1	1	1	1	1	1	1	1	1	1	
LOC725491	1	1	1	1	1	1	1	1	1	1	1	
LOC725496	1	1	1	1	1	1	1	1	1	0.00202523349680588	1	
LOC725505	0.0670314517453062	1	1	1	1	1	1	1	2.8608186372667e-19	1	1	
LOC725529	1	1	1	1	1	1	1	1	1	1	1	
LOC725539	1	1	1	1	1	1	1	1	1	1	1	
LOC725552	1	1	1	1	1	1	1	1	1	0.00155047894028365	1	
LOC725566	1	1	1	1	1	1	1	1	0.000887097541503118	1	1	
LOC725569	1	1	1	1	1	1	1	1	1	1	1	
LOC725572	1	1	1	1	1	1	1	1	1	1	1	
LOC725576	1	1	1	1	1	1	1	1	1	1	1	
LOC725603	1	1	1	1	1	1	1	1	1	1	1	
LOC725609	1	1	1	1	1	1	1	1	1	1	1	
LOC725611	1	1	1	1	1	1	3.69723026809331e-05	1	1	1	0.115156783958561	
LOC725612	1	1	1	1	1	1	1	1	1	1	1	
LOC725628	1	1	1	1	1	1	1	1	1	1	1	
LOC725633	1	1	1	1	1	1	1	1	1	1	1	
LOC725641	1	1	1	1	1	1	1	1	0.00220083528274553	1	1	
LOC725686	1	1	1	1	1	1	1	1	1	1	1	
LOC725690	1	1	1	1	1	1	1	1	1	1	1	
LOC725701	1	1	1	1	1	1	1	1	1.52910385988361e-05	1	1	
LOC725705	1	1	1	1	1	1	1	1	1	1	1	
LOC725719	1	1	1	1	1	1	1	1	1	1	1	
LOC725744	1	1	1	1	1	1	1	1	1	1	1	
LOC725753	1	1	1	1	1	1	1	1	1	1	1	
LOC725780	1	1	1	1	1	1	1	1	1	1	1	
LOC725801	1	1	1	1	1	1	1	1	1	1	1	
LOC725835	1	1	1	1	1	1	1	1	1	1	1	
LOC725856	1	1	1	1	1	1	1	1	1	1	1	
LOC725880	1	1	1	1	1	1	1	1	1	1	1	
LOC725881	1	0.0898223896773729	1	1	1	1	1	1	1	1	1	
LOC725896	1	1	1	1	1	0.000351644383256514	1	1	1	1	1	
LOC725922	1	1	1	1	1	1	1	1	1	1	1	
LOC725942	1	1	1	1	1	1	1	1	1	1	1	
LOC725947	1	1	1	1	1	1	1	1	1	1	1	
LOC726015	1	1	1	1	1	1	1	1	1	1	1	
LOC726030	1	1	1	1	1	1	1	1	1	1	1	
LOC726040	1	1	1	1	1	1	1	1	1	1	1	
LOC726061	1	1	1	1	1	1	1	1	1	1	1	
LOC726095	1	1	1	1	1	1	1	1	1	1	1	
LOC726102	1	1	1	1	1	0.344298579212286	1	1	1	1	1	
LOC726118	1	1	1	1	1	1	1	1	1	1	1	
LOC726131	1	1	1	1	1	1	1	1	0.682465835257964	1	1	
LOC726163	1	1	1	1	1	1	1	1	1	1	1	
LOC726164	1	1	1	1	1	1	0.0297261464982479	1	1	1	1	
LOC726205	1	1	1	1	1	1	1	1	1	1	1	
LOC726212	1	1	1	0.329543684002138	1	1	1	1	1	1	1	
LOC726221	1	1	1	1	1	1	1	1	1	1	1	
LOC726227	1	1	1	1	1	1	1	1	1	1	1	
LOC726237	1	1	1	1	1	1	1	1	1.88253881689416e-12	1	1	
LOC726239	1	1	1	1	1	1	1	1	1	1	1	
LOC726240	1	1	1	1	1	1	1	1	1	1	1	
LOC726253	1	1	1	1	1	1	1	1	0.51211471308152	1	1	
LOC726255	0.570563463333812	1	1	0.105716108067919	1	1	1	1	1	1	1	
LOC726302	1	1	1	1	1	1	1	1	1	1	1	
LOC726303	1	1	1	1	1	1	1	1	1	1	1	
LOC726310	1	1	1	1	1	1	0.0980443570418466	1	1	1	1	
LOC726315	1	1	1	1	1	1	2.00810988608941e-06	1	1	1	1	
LOC726352	1	1	1	1	1	1	1	1	1	1	1	
LOC726380	1	1	1	1	1	1	1.38566592749339e-06	1	1	1	1	
LOC726389	1	1	1	0.0842965641331808	1	1	1	1	1	1	1	
LOC726409	1	1	1	1	1	1	1	1	1	1	1	
LOC726414	1	1	1	1	1	1	1	1	1	1	1	
LOC726418	1	1	1	1	1	1	3.14759423329202e-08	1	1	1	1	
LOC726428	1	1	1	1	1	1	1	1	1	1	1	
LOC726476	1	1	1	1	1	1	1	1	0.000238744897730952	1	1	
LOC726498	1	1	1	1	1	1	1	1	1	1	1	
LOC726540	1	1	1	1	1	1	1	1	1	1	1	
LOC726579	1	1	1	1	1	1	0.00443492758704184	1	0.00528508142221213	1	1	
LOC726583	1	1	1	1	1	1	1	0.034098448484731	1.37738803669285e-05	1	1	
LOC726609	1	1	1	1	1	1	1	1	1	1	1	
LOC726666	1	1	1	1	1	1	1	1	1	1	1	
LOC726742	1	1	1	1	1	1	0.0586267082490546	0.0827208514598862	1	1	1	
LOC726747	1	1	1	1	1	1	1	1	1	1	1	
LOC726754	1	1	1	1	1	1	1	1	1	1	1	
LOC726800	1	1	1	1	1	1	1	1	1	1	1	
LOC726811	1	1	1	1	1	1	1	1	1	1	1	
LOC726812	1	1	1	1	1	1	1	1	1	1	1	
LOC726822	1	1	1	1	1	1	1	1	1	1	1	
LOC726826	1	1	1	1	1	1	1	1	2.1723759888258e-08	1	1	
LOC726850	1	1	1	1	1	1	1	1	1	1	1	
LOC726869	1	1	1	1	1	1	1	1	1	1	1	
LOC726872	1	1	1	1	1	1	1	1	0.11985598218266	1	1	
LOC726887	1	1	1	1	1	1	0.107022404789735	1	1	1	1	
LOC726890	1	1	1	0.0256242826462771	1	1	1	1	1	1	1	
LOC726923	1	1	1	1	1	1	1	1	1	1	1	
LOC726928	1	1	1	1	1	2.09874879019662e-05	1	0.000589168708852043	1	1	1	
LOC726983	1	1	1	1	1	1	1	1	1	1	1	
LOC726999	1	1	1	1	0.107624341216108	1	1	1	1	1	1	
LOC727004	1	1	1	1	1	1	1	1	1	1	1	
LOC727009	1	1	1	1	1	1	1	0.422369338169989	1	1	1	
LOC727022	1	1	1	1	1	1	0.00688631866361319	1	1	1	1	
