Gene	AlnLength	Codon	Function	dN.dS	GCProp	All_Advanced_Eusocial	All_Social	All_Solitary	Apis	Social_Corbiculates	Habropoda	Lasioglossum	Megachilidae	Melipona	Dufourea	Ceratina
LOC408989	1524	508	NA	0.17111	0.443636363636364	1	1	1	1	1	1	1	1	1	1	1
LOC408990	780	260	NA	0.07053	0.417927272727273	1	1	1	1	1	1	1	1	1	1	1
LOC408991	1560	520	NA	0.04249	0.483790909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409000	567	189	NA	0.09834	0.5315	0.0138440489500329	1	1	0.00574579954138103	1	1	1	1	0.197069399025996	1	1
LOC409001	3246	1082	NA	0.00907	0.507690909090909	1	1	1	1	1	1	1	1	3.21802432216834e-06	1	1
LOC409004	462	154	NA	0.0754	0.393545454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409005	510	170	NA	0.06261	0.356163636363636	1	1	1	1	1	1	1	1	1	1	1
LOC409007	399	133	NA	0.04282	0.537245454545455	0.0408279158479099	1	1	1	NA	1	1	1	1.92067380032199e-12	1	1
LOC409010	1650	550	NA	0.11914	0.363845454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409011	705	235	NA	0.05155	0.367245454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409015	1125	375	NA	0.17424	0.3614	1	1	1	1	1	1	1	1	1	1	1
LOC409016	219	73	NA	0.06684	0.568272727272727	1	1	1	1	NA	1	1	1	1	1	1
LOC409017	2295	765	NA	0.05746	0.370845454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409023	1050	350	NA	0.05786	0.425009090909091	1	1	1	1	1	1	1	1	1	1	1
LOC409024	1047	349	NA	0.02967	0.398527272727273	1	1	1	1	1	1	1	1	1	1	1
LOC409025	693	231	NA	0.08138	0.465836363636364	1	1	1	1	1	1	1	1	1.9334186618343e-06	1	1
LOC409026	588	196	NA	0.07358	0.371363636363636	1	1	1	1	1	0.0373574192834817	1	1	0.691999316195066	1	1
LOC409027	1929	643	NA	0.05318	0.540554545454545	1	1	1	1	1	1	1	1	1	1	1
LOC409028	2685	895	NA	0.04185	0.359463636363636	1	1	1	1	1	1	1	1	1	1	1
LOC409032	1827	609	NA	0.16424	0.386027272727273	1	1	1	1	1	1	1	1	0.218625280379495	1	1
LOC409034	6105	2035	NA	0.05625	0.524109090909091	1	1	1	0.207206411526584	1	1	4.29599869534047e-07	1	2.34313899691959e-07	1	1
LOC409036	438	146	Signalling	0.02896	0.335818181818182	1	1	NA	1	1	NA	0.142458530686474	NA	1	NA	1
LOC409038	1368	456	NA	0.08181	0.361636363636364	1	1	1	1	1	1	1	1	1	1	1
LOC409039	4686	1562	NA	0.15467	0.456563636363636	7.30828902653261e-05	1	1	7.62305474035459e-10	1	1	0.000655291786615331	1	1	1	1
LOC409041	1083	361	NA	0.03919	0.382518181818182	1	1	1	1	1	1	1	1	1.39149644369125e-06	1	1
LOC409046	2052	684	NA	0.08224	0.3678	1	1	1	1	1	1	1	1	1	1	1
LOC409047	987	329	NA	0.05531	0.335081818181818	1	1	1	1	1	1	1	1	1	1	1
LOC409049	3663	1221	NA	0.02783	0.431445454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409053	3549	1183	NA	0.08365	0.386681818181818	1	1	1	1	1	1	1	1	0.245426994771783	1	1
LOC409055	1227	409	Signalling	0.02718	0.371790909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409056	1380	460	NA	0.06613	0.399090909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409059	1329	443	NA	0.05932	0.369118181818182	1	1	1	1	1	1	1.18935301691387e-07	1	1	1	1
LOC409061	1758	586	NA	0.05567	0.483718181818182	1	1	1	1	1	1	1	1	1	1	1
LOC409062	1332	444	NA	0.00503	0.322954545454545	1	1	1	1	1	1	1	1	1	1	1
LOC409063	1263	421	NA	0.09892	0.378181818181818	1	1	1	1	1	1	1	1	1	1	1
LOC409065	765	255	NA	0.01347	0.517754545454545	1	1	1	1	1	1	1	1	1	1	1
LOC409066	672	224	NA	0.09501	0.412481818181818	1	1	1	1	1	1	1	1	1	1	1
LOC409068	924	308	NA	0.07215	0.400445454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409070	969	323	NA	0.03248	0.442354545454545	1	1	1	1	1	1	1	1	4.59919923241701e-14	1	1
LOC409075	1758	586	NA	0.08669	0.4473	1	1	1	1	1	1	1	1	1	1	1
LOC409077	2829	943	NA	0.1623	0.428045454545455	1	1	1	1	1	1	0.0127809038990266	1	1	1	1
LOC409078	828	276	NA	0.19201	0.517781818181818	1	1	1	1	NA	1	1	1	6.73309443076192e-15	1	1
LOC409079	627	209	NA	0.12812	0.380445454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409082	3597	1199	NA	0.03984	0.407790909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409083	2169	723	NA	0.16927	0.376127272727273	1	1	1	1	1	1	1	1	1	1	0.128449976427985
LOC409085	1281	427	NA	0.06526	0.394654545454545	1	1	1	1	1	1	1	1	1	1	1
LOC409086	1692	564	NA	0.06299	0.413218181818182	1	1	1	1	1	1	1	1	1	1	1
LOC409087	1029	343	NA	0.04044	0.370254545454545	1	1	1	1	1	1	1	1	1	1	1
LOC409088	498	166	NA	0.10365	0.366918181818182	1	1	1	1	1	1	1	1	1	1	1
LOC409089	1584	528	NA	0.02894	0.4818	1	1	1	1	1	1	1	1	1	1	1
LOC409091	1350	450	NA	0.25534	0.467190909090909	1	1	1	1	1	1	0.279896992188547	1	0.000386926975743439	1	1
LOC409092	1359	453	NA	0.06729	0.359890909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409093	2001	667	NA	0.06147	0.489918181818182	1	1	1	1	1	1	1	1	1	1	1
LOC409096	1155	385	NA	0.09314	0.497054545454545	1	1	1	1	1	1	1	1	1	1	1
LOC409098	3069	1023	NA	0.05579	0.355754545454545	1	1	1	1	1	1	1	1	1	1	1
LOC409102	1281	427	NA	0.09658	0.445736363636364	1	1	1	0.740842493738941	1	1	1	1	1	1	1
LOC409103	801	267	NA	0.11181	0.400072727272727	1	1	1	1	1	1	1	1	1	1	1
LOC409106	2184	728	NA	0.1125	0.340736363636364	1	1	1	1	1	0.00727061412616052	1	1	8.66040613296256e-14	1	1
LOC409108	2727	909	NA	0.03601	0.512318181818182	1	1	1	1	1	1	1	1	2.87545049833392e-15	1	1
LOC409109	2412	804	NA	0.10839	0.449118181818182	1	1	1	1	1	1	1	1	3.71910279102243e-10	1	1
LOC409110	1239	413	NA	0.06639	0.354972727272727	1	1	1	1	1	1	1	1	1	1	1
LOC409111	1905	635	NA	0.07101	0.457718181818182	1	1	1	1	1	1	1	1	1	1	0.000614613287670897
LOC409113	1047	349	NA	0.01773	0.382990909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409114	1638	546	NA	0.02133	0.415963636363636	1	1	1	1	1	1	1	1	1	1	1
LOC409117	1935	645	NA	0.0631	0.3684	1	1	1	1	1	1	1	1	1	1	1
LOC409118	894	298	NA	0.03558	0.360190909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409119	1389	463	NA	0.01831	0.422136363636364	1	1	1	1	1	1	1.60426061792546e-15	1	1	1	1
LOC409122	537	179	NA	0.07029	0.528863636363636	1	1	1	1	1	1	1	1	0.0021194232426868	1	1
LOC409125	3564	1188	Signalling	0.07336	0.370381818181818	1	1	1	1	1	1	0.031379684208613	1	1	1	1
LOC409130	435	145	NA	0.08357	0.376581818181818	1	1	1	1	1	1	1	1	1	1	1
LOC409131	2016	672	NA	0.06587	0.487736363636364	1	1	1	1	1	1	1	1	1	1	1
LOC409132	489	163	NA	0.01152	0.390045454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409134	1407	469	NA	0.02427	0.389936363636364	1	1	1	1	1	4.07717791771706e-12	1	1	1	1	1
LOC409136	1449	483	NA	0.02254	0.365390909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409139	2697	899	NA	0.0675	0.5016	1	1	1	1	1	9.19928050878648e-06	1	1	1	1	1
LOC409140	297	99	NA	0.01729	0.3722	1	1	1	1	1	1	1	1	1	1	1
LOC409142	2010	670	NA	0.07107	0.494227272727273	1	1	1	1	1	1	1	1	1	1	1
LOC409143	1140	380	NA	0.25982	0.473454545454545	1	1	1	1	1	1	1	1	1	1	1
LOC409144	2289	763	NA	0.02091	0.397481818181818	1	1	1	1	1	1	1	1	1	1	1
LOC409145	828	276	NA	0.04358	0.381863636363636	1	1	1	1	1	1	1	1	1	1	1
LOC409150	843	281	NA	0.07822	0.412590909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409152	1842	614	NA	0.0489	0.3676	1	1	1	1	1	1	1	1	1	1	1
LOC409153	1254	418	NA	0.10232	0.378727272727273	1	1	1	1	1	1	1	1	3.7738032612494e-06	1	1
LOC409154	1422	474	NA	0.04364	0.385509090909091	1	1	1	1	1	1	1	1	1	1	1
LOC409157	1503	501	NA	0.06476	0.408345454545455	1	1	1	1	1	1	1	1	3.64623409502044e-06	1	1
LOC409158	1047	349	NA	0.01239	0.445	1	1	1	1	1	1	1	1	1	1	1
LOC409159	879	293	NA	0.074	0.460754545454545	1	1	1	1	1	1	1	1	0.000220858892531389	1	1
LOC409160	615	205	NA	0.09094	0.389045454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409164	1086	362	NA	0.02321	0.397290909090909	1	1	1	1	1	1	1	1	3.37602378543481e-11	1	1
LOC409165	1206	402	Signalling	0.04234	0.425527272727273	1	1	1	1	1	1	1	1	1	1	1
LOC409167	2496	832	NA	0.0143	0.404636363636364	1	1	1	1	1	1	1	1	1	1	1
LOC409168	1155	385	NA	0.04559	0.362290909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409169	954	318	NA	0.02552	0.408418181818182	1	1	1	1	1	1	0.373164226071893	1	1	1	1
LOC409170	1611	537	NA	0.04199	0.360863636363636	1	1	1	0.40107573372343	1	6.5473302018305e-17	1	1	0.0111923016092989	1	1
LOC409178	1935	645	NA	0.13724	0.338263636363636	1	1	1	1	1	1	1	1	1	1	1
LOC409179	1347	449	NA	0.03582	0.403645454545455	1	1	1	1	1	1	1	1	4.38386276678226e-05	1	1
LOC409180	1257	419	NA	0.08764	0.4288	1	1	1	1	1	1	1	1	4.3735164771179e-05	1	1
LOC409182	1491	497	NA	0.03975	0.451736363636364	1	1	1	1	1	1	1	1	0.0767002744061941	1	1
LOC409183	1218	406	NA	0.04028	0.401709090909091	1	1	1	1	1	1	1	1	1	1	1
LOC409184	1977	659	NA	0.04599	0.387181818181818	1	1	1	1	1	1	1.50836060618458e-21	1	1	1	1
LOC409186	2211	737	NA	0.08104	0.351181818181818	1	1	1	1	1	1	0.00179422354490348	1	0.00050729191441645	1	0.160895424629173
LOC409189	1008	336	NA	0.13163	0.406909090909091	1	1	1	1	1	1	1	1	1	1	1
LOC409191	1839	613	NA	0.05832	0.350290909090909	1	1	1	1	1	1	1	1	1	1.70378707182336e-10	1
LOC409192	3852	1284	NA	0.07987	0.461072727272727	1	1	1	1	1	1	1	1	1	1	1
LOC409193	4830	1610	NA	0.05821	0.431327272727273	1	1	1	1	1	1	1	1	1	1	1
LOC409195	504	168	NA	0.05865	0.389790909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409196	1500	500	NA	0.08959	0.466481818181818	1	1	1	1	1	1	1	1	1	1	1
LOC409197	501	167	NA	0.00995	0.434945454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409198	1284	428	NA	0.00689	0.381754545454546	1	1	1	1	1	1	1	1	1	1	1
LOC409199	1644	548	NA	0.07855	0.369545454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409201	498	166	NA	0.06177	0.413463636363636	1	1	1	1	1	1	1	1	0.0355776494814333	1	1
LOC409202	579	193	NA	0.00292	0.416218181818182	1	1	1	1	1	1	1	1	1	1	1
LOC409203	1083	361	NA	0.23666	0.463527272727273	1	1	1	1	1	1	0.0350858285065422	1	1	0.0793041971429386	1
LOC409204	879	293	NA	0.13184	0.389618181818182	1	1	1	1	1	1	1	1	1	1	1
LOC409207	1086	362	NA	0.0327	0.52	1	1	1	1	1	1	1	1	1	0.971479714219475	1
LOC409212	4971	1657	NA	0.04223	0.421963636363636	1	1	1	1	1	1	1	1	0.221424502960761	1	1
LOC409217	1521	507	NA	0.02862	0.356354545454545	1	1	1	1	1	0.0784183057844861	1	1	1	1	1
LOC409218	1539	513	NA	0.10347	0.398245454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409219	2094	698	NA	0.09015	0.400418181818182	1	1	1	1	1	1	1	1	1	1	1
LOC409221	3630	1210	NA	0.0903	0.349972727272727	1	1	1	8.66059659308346e-14	1	1	1	1	1	1	1
LOC409222	1020	340	NA	0.10715	0.395536363636364	1	1	1	1	1	1	1	1	0.0807892197941674	1	1
LOC409225	543	181	NA	0.02091	0.376363636363636	1	1	1	1	1	1	1	1	0.000179982685405886	1	1
LOC409226	1887	629	Signalling	0.07872	0.346981818181818	1	1	1	1	1	1	0.735051305490261	1	1	1	1
LOC409228	1536	512	Receptor	0.06732	0.5529	1	1	1	1	1	1	1	1	0.785615078871208	1	1
LOC409230	2136	712	NA	0.04463	0.415181818181818	1	1	1	1	1	1	1	1	1	1	1
LOC409231	1227	409	NA	0.06977	0.482763636363636	1	1	1	1	1	1	1	1	1	1	1
LOC409232	771	257	NA	0.10043	0.388272727272727	1	1	1	1	1	1	1	1	1	1	1
LOC409234	486	162	NA	0.00831	0.372809090909091	1	1	1	1	1	1	1	1	1	1	1
LOC409235	1074	358	NA	0.13717	0.477563636363636	1	1	1	1	1	1	1.0587383853332e-12	1	1	1	1
LOC409240	1242	414	NA	0.05496	0.421227272727273	1	1	1	1	1	1	1	1	1	1	1
LOC409241	606	202	NA	0.05059	0.493545454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409243	7353	2451	NA	0.07622	0.391627272727273	1	1	1	1	1	1	1	1	1	1	1
LOC409244	1557	519	NA	0.03437	0.421436363636364	1	1	1	1	1	1	1	1	1	1	1
LOC409245	1119	373	NA	0.04377	0.5215	1	1	1	1	1	1	1	1	1	1	1
LOC409246	1092	364	NA	0.02329	0.404836363636364	1	1	1	1	1	1	1	1	1	1	1
LOC409247	1269	423	NA	0.07664	0.363563636363636	1	1	1	1	1	1	1	1	0.000261212204845227	1	1
LOC409249	2742	914	NA	0.11639	0.358354545454545	1	1	1	1	1	1	1	1	1	1	1
LOC409250	1125	375	NA	0.0689	0.4552	1	1	1	1	1	1	1	1	1	1	1
LOC409251	1599	533	NA	0.03337	0.385590909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409252	5079	1693	NA	0.07341	0.327036363636364	1	1	1	1	1	1	1	1	1	1	1
LOC409253	1644	548	NA	0.04405	0.449554545454545	1	1	1	1	1	1	1	1	1	1	1
LOC409254	843	281	NA	0.05175	0.345409090909091	1	1	1	1	1	1	1	1	1	1	1
LOC409255	3156	1052	NA	0.0342	0.417890909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409256	2553	851	NA	0.10469	0.3676	1	1	1	1	1	1	1	1	1	1	1
LOC409258	966	322	NA	0.03337	0.361009090909091	1	1	1	1	1	1	1	1	1	1	1
LOC409259	1455	485	NA	0.04108	0.360136363636364	1	1	1	1	1	1	1	1	1	1	1
LOC409260	1005	335	NA	0.15389	0.4663	1	1	1	1	1	1	1	1	1	1	1
LOC409262	1059	353	NA	0.06056	0.382427272727273	1	1	1	1	1	1	1	1	1	1	1
LOC409263	900	300	NA	0.08004	0.389490909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409264	1002	334	NA	0.03854	0.367090909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409265	2115	705	NA	0.02189	0.364536363636364	1	1	1	1	1	1	1	1	1	1	1
LOC409267	2532	844	NA	0.03343	0.400509090909091	1	1	1	1	1	1	6.40647017947556e-07	1	1	1	1
LOC409269	558	186	NA	0.13574	0.342954545454545	1	1	1	1	1	1	1	1	1	1	1
LOC409270	1305	435	NA	0.04629	0.402236363636364	1	1	1	1	1	1	1	1	1	1	1
LOC409271	6324	2108	NA	0.02538	0.400118181818182	1	1	1	1	1	1	1	1	1	1	1
LOC409272	687	229	NA	0.1015	0.335845454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409273	1869	623	NA	0.12431	0.5189	1	1	1	1	1	1	1	1	1.22882334056385e-16	1	1
LOC409276	864	288	NA	0.01717	0.390781818181818	1	1	1	1	1	1	1	1	1	1	1
LOC409279	2115	705	NA	0.01924	0.3474	1	1	1	1	1	1	1	1	0.00176399382561516	7.5747046717993e-05	1
LOC409282	3075	1025	NA	0.08869	0.397827272727273	1	1	1	1	1	1	1	1	1	1	1
LOC409283	3873	1291	NA	0.05109	0.422072727272727	1	1	1	1	1	0.53525350581764	1	1	1.08884918072589e-13	1	1
LOC409286	1032	344	Signalling	0.0278	0.545109090909091	1	1	1	1	1	1	1	1	6.33486654563776e-09	1	1
LOC409288	1038	346	NA	0.05418	0.566390909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409290	291	97	NA	0.07049	0.374881818181818	1	1	1	1	1	1	1	1	1	1	1
LOC409291	1776	592	NA	0.19267	0.442554545454545	1	1	1	1	1	1	1	1	1	1	1
LOC409292	1071	357	NA	0.02963	0.384854545454545	0.590385221468737	1	1	0.0102563144082088	1	1	1	1	1	1	1
LOC409293	915	305	NA	0.06257	0.541781818181818	1	1	1	1	NA	1	1	1	1.03094210635038e-09	1	1
LOC409294	336	112	NA	0.00126	0.418290909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409295	1005	335	NA	0.07597	0.368881818181818	1	1	1	1	1	1	1	1	1	1	1
LOC409296	1512	504	NA	0.03729	0.376272727272727	1	1	1	1	1	1	1	1	1	1	1
LOC409299	1164	388	NA	0.05018	0.413527272727273	1	1	1	1	1	0.215589048824838	1	1	1.12769227474685e-10	1	1
LOC409300	1698	566	NA	0.17133	0.436245454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409303	2691	897	NA	0.05032	0.446854545454545	1	1	1	1	1	1	1	1	1	1	1
LOC409305	2250	750	NA	0.11305	0.454027272727273	1	1	1	1	1	1	0.106822177351639	1	1	1	1
LOC409307	750	250	NA	0.15553	0.430072727272727	1	1	1	1	1	1	1	1	0.000512752283068923	1	1
LOC409308	294	98	NA	0.00281	0.407581818181818	1	1	1	1	1	1	1	1	1	1	1
LOC409310	2001	667	NA	0.08842	0.385390909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409312	1770	590	NA	0.03291	0.378272727272727	1	1	1	1	1	1	1	1	1	1	1
LOC409313	1179	393	NA	0.00689	0.345836363636364	1	1	1	1	1	1	1	1	1	1	1
LOC409314	975	325	NA	0.13901	0.480172727272727	1	1	1	1	1	1	0.0702868511029656	1	1	1	1
LOC409315	1077	359	NA	0.03262	0.357736363636364	1	1	1	1	1	1	1	1	1	1	1
LOC409317	1161	387	NA	0.02943	0.354245454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409318	513	171	NA	0.0717	0.500263636363636	1	8.33146177828755e-08	1	1	0.00552353927819974	1	1	1	1	0.000157943318559532	1
LOC409320	948	316	NA	0.07492	0.369672727272727	1	1	1	1	1	1	1	1	1	1	1
LOC409324	930	310	NA	0.12907	0.350545454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409325	2709	903	NA	0.12338	0.407727272727273	1	1	1	1	1	0.657399130993016	1	1	1	0.434509789038662	1
LOC409326	831	277	NA	0.01342	0.479390909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409329	900	300	NA	0.02993	0.377681818181818	1	1	1	1	1	1	1	1	1	1	1
LOC409331	1497	499	NA	0.16352	0.369645454545454	1	1	1	1	1	1	8.81874199199136e-05	1	1	1	1
LOC409333	609	203	NA	0.09845	0.358718181818182	1	1	1	1	1	1	1	1	1	1	1
LOC409334	1863	621	NA	0.13826	0.318972727272727	1	1	1	1	1	1	1	1	1	1	1
LOC409335	705	235	NA	0.21803	0.3657	1.56853871682184e-05	1	1	1	1	1	1	1	1	1	1
LOC409336	825	275	NA	0.08915	0.389418181818182	1	1	1	1	1	1	1	1	2.57929116481758e-06	0.00105757446220044	1
LOC409337	2511	837	NA	0.04021	0.456436363636364	1	1	1	1	1	1	1	1	1	1	1
LOC409340	1071	357	NA	0.09833	0.392236363636364	1	1	1	1	1	1	1	1	1	1	1
LOC409341	1017	339	Effector	0.09712	0.428172727272727	1	1	1	1	1	1	1	1	1	1	1
LOC409342	615	205	NA	0.01131	0.366736363636364	1	1	1	1	1	1	1	1	1	1	1
LOC409346	3516	1172	NA	0.07076	0.432790909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409347	2217	739	NA	0.03358	0.388327272727273	1	1	1	1	1	1	1	1	1	1	1
LOC409351	1431	477	NA	0.07028	0.360590909090909	1	1	3.39110905266325e-14	1	1	1.13630766734238e-24	1	1	1	1	1
LOC409355	666	222	NA	0.10464	0.375509090909091	1	1	1	1	1	1	1	1	1	1	1
LOC409357	1293	431	NA	0.02599	0.362181818181818	1	1	1	1	1	1	0.00489588558989269	1	4.10468354478233e-05	1	1
LOC409358	1779	593	NA	0.09956	0.312118181818182	1	1	1	1	1	1	1	1	0.000135848735032803	1	1
LOC409361	447	149	NA	0.13268	0.417736363636364	1	1	1	1	1	1	1	1	1	1	1
LOC409362	1167	389	NA	0.03509	0.4586	1	1	1	1	1	1	1	1	1	1	1
LOC409363	1029	343	NA	0.09544	0.379454545454545	1	1	1	1	1	1	1	1	0.207617424351484	1	1
LOC409364	1260	420	NA	0.17756	0.378063636363636	1	1	1	1	1	1	1	1	1	0.677426408881405	1
LOC409365	2508	836	NA	0.13662	0.363163636363636	1	1	1	1	1	1	0.525648872127442	1	1	1	1
LOC409366	810	270	NA	0.14844	0.359590909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409367	642	214	NA	0.05947	0.451718181818182	1	1	1	1	1	1	1	1	1	1	1
LOC409368	1275	425	NA	0.04557	0.408545454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409373	1056	352	NA	0.0411	0.378281818181818	1	1	1	1	1	1	1	1	1	1	1
LOC409377	2052	684	NA	0.02141	0.392209090909091	0.000852332605111722	1	1	1	1	1	1	1	8.14085740652469e-28	1	1
LOC409379	777	259	NA	0.13615	0.422618181818182	1	1	1	1	1	1	1	1	0.0201742778943987	1	1
LOC409382	5733	1911	NA	0.0555	0.410181818181818	1	1	1	1	1	1	1	1	1	1.4136376143749e-07	1
LOC409383	774	258	NA	0.08719	0.422945454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409384	1200	400	NA	0.01559	0.4269	1	1	1	1	1	1	1	1	1	1	1
LOC409385	3699	1233	NA	0.08815	0.386145454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409386	453	151	Signalling	0.00355	0.393327272727273	1	1	1	1	1	1	1	1	1	1	1
LOC409387	678	226	NA	0.13093	0.366327272727273	1	1	1	1	1	1	1	1	1	1	1
LOC409388	657	219	NA	0.05069	0.382736363636364	1	1	1	1	1	1	0.282316993773214	1	1	1	1
LOC409389	792	264	NA	0.03217	0.391881818181818	1	1	1	1	1	1	1	1	1	1	1
LOC409390	1068	356	NA	0.12167	0.490390909090909	1	1	1	1	1	1	0.000125123626972516	1	0.000195069453903605	1	1
LOC409392	1515	505	NA	0.08815	0.332254545454545	1	1	1	1	1	1	1	1	1	1	1
LOC409393	6438	2146	Signalling	0.01406	0.411163636363636	1	1	1	1	1	1	1	1	1	1	1
LOC409396	1263	421	NA	0.08733	0.412945454545455	1	1	1	1	1	1	0.895580106501634	1	1	1	1
LOC409397	540	180	NA	0.10337	0.366327272727273	1	1	1	1	1	1	1	1	1	1	1
LOC409403	984	328	NA	0.10095	0.358836363636364	1	1	1	1	1	1	1	1	1	1	1
LOC409404	852	284	NA	0.24239	0.323190909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409406	387	129	NA	0.03691	0.3735	1	1	1	1	1	1	1	1	1	1	1
LOC409408	2628	876	NA	0.05202	0.368590909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409410	1152	384	NA	0.08185	0.468909090909091	1	1	1	1	1	2.86273085637781e-11	1	1	0.462785424891924	1	1
LOC409411	744	248	NA	0.07326	0.367054545454545	1	1	1	1	1	1	1	1	1	1	1
LOC409414	2208	736	NA	0.11187	0.353081818181818	1	1	1	1	1	1	0.612681020289392	1	0.507983898407979	1	1
LOC409417	1980	660	NA	0.16867	0.3843	1	1	1	1	1	0.0421121683092475	1.44831145561475e-14	1	1	1	1
LOC409422	3726	1242	NA	0.13146	0.454481818181818	1	1	1	1	1	0.289030939507625	0.0112727178717629	1	1	1	1
LOC409423	1953	651	NA	0.1207	0.430254545454545	1	1	1	1	1	1	1	1	1	1	1
LOC409424	1452	484	NA	0.09203	0.448581818181818	1	1	1	1	1	1	1	1	1	1	1
LOC409427	1026	342	NA	0.13163	0.349990909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409430	861	287	NA	0.005	0.404281818181818	1	1	1	1	1	1	1	1	1	1	1
LOC409438	1209	403	NA	0.07009	0.379045454545455	1	1	1	1	1	1	1	1	1	1	1
LOC409439	3312	1104	NA	0.11118	0.388663636363636	1	1	1	1	1	1	1	1	1	1	1
LOC409440	1932	644	NA	0.01716	0.353290909090909	1	1	1	1	1	1.26930926339142e-06	1	1	1	1	1
LOC409441	930	310	NA	0.10253	0.459718181818182	1	1	1	1	1	0.134012276555219	1	1	0.000247909716965723	1	1
LOC409442	786	262	NA	0.12645	0.393609090909091	1	1	1	1	1	1	7.94057915458554e-06	1	1	1	1
LOC409443	783	261	NA	0.07587	0.363990909090909	1	1	1	1	1	1	1	1	1	1	1
LOC409444	1290	430	NA	0.0239	0.386672727272727	1	1	1	1	1	1	1	1	1	1	1
LOC409450	831	277	NA	0.00883	0.415827272727273	1	1	1	1	1	1	1	1	1	1	1
LOC409451	291	97	NA	0.19584	0.3627	1	1	1	1	1	1	1	1	1	1	1
LOC409452	2082	694	NA	0.12115	0.467172727272727	1	1	1	1	1	1	1	1	7.32398923770721e-07	1	1
LOC409454	600	200	NA	0.02358	0.408636363636364	1	1	1	1	1	1	1	1	1	1	1
LOC409457	7743	2581	NA	0.04133	0.372136363636364	1	1	1	1	1	0.637872558642229	1	1	1	1	1
LOC409459	2880	960	NA	0.06371	0.3721	1	1	1	1	1	1	1	1	1	1	1
LOC409460	1404	468	NA	0.05251	0.372109090909091	1	1	1	1	1	0.331955950126629	0.0316754833152694	1	1	1	1
LOC409462	1146	382	NA	0.01175	0.357445454545455	1	1	1	1	1	1	1	1	0.000845033601827361	1	1
LOC409465	NA	NA	NA	NA	NA	1	1	1	NA	NA	1	1	1	1	1	1
LOC409467	1608	536	NA	0.09541	0.5172	1	1	1	1	1	1	1	1	3.32760093694362e-08	1	1
LOC409468	1773	591	NA	0.10047	0.487463636363636	1	1	1	1	1	1	1	1	1	1	1
LOC409472	1695	565	NA	0.03314	0.410409090909091	1	1	1	1	1	1	1	1	1	1	1
LOC409473	498	166	NA	0.15054	0.392118181818182	1	1	1	1	1	1	1	1	1	0.0154050440323585	1
LOC409474	4425	1475	NA	0.06171	0.417709090909091	1	1	1	1	1	1	1	1	1	1	1
LOC409475	2559	853	NA	0.02044	0.416109090909091	1	1	1	1	1	1	1	1	1	1	1
LOC409476	1362	454	NA	0.00886	0.371972727272727	1	1	1	1	1	0.000585762732987224	1	1	1	1	1
LOC409479	798	266	NA	0.05928	0.367754545454545	1	1	1	1	1	1	1	1	1	1	1
LOC409481	546	182	NA	0.00545	0.400281818181818	1	1	1	1	1	1	1	1	1	1	1
LOC409483	2433	811	NA	0.03209	0.3828	1	1	1	1	1	5.1411240237358e-16	1	1	1	1	1
