Gene	NoSelectedCodons	No_2hitCMD	No_3hitCMD	BranchTest	Prop2H	Prop3H	BranchType
LOC100578289	25	0	0	Lasio	0	0	Origin of Sociality
LOC100578298	7	0	0	Lasio	0	0	Origin of Sociality
LOC100578515	54	2	0	Lasio	0.037037037037037	0	Origin of Sociality
LOC100578537	29	0	0	Lasio	0	0	Origin of Sociality
LOC100578556	5	0	0	Lasio	0	0	Origin of Sociality
LOC100578563	4	0	0	Lasio	0	0	Origin of Sociality
LOC100578587	43	0	0	Lasio	0	0	Origin of Sociality
LOC100578600	10	2	0	Lasio	0.2	0	Origin of Sociality
LOC100578606	15	0	0	Lasio	0	0	Origin of Sociality
LOC100578852	15	0	0	Lasio	0	0	Origin of Sociality
LOC100578939	15	4	1	Lasio	0.266666666666667	0.0666666666666667	Origin of Sociality
LOC102653780	11	0	0	Lasio	0	0	Origin of Sociality
LOC102653793	25	0	0	Lasio	0	0	Origin of Sociality
LOC102654640	5	0	0	Lasio	0	0	Origin of Sociality
LOC102654839	17	0	1	Lasio	0	0.0588235294117647	Origin of Sociality
LOC102654959	6	0	0	Lasio	0	0	Origin of Sociality
LOC102655126	5	0	0	Lasio	0	0	Origin of Sociality
LOC102655429	23	3	0	Lasio	0.130434782608696	0	Origin of Sociality
LOC102656656	5	0	0	Lasio	0	0	Origin of Sociality
LOC102656766	10	0	0	Lasio	0	0	Origin of Sociality
LOC107964839	9	0	0	Lasio	0	0	Origin of Sociality
LOC107964884	6	0	0	Lasio	0	0	Origin of Sociality
LOC107965828	34	0	0	Lasio	0	0	Origin of Sociality
LOC113218580	5	0	0	Lasio	0	0	Origin of Sociality
LOC113219045	5	3	1	Lasio	0.6	0.2	Origin of Sociality
LOC406124	11	6	6	Lasio	0.545454545454545	0.545454545454545	Origin of Sociality
LOC408298	8	0	2	Lasio	0	0.25	Origin of Sociality
LOC408412	18	2	0	Lasio	0.111111111111111	0	Origin of Sociality
LOC408494	7	0	0	Lasio	0	0	Origin of Sociality
LOC408497	4	0	0	Lasio	0	0	Origin of Sociality
LOC408551	4	1	0	Lasio	0.25	0	Origin of Sociality
LOC408552	9	3	1	Lasio	0.333333333333333	0.111111111111111	Origin of Sociality
LOC408618	17	0	0	Lasio	0	0	Origin of Sociality
LOC408656	16	0	0	Lasio	0	0	Origin of Sociality
LOC408675	13	1	0	Lasio	0.0769230769230769	0	Origin of Sociality
LOC408693	9	7	3	Lasio	0.777777777777778	0.333333333333333	Origin of Sociality
LOC408717	15	0	0	Lasio	0	0	Origin of Sociality
LOC408721	36	0	0	Lasio	0	0	Origin of Sociality
LOC408762	3	1	0	Lasio	0.333333333333333	0	Origin of Sociality
LOC408766	16	0	2	Lasio	0	0.125	Origin of Sociality
LOC408862	23	1	2	Lasio	0.0434782608695652	0.0869565217391304	Origin of Sociality
LOC408863	9	1	0	Lasio	0.111111111111111	0	Origin of Sociality
LOC408869	5	3	3	Lasio	0.6	0.6	Origin of Sociality
LOC408874	22	0	0	Lasio	0	0	Origin of Sociality
LOC408877	6	1	2	Lasio	0.166666666666667	0.333333333333333	Origin of Sociality
LOC408889	28	0	0	Lasio	0	0	Origin of Sociality
LOC408890	9	0	1	Lasio	0	0.111111111111111	Origin of Sociality
LOC408910	17	0	3	Lasio	0	0.176470588235294	Origin of Sociality
LOC408916	12	0	0	Lasio	0	0	Origin of Sociality
LOC408958	7	0	0	Lasio	0	0	Origin of Sociality
LOC409034	22	1	0	Lasio	0.0454545454545455	0	Origin of Sociality
LOC409039	8	0	0	Lasio	0	0	Origin of Sociality
LOC409059	14	1	3	Lasio	0.0714285714285714	0.214285714285714	Origin of Sociality
LOC409077	16	2	0	Lasio	0.125	0	Origin of Sociality
LOC409119	13	1	6	Lasio	0.0769230769230769	0.461538461538462	Origin of Sociality
LOC409125	8	0	0	Lasio	0	0	Origin of Sociality
LOC409184	136	3	0	Lasio	0.0220588235294118	0	Origin of Sociality
LOC409186	10	1	2	Lasio	0.1	0.2	Origin of Sociality
LOC409203	9	0	0	Lasio	0	0	Origin of Sociality
LOC409235	29	1	0	Lasio	0.0344827586206897	0	Origin of Sociality
LOC409267	12	1	0	Lasio	0.0833333333333333	0	Origin of Sociality
LOC409331	9	0	0	Lasio	0	0	Origin of Sociality
LOC409357	9	1	1	Lasio	0.111111111111111	0.111111111111111	Origin of Sociality
LOC409390	22	0	0	Lasio	0	0	Origin of Sociality
LOC409417	31	0	0	Lasio	0	0	Origin of Sociality
LOC409422	4	0	0	Lasio	0	0	Origin of Sociality
LOC409442	27	0	0	Lasio	0	0	Origin of Sociality
LOC409460	3	0	0	Lasio	0	0	Origin of Sociality
LOC409486	10	4	2	Lasio	0.4	0.2	Origin of Sociality
LOC409511	8	0	0	Lasio	0	0	Origin of Sociality
LOC409525	14	0	0	Lasio	0	0	Origin of Sociality
LOC409564	20	0	0	Lasio	0	0	Origin of Sociality
LOC409565	4	1	1	Lasio	0.25	0.25	Origin of Sociality
LOC409609	6	0	1	Lasio	0	0.166666666666667	Origin of Sociality
LOC409616	19	0	0	Lasio	0	0	Origin of Sociality
LOC409643	41	1	0	Lasio	0.024390243902439	0	Origin of Sociality
LOC409714	38	1	0	Lasio	0.0263157894736842	0	Origin of Sociality
LOC409718	18	1	2	Lasio	0.0555555555555556	0.111111111111111	Origin of Sociality
LOC409778	17	0	0	Lasio	0	0	Origin of Sociality
LOC409887	4	0	2	Lasio	0	0.5	Origin of Sociality
LOC409894	11	0	5	Lasio	0	0.454545454545455	Origin of Sociality
LOC409921	8	3	1	Lasio	0.375	0.125	Origin of Sociality
LOC409933	1	1	1	Lasio	1	1	Origin of Sociality
LOC409993	16	0	0	Lasio	0	0	Origin of Sociality
LOC410054	11	0	0	Lasio	0	0	Origin of Sociality
LOC410067	31	1	1	Lasio	0.032258064516129	0.032258064516129	Origin of Sociality
LOC410114	9	0	0	Lasio	0	0	Origin of Sociality
LOC410159	4	0	0	Lasio	0	0	Origin of Sociality
LOC410239	5	0	0	Lasio	0	0	Origin of Sociality
LOC410253	23	1	0	Lasio	0.0434782608695652	0	Origin of Sociality
LOC410379	8	1	0	Lasio	0.125	0	Origin of Sociality
LOC410408	85	0	0	Lasio	0	0	Origin of Sociality
LOC410468	10	1	2	Lasio	0.1	0.2	Origin of Sociality
LOC410470	10	1	0	Lasio	0.1	0	Origin of Sociality
LOC410482	18	1	0	Lasio	0.0555555555555556	0	Origin of Sociality
LOC410493	10	0	1	Lasio	0	0.1	Origin of Sociality
LOC410571	7	1	0	Lasio	0.142857142857143	0	Origin of Sociality
LOC410575	8	0	0	Lasio	0	0	Origin of Sociality
LOC410643	22	3	1	Lasio	0.136363636363636	0.0454545454545455	Origin of Sociality
LOC410658	18	2	1	Lasio	0.111111111111111	0.0555555555555556	Origin of Sociality
LOC410766	32	0	0	Lasio	0	0	Origin of Sociality
LOC410776	11	0	3	Lasio	0	0.272727272727273	Origin of Sociality
LOC410788	12	0	0	Lasio	0	0	Origin of Sociality
LOC410802	9	0	0	Lasio	0	0	Origin of Sociality
LOC410825	10	0	0	Lasio	0	0	Origin of Sociality
LOC410851	10	0	0	Lasio	0	0	Origin of Sociality
LOC410865	11	11	5	Lasio	1	0.454545454545455	Origin of Sociality
LOC410886	6	0	0	Lasio	0	0	Origin of Sociality
LOC410896	7	0	2	Lasio	0	0.285714285714286	Origin of Sociality
LOC410986	9	0	0	Lasio	0	0	Origin of Sociality
LOC411053	8	0	0	Lasio	0	0	Origin of Sociality
LOC411083	19	14	5	Lasio	0.736842105263158	0.263157894736842	Origin of Sociality
LOC411099	11	0	2	Lasio	0	0.181818181818182	Origin of Sociality
LOC411115	28	2	0	Lasio	0.0714285714285714	0	Origin of Sociality
LOC411176	7	0	0	Lasio	0	0	Origin of Sociality
LOC411204	17	1	1	Lasio	0.0588235294117647	0.0588235294117647	Origin of Sociality
LOC411213	16	3	1	Lasio	0.1875	0.0625	Origin of Sociality
LOC411227	21	3	7	Lasio	0.142857142857143	0.333333333333333	Origin of Sociality
LOC411288	6	1	1	Lasio	0.166666666666667	0.166666666666667	Origin of Sociality
LOC411345	3	1	0	Lasio	0.333333333333333	0	Origin of Sociality
LOC411450	14	0	0	Lasio	0	0	Origin of Sociality
LOC411474	18	0	0	Lasio	0	0	Origin of Sociality
LOC411494	34	3	1	Lasio	0.0882352941176471	0.0294117647058824	Origin of Sociality
LOC411539	7	0	0	Lasio	0	0	Origin of Sociality
LOC411575	19	0	0	Lasio	0	0	Origin of Sociality
LOC411586	20	0	1	Lasio	0	0.05	Origin of Sociality
LOC411600	87	1	1	Lasio	0.0114942528735632	0.0114942528735632	Origin of Sociality
LOC411670	74	3	0	Lasio	0.0405405405405405	0	Origin of Sociality
LOC411744	22	1	0	Lasio	0.0454545454545455	0	Origin of Sociality
LOC411772	23	1	1	Lasio	0.0434782608695652	0.0434782608695652	Origin of Sociality
LOC411794	4	2	3	Lasio	0.5	0.75	Origin of Sociality
LOC411833	7	0	0	Lasio	0	0	Origin of Sociality
LOC411919	13	0	3	Lasio	0	0.230769230769231	Origin of Sociality
LOC411920	7	1	4	Lasio	0.142857142857143	0.571428571428571	Origin of Sociality
LOC411930	9	0	0	Lasio	0	0	Origin of Sociality
LOC411978	24	1	0	Lasio	0.0416666666666667	0	Origin of Sociality
LOC411981	5	0	0	Lasio	0	0	Origin of Sociality
LOC411982	9	0	1	Lasio	0	0.111111111111111	Origin of Sociality
LOC411997	7	0	0	Lasio	0	0	Origin of Sociality
LOC412002	4	0	0	Lasio	0	0	Origin of Sociality
LOC412008	6	0	0	Lasio	0	0	Origin of Sociality
LOC412034	14	0	0	Lasio	0	0	Origin of Sociality
LOC412069	7	2	1	Lasio	0.285714285714286	0.142857142857143	Origin of Sociality
LOC412081	19	0	0	Lasio	0	0	Origin of Sociality
LOC412099	34	1	0	Lasio	0.0294117647058824	0	Origin of Sociality
LOC412103	7	0	0	Lasio	0	0	Origin of Sociality
LOC412119	14	0	0	Lasio	0	0	Origin of Sociality
LOC412167	15	1	0	Lasio	0.0666666666666667	0	Origin of Sociality
LOC412278	41	0	0	Lasio	0	0	Origin of Sociality
LOC412464	3	0	0	Lasio	0	0	Origin of Sociality
LOC412488	13	0	0	Lasio	0	0	Origin of Sociality
LOC412510	8	0	0	Lasio	0	0	Origin of Sociality
LOC412616	21	1	0	Lasio	0.0476190476190476	0	Origin of Sociality
LOC412665	73	0	0	Lasio	0	0	Origin of Sociality
LOC412690	10	1	0	Lasio	0.1	0	Origin of Sociality
LOC412748	29	1	0	Lasio	0.0344827586206897	0	Origin of Sociality
LOC412775	15	0	0	Lasio	0	0	Origin of Sociality
LOC412815	12	1	0	Lasio	0.0833333333333333	0	Origin of Sociality
LOC412817	13	0	0	Lasio	0	0	Origin of Sociality
LOC412825	26	3	0	Lasio	0.115384615384615	0	Origin of Sociality
LOC412855	14	5	1	Lasio	0.357142857142857	0.0714285714285714	Origin of Sociality
LOC412858	4	0	0	Lasio	0	0	Origin of Sociality
LOC412859	10	1	0	Lasio	0.1	0	Origin of Sociality
LOC412897	38	0	0	Lasio	0	0	Origin of Sociality
LOC412919	39	0	0	Lasio	0	0	Origin of Sociality
LOC413018	14	0	0	Lasio	0	0	Origin of Sociality
LOC413024	9	3	3	Lasio	0.333333333333333	0.333333333333333	Origin of Sociality
LOC413086	7	0	0	Lasio	0	0	Origin of Sociality
LOC413089	11	0	0	Lasio	0	0	Origin of Sociality
LOC413106	14	0	0	Lasio	0	0	Origin of Sociality
LOC413113	17	0	0	Lasio	0	0	Origin of Sociality
LOC413120	30	0	0	Lasio	0	0	Origin of Sociality
LOC413132	17	0	0	Lasio	0	0	Origin of Sociality
LOC413133	12	0	0	Lasio	0	0	Origin of Sociality
LOC413134	10	2	0	Lasio	0.2	0	Origin of Sociality
LOC413153	36	0	0	Lasio	0	0	Origin of Sociality
LOC413170	9	1	1	Lasio	0.111111111111111	0.111111111111111	Origin of Sociality
LOC413200	34	0	0	Lasio	0	0	Origin of Sociality
LOC413242	4	4	0	Lasio	1	0	Origin of Sociality
LOC413270	13	5	2	Lasio	0.384615384615385	0.153846153846154	Origin of Sociality
LOC413310	11	0	0	Lasio	0	0	Origin of Sociality
LOC413383	14	1	0	Lasio	0.0714285714285714	0	Origin of Sociality
LOC413408	13	2	0	Lasio	0.153846153846154	0	Origin of Sociality
LOC413523	11	0	0	Lasio	0	0	Origin of Sociality
LOC413557	14	0	0	Lasio	0	0	Origin of Sociality
LOC413576	12	0	0	Lasio	0	0	Origin of Sociality
LOC413594	19	0	0	Lasio	0	0	Origin of Sociality
LOC413607	6	0	0	Lasio	0	0	Origin of Sociality
LOC413759	33	4	1	Lasio	0.121212121212121	0.0303030303030303	Origin of Sociality
LOC413805	12	0	0	Lasio	0	0	Origin of Sociality
LOC413810	6	0	0	Lasio	0	0	Origin of Sociality
LOC413814	9	0	1	Lasio	0	0.111111111111111	Origin of Sociality
LOC413854	32	2	0	Lasio	0.0625	0	Origin of Sociality
LOC413906	12	0	0	Lasio	0	0	Origin of Sociality
LOC413907	9	0	0	Lasio	0	0	Origin of Sociality
LOC413936	83	1	1	Lasio	0.0120481927710843	0.0120481927710843	Origin of Sociality
LOC413977	9	0	0	Lasio	0	0	Origin of Sociality
LOC414017	12	0	0	Lasio	0	0	Origin of Sociality
LOC414035	3	1	0	Lasio	0.333333333333333	0	Origin of Sociality
LOC550716	4	0	1	Lasio	0	0.25	Origin of Sociality
LOC550791	29	0	0	Lasio	0	0	Origin of Sociality
LOC550941	5	0	0	Lasio	0	0	Origin of Sociality
LOC550964	12	0	0	Lasio	0	0	Origin of Sociality
LOC550978	16	0	0	Lasio	0	0	Origin of Sociality
LOC551041	14	1	0	Lasio	0.0714285714285714	0	Origin of Sociality
LOC551086	45	0	3	Lasio	0	0.0666666666666667	Origin of Sociality
LOC551130	14	2	1	Lasio	0.142857142857143	0.0714285714285714	Origin of Sociality
LOC551133	11	0	0	Lasio	0	0	Origin of Sociality
LOC551168	10	0	1	Lasio	0	0.1	Origin of Sociality
LOC551212	7	0	0	Lasio	0	0	Origin of Sociality
LOC551225	14	0	1	Lasio	0	0.0714285714285714	Origin of Sociality
LOC551227	7	0	0	Lasio	0	0	Origin of Sociality
LOC551331	5	1	1	Lasio	0.2	0.2	Origin of Sociality
LOC551375	15	1	0	Lasio	0.0666666666666667	0	Origin of Sociality
LOC551425	8	0	0	Lasio	0	0	Origin of Sociality
LOC551432	12	0	0	Lasio	0	0	Origin of Sociality
LOC551433	21	2	0	Lasio	0.0952380952380952	0	Origin of Sociality
LOC551462	14	1	1	Lasio	0.0714285714285714	0.0714285714285714	Origin of Sociality
LOC551477	7	0	0	Lasio	0	0	Origin of Sociality
LOC551506	39	3	1	Lasio	0.0769230769230769	0.0256410256410256	Origin of Sociality
LOC551549	4	0	0	Lasio	0	0	Origin of Sociality
LOC551566	19	0	0	Lasio	0	0	Origin of Sociality
LOC551576	7	0	0	Lasio	0	0	Origin of Sociality
LOC551587	47	0	0	Lasio	0	0	Origin of Sociality
LOC551604	9	0	0	Lasio	0	0	Origin of Sociality
LOC551659	15	2	0	Lasio	0.133333333333333	0	Origin of Sociality
LOC551677	27	0	1	Lasio	0	0.037037037037037	Origin of Sociality
LOC551730	9	0	0	Lasio	0	0	Origin of Sociality
LOC551772	7	2	1	Lasio	0.285714285714286	0.142857142857143	Origin of Sociality
LOC551774	35	0	0	Lasio	0	0	Origin of Sociality
LOC551780	11	0	0	Lasio	0	0	Origin of Sociality
LOC551782	40	1	0	Lasio	0.025	0	Origin of Sociality
LOC551840	10	0	2	Lasio	0	0.2	Origin of Sociality
LOC551847	17	0	0	Lasio	0	0	Origin of Sociality
LOC551871	37	0	0	Lasio	0	0	Origin of Sociality
LOC551895	9	0	0	Lasio	0	0	Origin of Sociality
LOC551919	32	0	0	Lasio	0	0	Origin of Sociality
LOC551984	4	0	0	Lasio	0	0	Origin of Sociality
LOC552017	6	3	0	Lasio	0.5	0	Origin of Sociality
LOC552074	10	0	0	Lasio	0	0	Origin of Sociality
LOC552128	7	1	0	Lasio	0.142857142857143	0	Origin of Sociality
LOC552153	12	0	0	Lasio	0	0	Origin of Sociality
LOC552259	6	0	0	Lasio	0	0	Origin of Sociality
LOC552289	62	1	0	Lasio	0.0161290322580645	0	Origin of Sociality
LOC552358	32	1	0	Lasio	0.03125	0	Origin of Sociality
LOC552373	8	0	0	Lasio	0	0	Origin of Sociality
LOC552428	132	0	0	Lasio	0	0	Origin of Sociality
LOC552440	12	0	0	Lasio	0	0	Origin of Sociality
LOC552449	6	0	0	Lasio	0	0	Origin of Sociality
LOC552468	27	1	0	Lasio	0.037037037037037	0	Origin of Sociality
LOC552496	11	0	0	Lasio	0	0	Origin of Sociality
LOC552502	30	1	1	Lasio	0.0333333333333333	0.0333333333333333	Origin of Sociality
LOC552578	16	0	0	Lasio	0	0	Origin of Sociality
LOC552624	5	0	0	Lasio	0	0	Origin of Sociality
LOC552625	6	0	0	Lasio	0	0	Origin of Sociality
LOC552663	11	0	0	Lasio	0	0	Origin of Sociality
LOC552674	17	0	0	Lasio	0	0	Origin of Sociality
LOC552724	8	0	0	Lasio	0	0	Origin of Sociality
LOC552746	34	1	0	Lasio	0.0294117647058824	0	Origin of Sociality
LOC552814	13	0	0	Lasio	0	0	Origin of Sociality
LOC552851	7	1	0	Lasio	0.142857142857143	0	Origin of Sociality
LOC724215	22	0	0	Lasio	0	0	Origin of Sociality
LOC724220	9	6	5	Lasio	0.666666666666667	0.555555555555556	Origin of Sociality
LOC724244	4	0	0	Lasio	0	0	Origin of Sociality
LOC724285	15	0	0	Lasio	0	0	Origin of Sociality
LOC724290	15	1	0	Lasio	0.0666666666666667	0	Origin of Sociality
LOC724292	8	0	2	Lasio	0	0.25	Origin of Sociality
LOC724315	38	1	0	Lasio	0.0263157894736842	0	Origin of Sociality
LOC724322	29	0	3	Lasio	0	0.103448275862069	Origin of Sociality
LOC724328	24	0	0	Lasio	0	0	Origin of Sociality
LOC724356	6	0	0	Lasio	0	0	Origin of Sociality
LOC724358	15	1	0	Lasio	0.0666666666666667	0	Origin of Sociality
LOC724442	10	1	5	Lasio	0.1	0.5	Origin of Sociality
LOC724450	26	0	0	Lasio	0	0	Origin of Sociality
LOC724468	22	1	0	Lasio	0.0454545454545455	0	Origin of Sociality
LOC724487	5	1	3	Lasio	0.2	0.6	Origin of Sociality
LOC724517	13	0	1	Lasio	0	0.0769230769230769	Origin of Sociality
LOC724552	11	0	0	Lasio	0	0	Origin of Sociality
LOC724592	27	0	2	Lasio	0	0.0740740740740741	Origin of Sociality
LOC724593	9	0	0	Lasio	0	0	Origin of Sociality
LOC724603	16	1	1	Lasio	0.0625	0.0625	Origin of Sociality
LOC724608	17	0	0	Lasio	0	0	Origin of Sociality
LOC724656	14	0	0	Lasio	0	0	Origin of Sociality
LOC724660	15	0	0	Lasio	0	0	Origin of Sociality
LOC724672	6	0	0	Lasio	0	0	Origin of Sociality
LOC724700	24	0	0	Lasio	0	0	Origin of Sociality
LOC724787	6	0	0	Lasio	0	0	Origin of Sociality
LOC724823	10	0	1	Lasio	0	0.1	Origin of Sociality
LOC724843	8	0	0	Lasio	0	0	Origin of Sociality
LOC724859	13	0	0	Lasio	0	0	Origin of Sociality
LOC724863	6	0	0	Lasio	0	0	Origin of Sociality
LOC724912	39	1	0	Lasio	0.0256410256410256	0	Origin of Sociality
LOC724917	9	0	0	Lasio	0	0	Origin of Sociality
LOC724933	27	4	0	Lasio	0.148148148148148	0	Origin of Sociality
LOC725003	41	1	0	Lasio	0.024390243902439	0	Origin of Sociality
LOC725026	14	0	0	Lasio	0	0	Origin of Sociality
LOC725036	10	0	0	Lasio	0	0	Origin of Sociality
LOC725044	19	0	0	Lasio	0	0	Origin of Sociality
LOC725101	11	0	0	Lasio	0	0	Origin of Sociality
LOC725192	22	0	0	Lasio	0	0	Origin of Sociality
LOC725220	33	2	0	Lasio	0.0606060606060606	0	Origin of Sociality
LOC725327	18	0	0	Lasio	0	0	Origin of Sociality
LOC725328	7	0	0	Lasio	0	0	Origin of Sociality
LOC725336	12	7	0	Lasio	0.583333333333333	0	Origin of Sociality
LOC725354	9	0	0	Lasio	0	0	Origin of Sociality
LOC725408	7	0	0	Lasio	0	0	Origin of Sociality
LOC725427	5	0	0	Lasio	0	0	Origin of Sociality
LOC725453	14	0	0	Lasio	0	0	Origin of Sociality
LOC725495	28	1	0	Lasio	0.0357142857142857	0	Origin of Sociality
LOC725546	8	0	0	Lasio	0	0	Origin of Sociality
LOC725596	4	0	0	Lasio	0	0	Origin of Sociality
LOC725606	15	0	0	Lasio	0	0	Origin of Sociality
LOC725611	7	0	0	Lasio	0	0	Origin of Sociality
LOC725623	7	0	0	Lasio	0	0	Origin of Sociality
LOC725662	14	0	0	Lasio	0	0	Origin of Sociality
LOC725682	17	0	0	Lasio	0	0	Origin of Sociality
LOC725710	14	0	2	Lasio	0	0.142857142857143	Origin of Sociality
LOC725837	11	0	1	Lasio	0	0.0909090909090909	Origin of Sociality
LOC725860	7	0	0	Lasio	0	0	Origin of Sociality
LOC725864	11	0	0	Lasio	0	0	Origin of Sociality
LOC725908	18	0	0	Lasio	0	0	Origin of Sociality
LOC725960	12	2	0	Lasio	0.166666666666667	0	Origin of Sociality
LOC725992	8	0	0	Lasio	0	0	Origin of Sociality
LOC726045	16	0	0	Lasio	0	0	Origin of Sociality
LOC726068	8	1	0	Lasio	0.125	0	Origin of Sociality
LOC726093	23	0	2	Lasio	0	0.0869565217391304	Origin of Sociality
LOC726107	54	0	0	Lasio	0	0	Origin of Sociality
LOC726129	3	1	2	Lasio	0.333333333333333	0.666666666666667	Origin of Sociality
LOC726164	11	0	0	Lasio	0	0	Origin of Sociality
LOC726167	25	4	0	Lasio	0.16	0	Origin of Sociality
LOC726180	14	0	1	Lasio	0	0.0714285714285714	Origin of Sociality
LOC726215	7	0	0	Lasio	0	0	Origin of Sociality
LOC726315	12	1	0	Lasio	0.0833333333333333	0	Origin of Sociality
LOC726339	10	0	0	Lasio	0	0	Origin of Sociality
LOC726348	69	0	0	Lasio	0	0	Origin of Sociality
LOC726354	7	1	0	Lasio	0.142857142857143	0	Origin of Sociality
LOC726380	17	0	0	Lasio	0	0	Origin of Sociality
LOC726418	24	0	0	Lasio	0	0	Origin of Sociality
LOC726529	6	4	0	Lasio	0.666666666666667	0	Origin of Sociality
LOC726579	6	0	0	Lasio	0	0	Origin of Sociality
LOC726643	13	1	0	Lasio	0.0769230769230769	0	Origin of Sociality
LOC726657	31	0	0	Lasio	0	0	Origin of Sociality
LOC726673	5	0	0	Lasio	0	0	Origin of Sociality
LOC726735	14	0	0	Lasio	0	0	Origin of Sociality
LOC726895	13	0	0	Lasio	0	0	Origin of Sociality
LOC726914	24	2	2	Lasio	0.0833333333333333	0.0833333333333333	Origin of Sociality
LOC726947	6	2	1	Lasio	0.333333333333333	0.166666666666667	Origin of Sociality
LOC726989	13	0	0	Lasio	0	0	Origin of Sociality
LOC727022	4	0	0	Lasio	0	0	Origin of Sociality
LOC727027	7	1	0	Lasio	0.142857142857143	0	Origin of Sociality
LOC727108	24	0	3	Lasio	0	0.125	Origin of Sociality
LOC727150	12	0	0	Lasio	0	0	Origin of Sociality
LOC727180	5	0	0	Lasio	0	0	Origin of Sociality
LOC727415	25	2	0	Lasio	0.08	0	Origin of Sociality
LOC727447	6	0	0	Lasio	0	0	Origin of Sociality
LOC727596	9	0	1	Lasio	0	0.111111111111111	Origin of Sociality
nAChRa7	6	3	0	Lasio	0.5	0	Origin of Sociality
Per	4	1	0	Lasio	0.25	0	Origin of Sociality
Reck	4	0	0	Lasio	0	0	Origin of Sociality
Syt20	10	0	0	Lasio	0	0	Origin of Sociality
Tg	11	2	1	Lasio	0.181818181818182	0.0909090909090909	Origin of Sociality
Tspan6	4	3	0	Lasio	0.75	0	Origin of Sociality
Vg	11	0	0	Lasio	0	0	Origin of Sociality
Antp	53	0	0	Mega	0	0	Solitary
apd-3	6	0	1	Mega	0	0.166666666666667	Solitary
LOC100576198	8	1	0	Mega	0.125	0	Solitary
LOC100576610	8	0	0	Mega	0	0	Solitary
LOC100576666	8	0	0	Mega	0	0	Solitary
LOC100576703	4	0	0	Mega	0	0	Solitary
LOC100576799	11	1	0	Mega	0.0909090909090909	0	Solitary
LOC100577739	8	0	0	Mega	0	0	Solitary
LOC100577905	5	0	0	Mega	0	0	Solitary
LOC100578146	13	0	0	Mega	0	0	Solitary
LOC100578237	3	0	0	Mega	0	0	Solitary
LOC100578442	4	0	0	Mega	0	0	Solitary
LOC100578546	30	0	0	Mega	0	0	Solitary
LOC102654955	6	1	0	Mega	0.166666666666667	0	Solitary
LOC102656501	43	0	5	Mega	0	0.116279069767442	Solitary
LOC102656733	8	0	0	Mega	0	0	Solitary
LOC113218580	7	0	0	Mega	0	0	Solitary
LOC408316	12	0	0	Mega	0	0	Solitary
LOC408552	8	4	0	Mega	0.5	0	Solitary
LOC408752	8	0	0	Mega	0	0	Solitary
LOC408884	16	0	1	Mega	0	0.0625	Solitary
LOC409613	18	0	0	Mega	0	0	Solitary
LOC410106	20	0	0	Mega	0	0	Solitary
LOC410134	2	0	0	Mega	0	0	Solitary
LOC410489	8	1	0	Mega	0.125	0	Solitary
LOC411053	4	0	0	Mega	0	0	Solitary
LOC412093	16	1	0	Mega	0.0625	0	Solitary
LOC412114	150	0	0	Mega	0	0	Solitary
LOC412305	5	0	0	Mega	0	0	Solitary
LOC412398	10	0	0	Mega	0	0	Solitary
LOC412505	0	0	0	Mega	NA	NA	Solitary
LOC412795	16	0	1	Mega	0	0.0625	Solitary
LOC413766	18	0	0	Mega	0	0	Solitary
LOC551177	2	0	1	Mega	0	0.5	Solitary
LOC551449	12	0	0	Mega	0	0	Solitary
LOC551510	17	1	2	Mega	0.0588235294117647	0.117647058823529	Solitary
LOC551668	10	0	1	Mega	0	0.1	Solitary
LOC551982	4	0	4	Mega	0	1	Solitary
LOC552238	20	0	0	Mega	0	0	Solitary
LOC552370	6	0	0	Mega	0	0	Solitary
LOC552414	22	0	0	Mega	0	0	Solitary
LOC552498	5	0	0	Mega	0	0	Solitary
LOC552510	10	0	0	Mega	0	0	Solitary
LOC552674	5	0	0	Mega	0	0	Solitary
LOC724247	3	0	0	Mega	0	0	Solitary
LOC724290	10	0	0	Mega	0	0	Solitary
LOC725204	14	1	0	Mega	0.0714285714285714	0	Solitary
LOC725429	10	0	0	Mega	0	0	Solitary
LOC725659	5	0	0	Mega	0	0	Solitary
LOC725732	9	5	2	Mega	0.555555555555556	0.222222222222222	Solitary
LOC725960	12	2	0	Mega	0.166666666666667	0	Solitary
LOC726020	3	0	0	Mega	0	0	Solitary
LOC726167	3	0	0	Mega	0	0	Solitary
LOC726460	13	0	0	Mega	0	0	Solitary
LOC726583	4	0	0	Mega	0	0	Solitary
LOC726928	4	0	0	Mega	0	0	Solitary
LOC726957	7	0	0	Mega	0	0	Solitary
LOC727486	10	0	0	Mega	0	0	Solitary
LOC727634	74	0	0	Mega	0	0	Solitary
5-HT1	70	0	0	Meli	0	0	Elaboration of Sociality
5-ht7	6	0	2	Meli	0	0.333333333333333	Elaboration of Sociality
Amel_8916	16	0	0	Meli	0	0	Elaboration of Sociality
Antp	45	0	0	Meli	0	0	Elaboration of Sociality
apd-3	2	2	1	Meli	1	0.5	Elaboration of Sociality
BBIP1	6	0	1	Meli	0	0.166666666666667	Elaboration of Sociality
Blop	13	0	0	Meli	0	0	Elaboration of Sociality
Cac	12	10	2	Meli	0.833333333333333	0.166666666666667	Elaboration of Sociality
Calpb	9	0	1	Meli	0	0.111111111111111	Elaboration of Sociality
Cdk5	23	0	4	Meli	0	0.173913043478261	Elaboration of Sociality
