Gene	All_Post_Elaboration_Sociality	All_Post_Origin_Sociality	All_Solitary	Apis	Social_Corbiculates	Habropoda	Lasioglossum	Megachilidae	Melipona	Dufourea	Ceratina
LOC409062	1	1	1	1	1	1	1	1	1	1	1
LOC409063	1	1	1	1	1	1	1	1	1	1	1
LOC409065	1	1	1	1	1	1	1	1	1	1	1
LOC409066	1	1	1	1	1	1	1	1	1	1	1
LOC409068	1	1	1	1	1	1	1	1	1	1	1
LOC409070	1	1	1	1	1	1	1	1	1	1	5.563955e-14
LOC409075	1	1	1	1	1	1	1	1	1	1	1
LOC409077	1	1	1	1	1	1	1	1	0.01550599	1	1
LOC409078	1	1	1	1	1	NA	1	1	1	1	8.141172e-15
LOC409079	1	1	1	1	1	1	1	1	1	1	1
LOC409082	1	1	1	1	1	1	1	1	1	1	1
LOC409083	1	1	1	1	0.1554242	1	1	1	1	1	1
LOC409085	1	1	1	1	1	1	1	1	1	1	1
LOC409086	1	1	1	1	1	1	1	1	1	1	1
LOC409087	1	1	1	1	1	1	1	1	1	1	1
LOC409088	1	1	1	1	1	1	1	1	1	1	1
LOC409089	1	1	1	1	1	1	1	1	1	1	1
LOC409091	1	1	1	1	1	1	1	1	0.339456	1	0.0004683763
LOC409092	1	1	1	1	1	1	1	1	1	1	1
LOC409093	1	1	1	1	1	1	1	1	1	1	1
LOC409096	1	1	1	1	1	1	1	1	1	1	1
LOC409098	1	1	1	1	1	1	1	1	1	1	1
LOC409102	1	1	1	0.8962682	1	1	1	1	1	1	1
LOC409103	1	1	1	1	1	1	1	1	1	1	1
LOC409106	1	1	1	1	1	1	1	0.008787238	1	1	1.047715e-13
LOC409108	1	1	1	1	1	1	1	1	1	1	3.476761e-15
LOC409109	1	1	1	1	1	1	1	1	1	1	4.50191e-10
LOC409110	1	1	1	1	1	1	1	1	1	1	1
LOC409111	1	1	1	1	0.0007432447	1	1	1	1	1	1
LOC409113	1	1	1	1	1	1	1	1	1	1	1
LOC409114	1	1	1	1	1	1	1	1	1	1	1
LOC409117	1	1	1	1	1	1	1	1	1	1	1
LOC409118	1	1	1	1	1	1	1	1	1	1	1
LOC409119	1	1	1	1	1	1	1	1	1.939999e-15	1	1
LOC409122	1	1	1	1	1	1	1	1	1	1	0.002566658
LOC409130	1	1	1	1	1	1	1	1	1	1	1
LOC409131	1	1	1	1	1	1	1	1	1	1	1
LOC409132	1	1	1	1	1	1	1	1	1	1	1
LOC409134	1	1	1	1	1	1	1	4.93122e-12	1	1	1
LOC409136	1	1	1	1	1	1	1	1	1	1	1
LOC409139	1	1	1	1	1	1	1	1.112557e-05	1	1	1
LOC409140	1	1	1	1	1	1	1	1	1	1	1
LOC409142	1	1	1	1	1	1	1	1	1	1	1
LOC409143	1	1	1	1	1	1	1	1	1	1	1
LOC409144	1	1	1	1	1	1	1	1	1	1	1
LOC409145	1	1	1	1	1	1	1	1	1	1	1
LOC409150	1	1	1	1	1	1	1	1	1	1	1
LOC409152	1	1	1	1	1	1	1	1	1	1	1
LOC409153	1	1	1	1	1	1	1	1	1	1	4.567141e-06
LOC409154	1	1	1	1	1	1	1	1	1	1	1
LOC409157	1	1	1	1	1	1	1	1	1	1	2.096678e-05
LOC409158	1	1	1	1	1	1	1	1	1	1	1
LOC409160	1	1	1	1	1	1	1	1	1	1	1
LOC409164	1	1	1	1	1	1	1	1	1	1	4.084752e-11
LOC409167	1	1	1	1	1	1	1	1	1	1	1
LOC409168	1	1	1	1	1	1	1	1	1	1	1
LOC409169	1	1	1	1	1	1	1	1	0.4527402	1	1
LOC409170	1	1	1	0.485371	1	1	1	7.916885e-17	1	1	0.01355241
LOC409178	1	1	1	1	1	1	1	1	1	1	1
LOC409179	1	1	1	1	1	1	1	1	1	1	0.0002523461
LOC409180	1	1	1	1	1	1	1	1	1	1	0.0002515341
LOC409183	1	1	1	1	1	1	1	1	1	1	1
LOC409184	1	1	1	1	1	1	1	1	1.824113e-21	1	1
LOC409186	1	1	1	1	0.1947103	1	1	1	0.002174964	1	0.0006141784
LOC409189	1	1	1	1	1	1	1	1	1	1	1
LOC409191	1	1	1	1	1	1	2.058954e-10	1	1	1	1
LOC409192	1	1	1	1	1	1	1	1	1	1	1
LOC409193	1	1	1	1	1	1	1	1	1	1	1
LOC409195	1	1	1	1	1	1	1	1	1	1	1
LOC409196	1	1	1	1	1	1	1	1	1	1	1
LOC409197	1	1	1	1	1	1	1	1	1	1	1
LOC409198	1	1	1	1	1	1	1	1	1	1	1
LOC409199	1	1	1	1	1	1	1	1	1	1	1
LOC409201	1	1	1	1	1	1	1	1	1	1	0.2012996
LOC409202	1	1	1	1	1	1	1	1	1	1	1
LOC409203	1	1	1	1	1	1	0.4569616	1	0.1996458	1	1
LOC409204	1	1	1	1	1	1	1	1	1	1	1
LOC409207	1	1	1	1	1	1	1	1	1	1	1
LOC409212	1	1	1	1	1	1	1	1	1	1	0.268946
LOC409217	1	1	1	1	1	1	1	0.09484528	1	1	1
LOC409218	1	1	1	1	1	1	1	1	1	1	1
LOC409219	1	1	1	1	1	1	1	1	1	1	1
LOC409221	1	1	1	1.047328e-13	1	1	1	1	1	1	1
LOC409222	1	1	1	1	1	1	1	1	1	1	0.09805615
LOC409225	1	1	1	1	1	1	1	1	1	1	0.000217822
LOC409230	1	1	1	1	1	1	1	1	1	1	1
LOC409231	1	1	1	1	1	1	1	1	1	1	1
LOC409232	1	1	1	1	1	1	1	1	1	1	1
LOC409234	1	1	1	1	1	1	1	1	1	1	1
LOC409235	1	1	1	1	1	1	1	1	1.281285e-12	1	1
LOC409240	1	1	1	1	1	1	1	1	1	1	1
LOC409241	1	1	1	1	1	1	1	1	1	1	1
LOC409243	1	1	1	1	1	1	1	1	1	1	1
LOC409244	1	1	1	1	1	1	1	1	1	1	1
LOC409245	1	1	1	1	1	1	1	1	1	1	1
LOC409246	1	1	1	1	1	1	1	1	1	1	1
LOC409247	1	1	1	1	1	1	1	1	1	1	0.000316147
LOC409249	1	1	1	1	1	1	1	1	1	1	1
LOC409250	1	1	1	1	1	1	1	1	1	1	1
LOC409251	1	1	1	1	1	1	1	1	1	1	1
LOC409252	1	1	1	1	1	1	1	1	1	1	1
LOC409253	1	1	1	1	1	1	1	1	1	1	1
LOC409254	1	1	1	1	1	1	1	1	1	1	1
LOC409255	1	1	1	1	1	1	1	1	1	1	1
LOC409256	1	1	1	1	1	1	1	1	1	1	1
LOC409258	1	1	1	1	1	1	1	1	1	1	1
LOC409259	1	1	1	1	1	1	1	1	1	1	1
LOC409260	1	1	1	1	1	1	1	1	1	1	1
LOC409262	1	1	1	1	1	1	1	1	1	1	1
LOC409263	1	1	1	1	1	1	1	1	1	1	1
LOC409264	1	1	1	1	1	1	1	1	1	1	1
LOC409265	1	1	1	1	1	1	1	1	1	1	1
LOC409267	1	1	1	1	1	1	1	1	7.750894e-07	1	1
LOC409269	1	1	1	1	1	1	1	1	1	1	1
LOC409270	1	1	1	1	1	1	1	1	1	1	1
LOC409271	1	1	1	1	1	1	1	1	1	1	1
LOC409272	1	1	1	1	1	1	1	1	1	1	1
LOC409273	1	1	1	1	1	1	1	1	1	1	1.484395e-16
LOC409276	1	1	1	1	1	1	1	1	1	1	1
LOC409279	1	1	1	1	1	1	9.156552e-05	1	1	1	0.002136288
LOC409282	1	1	1	1	1	1	1	1	1	1	1
LOC409283	1	1	1	1	1	1	1	0.6473659	1	1	1.31745e-13
LOC409288	1	1	1	1	1	1	1	1	1	1	1
LOC409290	1	1	1	1	1	1	1	1	1	1	1
LOC409291	1	1	1	1	1	1	1	1	1	1	1
LOC409292	1	1	1	0.05893202	1	1	1	1	1	1	1
LOC409293	1	1	1	1	1	NA	1	1	1	1	1.247566e-09
LOC409294	1	1	1	1	1	1	1	1	1	1	1
LOC409295	1	1	1	1	1	1	1	1	1	1	1
LOC409296	1	1	1	1	1	1	1	1	1	1	1
LOC409299	1	1	1	1	1	1	1	0.2607351	1	1	1.36488e-10
LOC409300	1	1	1	1	1	1	1	1	1	1	1
LOC409303	1	1	1	1	1	1	1	1	1	1	1
LOC409305	1	1	1	1	1	1	1	1	0.129657	1	1
LOC409307	1	1	1	1	1	1	1	1	1	1	0.0006208607
LOC409308	1	1	1	1	1	1	1	1	1	1	1
LOC409310	1	1	1	1	1	1	1	1	1	1	1
LOC409312	1	1	1	1	1	1	1	1	1	1	1
LOC409313	1	1	1	1	1	1	1	1	1	1	1
LOC409314	1	1	1	1	1	1	1	1	0.08528398	1	1
LOC409315	1	1	1	1	1	1	1	1	1	1	1
LOC409317	1	1	1	1	1	1	1	1	1	1	1
LOC409318	1	1.007718e-07	1	1	1	0.006692967	0.0001909535	1	1	1	1
LOC409320	1	1	1	1	1	1	1	1	1	1	1
LOC409324	1	1	1	1	1	1	1	1	1	1	1
LOC409325	1	1	1	1	1	1	0.5251839	0.7951308	1	1	1
LOC409326	1	1	1	1	1	1	1	1	1	1	1
LOC409329	1	1	1	1	1	1	1	1	1	1	1
LOC409331	1	1	1	1	1	1	1	1	0.000106776	1	1
LOC409333	1	1	1	1	1	1	1	1	1	1	1
LOC409334	1	1	1	1	1	1	1	1	1	1	1
LOC409335	1.89805053407533e-05	1	1	1	1	1	1	1	1	1	1
LOC409336	1	1	1	1	1	1	0.006080294	1	1	1	1.4825e-05
LOC409337	1	1	1	1	1	1	1	1	1	1	1
LOC409340	1	1	1	1	1	1	1	1	1	1	1
LOC409342	1	1	1	1	1	1	1	1	1	1	1
LOC409346	1	1	1	1	1	1	1	1	1	1	1
LOC409347	1	1	1	1	1	1	1	1	1	1	1
LOC409351	1	1	4.100281e-14	1	1	1	1	1.37426e-24	1	1	1
LOC409355	1	1	1	1	1	1	1	1	1	1	1
LOC409357	1	1	1	1	1	1	1	1	0.005934314	1	4.967191e-05
LOC409358	1	1	1	1	1	1	1	1	1	1	0.0001644001
LOC409361	1	1	1	1	1	1	1	1	1	1	1
LOC409362	1	1	1	1	1	1	1	1	1	1	1
LOC409363	1	1	1	1	1	1	1	1	1	1	0.2522135
LOC409364	1	1	1	1	1	1	0.8186953	1	1	1	1
LOC409365	1	1	1	1	1	1	1	1	1	1	1
LOC409366	1	1	1	1	1	1	1	1	1	1	1
LOC409367	1	1	1	1	1	1	1	1	1	1	1
LOC409368	1	1	1	1	1	1	1	1	1	1	1
LOC409373	1	1	1	1	1	1	1	1	1	1	1
LOC409377	0.00490131681174777	1	1	1	1	1	1	1	1	1	4.701713e-27
LOC409379	1	1	1	1	1	1	1	1	1	1	0.02445823
LOC409382	1	1	1	1	1	1	1.709037e-07	1	1	1	1
LOC409383	1	1	1	1	1	1	1	1	1	1	1
LOC409384	1	1	1	1	1	1	1	1	1	1	1
LOC409385	1	1	1	1	1	1	1	1	1	1	1
LOC409387	1	1	1	1	1	1	1	1	1	1	1
LOC409388	1	1	1	1	1	1	1	1	1	1	1
LOC409389	1	1	1	1	1	1	1	1	1	1	1
LOC409390	1	1	1	1	1	1	1	1	0.0001514844	1	0.0002361165
LOC409392	1	1	1	1	1	1	1	1	1	1	1
LOC409396	1	1	1	1	1	1	1	1	1	1	1
LOC409397	1	1	1	1	1	1	1	1	1	1	1
LOC409403	1	1	1	1	1	1	1	1	1	1	1
LOC409404	1	1	1	1	1	1	1	1	1	1	1
LOC409406	1	1	1	1	1	1	1	1	1	1	1
LOC409408	1	1	1	1	1	1	1	1	1	1	1
LOC409410	1	1	1	1	1	1	1	1.642959e-10	1	1	1
LOC409411	1	1	1	1	1	1	1	1	1	1	1
LOC409414	1	1	1	1	1	1	1	1	0.7432918	1	0.6172034
LOC409417	1	1	1	1	1	1	1	0.05091031	1.751836e-14	1	1
LOC409422	1	1	1	1	1	1	1	0.349405	0.01367456	1	1
LOC409423	1	1	1	1	1	1	1	1	1	1	1
LOC409424	1	1	1	1	1	1	1	1	1	1	1
LOC409427	1	1	1	1	1	1	1	1	1	1	1
LOC409430	1	1	1	1	1	1	1	1	1	1	1
LOC409438	1	1	1	1	1	1	1	1	1	1	1
LOC409439	1	1	1	1	1	1	1	1	1	1	1
LOC409440	1	1	1	1	1	1	1	1.534831e-06	1	1	1
LOC409441	1	1	1	1	1	1	1	0.7702402	1	1	0.001422945
LOC409442	1	1	1	1	1	1	1	1	9.609381e-06	1	1
LOC409443	1	1	1	1	1	1	1	1	1	1	1
LOC409444	1	1	1	1	1	1	1	1	1	1	1
LOC409450	1	1	1	1	1	1	1	1	1	1	1
LOC409451	1	1	1	1	1	1	1	1	1	1	1
LOC409452	1	1	1	1	1	1	1	1	1	1	8.862042e-07
LOC409454	1	1	1	1	1	1	1	1	1	1	1
LOC409457	1	1	1	1	1	1	1	0.7714577	1	1	1
LOC409459	1	1	1	1	1	1	1	1	1	1	1
LOC409460	1	1	1	1	1	1	1	0.4013537	0.03842567	1	1
LOC409462	1	1	1	1	1	1	1	1	1	1	0.001023112
LOC409467	1	1	1	1	1	1	1	1	1	1	4.027122e-08
LOC409468	1	1	1	1	1	1	1	1	1	1	1
LOC409472	1	1	1	1	1	1	1	1	1	1	1
LOC409473	1	1	1	1	1	1	0.01862141	1	1	1	1
LOC409474	1	1	1	1	1	1	1	1	1	1	1
LOC409475	1	1	1	1	1	1	1	1	1	1	1
LOC409476	1	1	1	1	1	1	1	0.0007082264	1	1	1
LOC409479	1	1	1	1	1	1	1	1	1	1	1
LOC409481	1	1	1	1	1	1	1	1	1	1	1
LOC409483	1	1	1	1	1	1	1	6.216746e-16	1	1	1
LOC409486	0.19125438211313	0.03239239	1	1	1	1	1	1	2.209898e-06	1	6.483281e-09
LOC409487	1	1	1	1	1	1	1	1	1	1	1
LOC409488	1	1	1	1	1	1	1	1	1	1	1.08957e-08
LOC409489	1	1	1	1	1	1	1	1	1	1	1
LOC409491	1	1	1	1	1	1	1	1	1	1	1
LOC409492	1	1	1	1	1	1	1	0.3301048	1	1	1
LOC409493	1	1	1	1	1	1	1	1	1	1	0.02337708
LOC409494	1	1	1	1	1	1	1	1	1	1	1
LOC409497	1	1	1	1	1	1	1	1	1	1	1
LOC409498	1	1	1	1	1	1	0.09732991	1	1	1	1
LOC409499	1	1	1	1	1	1	1	1.18888e-08	1	1	1
LOC409500	1	1	1	1	1	1	1	1	1	1	9.910327e-05
LOC409501	1	1	1	1	1	1	1	1	1	1	1
LOC409502	1	1	1	1	1	1	1	1	1	1	0.0001790153
LOC409505	1	1	1	1	1	1	1	1	1	1	1
LOC409508	6.3349001750506e-07	1	1	1	1	1	1	1	1	1	1
LOC409510	1	1	1	1	1	1	1	1	1	1	1
LOC409511	1	1	1	1	1	1	1	4.726294e-05	0.005623894	1	1
LOC409513	1	1	1	1	1	1	1	1	1	1	5.73838e-07
LOC409514	1	1	1	1	1	NA	1	1	1	1	1
LOC409517	1	1	1	1	1	1	1	1	1	1	1
LOC409520	1	1	1	1	1	1	1	1	1	1	1
LOC409521	1	1	1	1	1	1	1	1	1	1	1
LOC409522	1	1	1	1	1	1	1	1	1	1	1
LOC409525	1	1	1	1	1	1	1	1	0.0001240484	1	0.007589825
LOC409527	1	1	1	1	1	1	2.032085e-12	1	1	1	1
LOC409531	1	1	1	1	1	1	1	1	1	1	1
LOC409532	1	1	1	1	1	1	1	1	1	1	1
LOC409534	1	1	1	1	1	1	1	1	1	1	1
LOC409536	1	1	1	1	1	1	1	0.05587949	1	1	1
LOC409538	1	1	1	1	1	1	1	1	1	1	1
LOC409543	1	1	1	1	1	1	1	1	1	1	1
LOC409544	1	1	1	1	1	1	1	1	1	1	1
LOC409547	1	1	1	1	1	1	1	1	1	1	1
LOC409548	1	1	1	1	1	1	1	1	1	1	1
LOC409549	1	1	1	1	1	1	1	1	1	1	1
LOC409550	1	1	1	1	1	1	1	1	1	1	1
LOC409552	1	1	1	1	1	1	1	1	1	1	1
LOC409553	1	1	1	1	1	1	1	1	1	1	1
LOC409556	1	1	1	1	1	1	1	1	1	0.8615775	1
LOC409558	1	1	1	1	1	1	1	1	1	1	0.4033844
LOC409559	1	1	1	1	1	1	1	1	1	1	1
LOC409563	1	1	1	1	1	1	1	1	1	1	1
LOC409564	1	1	1	1	1	1	1	1	2.498958e-08	1	1
LOC409565	1	1	1	1	1	1	1	1	0.01476112	1	3.744607e-08
LOC409566	1	1	1	1	1	1	1	1	1	1	1
LOC409569	1	1	1	1	1	1	1	1	1	1	1
LOC409571	1	1	1	1	1	1	1	0.0001037306	1	1	1
LOC409573	1	1	1	1	1	1	1	1	1	1	1
LOC409574	1	1	1	1	1	1	1	1	1	1	1
LOC409576	1	1	1	1	1	1	1	1	1	1	1
LOC409578	1	1	1	1	1	1	1	1	1	1	1
LOC409579	1	1	1	1	1	0.08810582	1	1	1	1	1
LOC409581	1	1	1	1	1	1	1	1	1	1	1
LOC409584	1	1	1	1	1	1	1	1	0.4422206	1	1
LOC409586	1	1	1	1	1	1	1	1	1	1	1
LOC409589	1	1	1	1	1	1	1	3.549877e-08	1	1	1
LOC409590	1	1	1	1	1	1	1	1	1	1	1
LOC409594	1	1	1	1	1	1	1	1	1	1	0.917176
LOC409600	1	1	1	1	1	1	1	1	1	1	1
LOC409602	1	1	1	1	1	1	1	1	1	1	1
LOC409603	1	1	1	1	1	1	1	1	1	1	1
LOC409604	1	1	1	1	1	1	1	1	1	1	1
LOC409607	1	1	1	1	1	1	1	1	1	1	1.249344e-05
LOC409609	1	1	1	1	1	1	1	1	0.000124031	1	0.006591287
LOC409610	1	1	1	1	1	1	1	1	1	1	1
LOC409611	1	1	1	1	1	1	1	1	1	1	1
LOC409613	1	1	1	1	1	1	1	1	1	9.147379e-06	1
LOC409614	1	1	1	1	1	1	1	1	1	1	1
LOC409616	1	1	1	1	0.102196	1	1	1	1.185424e-14	1	1
LOC409620	1	1	1	1	1	1	1	1	1	1	1
LOC409622	1	1	1	1	1	1	1	1	1	1	1
LOC409624	1	1	1	1	1	1	1	1	1	1	1
LOC409628	1	1	1	1	1	1	1	1	1	1	5.930884e-06
LOC409633	1	1	1	1	1	1	1	1	1	1	1
LOC409636	1	1	1	1	1	1	1	1	1	1	1
LOC409637	1	1	1	1	1	1	1	1	1	1	0.1396926
LOC409638	1	1	1	1	1	1	1	1	1	1	1.308916e-16
LOC409642	1	1	1	1	1	1	1	1	1	1	1
LOC409643	1	1	1	1	1	1	1	1	0.0001421044	1	1
LOC409645	1	1	1	1	1	1	1	1	1	1	0.002265105
LOC409646	1	1	1	1	1	1	1	1	1	1	1
LOC409647	1	1	1	1	1	1	1	1	1	1	1
LOC409650	1	1	1	1	1	1	1	1	1	1	1
LOC409653	1	1	1	1	1	1	1	1	1	1	1
LOC409658	1	1	1	1	1	1	1	1	1	1	1
LOC409659	1	1	1	1	1	1	1	1	1	1	1
LOC409662	1	1	1	1	1	1	1	1	1	1	1
LOC409664	1	1	1	1	1	1	1	1	1	1	4.080953e-35
LOC409665	1	1	1	1	1	1	1	1	1	1	1
LOC409666	1	1	1	1	1	1	1	1	1	1	1
LOC409668	1	1	1	1	1	1	1	0.02562011	1	1	1
LOC409670	1	1	1	0.7856925	1	1	1	1	1	1	1
LOC409671	1	1	1	3.048957e-05	1	1	1	1	1	1	1
LOC409672	1	1	1	1	1	1	1	1	1	1	1
LOC409673	1	1	1	1	1	1	1	1.920627e-05	1	1	1
LOC409674	1	1	1	1	1	1	1	1	1	1	1
LOC409676	1	1	1	1	1	1	1	1	1	1	1
LOC409688	1	1	1	1	1	1	1	1	1	1	1
LOC409689	1	1	1	1	1	1	1	1	1	1	1
LOC409690	1	1	1	1	1	1	1	1	1	1	1
LOC409691	1	1	1	1	1	1	1	1	1	1	1
LOC409693	1	1	1	1	1	1	1	1	1	1	1
LOC409696	1	1	1	1	1	1	1	1	1	1	1
LOC409699	1	1	1	1	1	1	1	1	1	1	1
LOC409702	1	1	1	1	1	1	1	1	1	1	1
LOC409704	1	1	1	1	1	1	1	1	1	1	1
LOC409706	1	1	1	1	1	1	1	1	1	1	0.01591376
LOC409712	1	1	1	1	1	1	1	1	1	1	1
LOC409713	1	1	1	1	1	1	1	1	1	1	6.680049e-07
LOC409714	1	1	1	5.159334e-20	0.1121829	1	0.02933905	1	9.54159e-17	1	0.02197278
LOC409718	1	1	1	1	1	1	1	1	7.273572e-13	1	1
LOC409724	1	1	1	1	1	1	1	1	1	1	1
LOC409726	1	1	1	1	1	1	1	1	1	1	1
LOC409728	1	1	1	1	1	1	1	1	1	1	1
LOC409733	1	1	1	1	1	1	1	1	1	1	2.380831e-20
LOC409734	1	1	1	0.004582207	1	1	1	0.0002434016	1	1	1
LOC409736	1	1	1	1	1	1	1	1	1	1	1
LOC409739	1	1	1	1	1	1	1	1	1	1	1
LOC409743	1	1	1	1	1	1	1	1	1	1	1
LOC409749	1	1	1	1	6.374652e-05	1	1	1	1	1	1
LOC409752	1	1	1	1	1	1	1	1	1	1	0.001269913
LOC409753	1	1	1	1	1	1	1	1	1	1	1
LOC409755	1	1	1	1	1	1	1	1	1	1	1
LOC409756	1	1	1	0.0005659449	1	1	1	1	1	1	1
LOC409757	1	1	1	1	1	1	1	1	1	1	1
LOC409762	1	1	1	1	1	1	1	1	1	1	1
LOC409764	1	1	1	1	1	1	1	1	1	1	1
LOC409765	1	1	1	1	1	1	1	1	1	1	1
LOC409766	1	1	1	1	1	1	1	1	1	1	1
LOC409767	1	1	1	1	1	1	1	1	1	1	1
LOC409769	1	1	1	1	1	1	1	1	1	1	1.175904e-06
LOC409771	1	1	1	1	1	1	1	1	1	1	1
LOC409773	1	1	1	1	1	1	1	1	1	1	1
LOC409777	1	1	1	1	1	1	8.991438e-10	1	1	1	1
LOC409778	1	1	1	1	1	1	1	3.25484e-18	5.228753e-09	1	1
LOC409782	1	1	1	1	1	1	1	1	1	1	0.5298806
LOC409789	1	1	1	1	1	1	1	1	1	1	1
LOC409790	1	1	1	1	1	1	1	1	0.4665071	1	1
LOC409793	1	1	1	1	1	1	1	1	1	1	1
LOC409794	1	1	1	1	1	1	1	1	1	1	1
LOC409795	1	1	1	1	1	1	1	1	1	1	9.131469e-06
LOC409799	1	1	1	1	1	1	1	1	1	1	8.187149e-06
LOC409804	1	1	1	1	1	1	1	1	1	1	0.0002744297
LOC409806	1	1	1	0.6636708	1	1	1	1	1	1	1
LOC409809	1	1	1	1	1	1	1	1	1	1	1
LOC409810	1	1	1	1	1	1	1	1	1	1	1
LOC409814	1	1	1	1	1	1	1	1	1	1	1
LOC409819	1	1	1	1	1	1	1	1	1	1	1
LOC409820	1	1	1	1	1	1	1	1	1	1	1
LOC409822	1	1	1	1	1	1	1	1	1	1	1
LOC409825	1	1	1	1	1	1	1	1	1	1	1
LOC409826	1	1	1	1	1	1	1	1	1	1	1
LOC409829	1	1	1	1	1	1	1	1	1	1	7.848747e-13
LOC409831	1	1	1	1	1	1	1	1	1	1	1
LOC409832	1	1	1	1	1	1	1	1	1	1	1
LOC409833	1	1	1	1	1	1	1	1	1	1	1
LOC409835	1	1	1	1	1	1	1	1	1	1	7.726911e-08
LOC409838	1	1	1	1	1	1	1	1	1	1	1
LOC409839	1	1	1	1	1	1	1	1	1	1	1
LOC409841	1	1	1	1	1	1	1	1	1	1	1
LOC409845	1	1	1	1	1	1	1	1	1	1	0.01009247
LOC409846	1	1	1	1	1	1	1	1	1	1	1
LOC409856	1	1	1	1	1	1	0.005669384	1	1	1	1
LOC409857	1	1	1	1	1	1	1	1	1	1	1
LOC409859	1	1	1	1	1	1	1	1	1	1	1
LOC409860	1	1	1	1	1	1	1	1	1	1	1
LOC409861	1	1	1	1	1	1	1	1	1	1	2.819886e-10
LOC409862	1	1	1	1	1	1	1	1	1	1	1
LOC409863	1	1	1	1	1	1	1	1	1	1	0.006786071
LOC409865	1	1	1	1	1	1	1	1	1	1	1
LOC409866	1	1	1	1	1	1	1	1	1	1	1
LOC409867	1	1	1	1	1	1	1	1	1	1	1
LOC409870	1	1	1	1	1	1	1	1	1	1	1
LOC409872	1	1	1	1	1	1	1	1	1	1	1
LOC409876	1	1	1	1	1	1	1	1	1	1	1
LOC409877	1	1	1	1	1	1	1	1	1	1	1
LOC409880	1	1	1	1	1	1	1	1	1	1	1
LOC409882	1	1	1	1	1	1	1	1	1	1	1
LOC409884	1	1	1	1	1	1	1	1	1	1	1
LOC409886	1	1	1	1	1	1	1	1	1	1	1
LOC409887	1	1	1	1	1	1	1	1	0.04031649	1	1
LOC409891	1	1	1	1	1	1	1	1	1	1	1
LOC409894	1	1	1	1	1	1	1	1	0.01940565	1	1.794344e-06
LOC409897	1	1	1	1	1	1	1	1	1	1	1
LOC409900	1	1	1	1	1	1	1	1	1	1	1
LOC409905	1	1	1	1	1	1	1	1	1	1	1
LOC409908	1	1	1	1	1	1	1	1	1	1	1
LOC409909	1	1	1	1	1	1	1	1	1	1	1
LOC409910	1	1	1	1	1	1	1	1	1	1	1
LOC409911	1	1	1	1	1	1	1	1	1	1	1
LOC409913	1	1	1	1	1	1	1	1	1	1	1
LOC409915	1	1	1	1	1	1	1	1	1	1	1
LOC409918	1	1	1	1	1	1	1	1	1	1	1
LOC409919	1	1	1	1	1	1	1	0.002955042	1	1	0.0180558
LOC409921	1	1	1	1	1	1	1	1	0.0004966359	1	2.629151e-10
LOC409922	1	1	1	0.1751012	1	1	1	1	1	1	1
LOC409926	1	1	1	1	1	1	1	1	1	1	0.377071
LOC409927	1	1	1	1	1	1	1	1	1	1	1
LOC409928	1	1	1	1	0.05864449	1	7.352865e-11	1	1	1	1
LOC409930	1	1	1	1	1	1	1	1	1	1	1
LOC409931	1	1	1	1	1	1	1	1	1	1	1.819469e-29
LOC409932	1	1	1	1	1	1	1	1	1	1	1
LOC409933	1	2.826288e-05	1	1	1	1	1	1	0.01217231	1	2.410612e-24
LOC409934	1	1	1	1	1	1	1	0.001435053	1	1	1
LOC409937	1	1	1	1	1	1	1	1	1	1	1
LOC409942	1	1	1	1	1	1	1	1	1	1	1
LOC409945	1	1	1	0.03153996	1	1	1	1	1	1	1
LOC409949	1	1	1	1	1	1	1	1	1	1	1
LOC409950	1	1	1	1	1	1	1	0.001854706	1	1	1
LOC409951	1	1	1	1	1	1	1	1	1	1	1
LOC409953	1	1	1	1	0.485665	1	1	1	1	1	1
LOC409954	1	1	1	1	1	1	1	1	1	1	1
LOC409955	1	1	1	1	1	1	1	1	1	1	5.721043e-11
LOC409956	1	1	1	1	1	1	1	1	1	1	1
LOC409959	1	1	1	1	1	1	1	1	1	1	1
LOC409961	1	1	1	1	1	1	1	1	1	1	1
LOC409965	1	1	1	1	1	1	1	1	1	1	1
LOC409969	1	1	1	1	1	1	1	1	1	1	1
LOC409972	1	1	1	1	1	1	1	1	1	1	1
LOC409976	1	1	1	1	1	1	1	1	1	1	3.231482e-07
LOC409977	1	1	1	1	1	1	1	1	1	1	1
LOC409978	1	1	1	1	1	1	1	1	1	1	1
LOC409979	1	1	1	1	1	1	1	1.509432e-12	1	1	0.08282135
LOC409985	1	1	1	1	1	1	1	1	1	1	5.742752e-31
LOC409986	1	1	1	1	1	1	1	1	0.3605176	1	1
LOC409990	1	1	1	1	1	1	1	1	1	1	0.007392585
LOC409991	1	1	1	1	1	1	1	1	1	1	1
LOC409992	1	1	1	1	1	1	1	1	1	1	1
LOC409993	1	1	1	1	1	1	0.4210701	1	8.357104e-08	1	1
LOC409994	1	1	1	1	1	1	1	1	1	1	1
LOC409995	1	1	1	1	1	1	1	1	1	1	1
LOC410004	1	1	1	1	1	1	1	1	1	1	1
LOC410006	0.643359984392846	1	1	0.4792063	1	1	1	1	1	1	1
LOC410007	1	1	1	1	1	1	1	1	1	1	1
LOC410009	1	1	1	1	1	NA	1	1	1	1	1
LOC410012	1	1	1	1	1	1	1	1	1	1	1
LOC410013	1	1	1	1	1	1	1	1	1	1	1.44174e-08
LOC410015	1	1	1	1	1	1	1	1	1	1	1
