GO.ID	Term	Annotated	Significant	Expected	Rank.in.Fisher.classic	Fisher.elim	Fisher.classic	Ontology	SocOrigin	Class	Immune
GO:1901838	positive regulation of transcription of ...	4	1	0.01	13	0.0079	0.0079	Biological Process	Ceratina	Background	0
GO:1902115	regulation of organelle assembly	69	2	0.14	14	0.0081	0.0081	Biological Process	Ceratina	Background	0
GO:0090528	smooth septate junction assembly	5	1	0.01	16	0.0098	0.0098	Biological Process	Ceratina	Background	0
GO:0090070	positive regulation of ribosome biogenes...	5	1	0.01	18	0.0098	0.0098	Biological Process	Ceratina	Background	0
GO:1900738	positive regulation of phospholipase C-a...	5	1	0.01	20	0.0098	0.0098	Biological Process	Ceratina	Background	0
GO:2000786	positive regulation of autophagosome ass...	6	1	0.01	22	0.0118	0.0118	Biological Process	Ceratina	Background	0
GO:0044090	positive regulation of vacuole organizat...	6	1	0.01	24	0.0118	0.0118	Biological Process	Ceratina	Background	0
GO:2000785	regulation of autophagosome assembly	8	1	0.02	27	0.0157	0.0157	Biological Process	Ceratina	Background	0
GO:0000002	mitochondrial genome maintenance	8	1	0.02	29	0.0157	0.0157	Biological Process	Ceratina	Background	0
GO:1901673	regulation of mitotic spindle assembly	9	1	0.02	32	0.0176	0.0176	Biological Process	Ceratina	Background	0
GO:0050817	coagulation	10	1	0.02	34	0.0196	0.0196	Biological Process	Ceratina	Background	0
GO:0007599	hemostasis	10	1	0.02	35	0.0196	0.0196	Biological Process	Ceratina	Background	0
GO:0042381	hemolymph coagulation	10	1	0.02	36	0.0196	0.0196	Biological Process	Ceratina	Background	1
GO:0060158	phospholipase C-activating dopamine rece...	10	1	0.02	37	0.0196	0.0196	Biological Process	Ceratina	Background	0
GO:0006265	DNA topological change	10	1	0.02	38	0.0196	0.0196	Biological Process	Ceratina	Background	0
GO:0006743	ubiquinone metabolic process	11	1	0.02	39	0.0215	0.0215	Biological Process	Ceratina	Background	0
GO:0006744	ubiquinone biosynthetic process	11	1	0.02	40	0.0215	0.0215	Biological Process	Ceratina	Background	0
GO:1901661	quinone metabolic process	11	1	0.02	41	0.0215	0.0215	Biological Process	Ceratina	Background	0
GO:1901663	quinone biosynthetic process	11	1	0.02	42	0.0215	0.0215	Biological Process	Ceratina	Background	0
GO:0042246	tissue regeneration	11	1	0.02	43	0.0215	0.0215	Biological Process	Ceratina	Background	1
GO:0090169	regulation of spindle assembly	12	1	0.02	45	0.0235	0.0235	Biological Process	Ceratina	Background	0
GO:0044088	regulation of vacuole organization	12	1	0.02	46	0.0235	0.0235	Biological Process	Ceratina	Background	0
GO:0007191	adenylate cyclase-activating dopamine re...	12	1	0.02	47	0.0235	0.0235	Biological Process	Ceratina	Background	0
GO:0060236	regulation of mitotic spindle organizati...	12	1	0.02	48	0.0235	0.0235	Biological Process	Ceratina	Background	0
GO:0034975	protein folding in endoplasmic reticulum	13	1	0.03	49	0.0254	0.0254	Biological Process	Ceratina	Background	0
GO:0018279	protein N-linked glycosylation via aspar...	13	1	0.03	50	0.0254	0.0254	Biological Process	Ceratina	Background	0
GO:0018196	peptidyl-asparagine modification	13	1	0.03	51	0.0254	0.0254	Biological Process	Ceratina	Background	0
GO:0034367	protein-containing complex remodeling	14	1	0.03	53	0.0273	0.0273	Biological Process	Ceratina	Background	0
GO:0036098	male germ-line stem cell population main...	14	1	0.03	54	0.0273	0.0273	Biological Process	Ceratina	Background	0
GO:0001120	protein-DNA complex remodeling	14	1	0.03	55	0.0273	0.0273	Biological Process	Ceratina	Background	0
GO:0001112	DNA-templated transcription open complex...	14	1	0.03	56	0.0273	0.0273	Biological Process	Ceratina	Background	0
GO:0001113	transcription open complex formation at ...	14	1	0.03	57	0.0273	0.0273	Biological Process	Ceratina	Background	0
GO:0042060	wound healing	131	2	0.26	58	0.0274	0.0274	Biological Process	Ceratina	Background	1
GO:0090224	regulation of spindle organization	15	1	0.03	59	0.0292	0.0292	Biological Process	Ceratina	Background	0
GO:0001111	promoter clearance from RNA polymerase I...	15	1	0.03	60	0.0292	0.0292	Biological Process	Ceratina	Background	0
GO:0001109	promoter clearance during DNA-templated ...	15	1	0.03	62	0.0292	0.0292	Biological Process	Ceratina	Background	0
GO:0070085	glycosylation	137	2	0.27	63	0.0298	0.0298	Biological Process	Ceratina	Background	0
GO:1900244	positive regulation of synaptic vesicle ...	16	1	0.03	64	0.0312	0.0312	Biological Process	Ceratina	Background	0
GO:1903423	positive regulation of synaptic vesicle ...	16	1	0.03	65	0.0312	0.0312	Biological Process	Ceratina	Background	0
GO:0006367	transcription initiation from RNA polyme...	145	2	0.29	66	0.033	0.033	Biological Process	Ceratina	Background	0
GO:0060729	intestinal epithelial structure maintena...	17	1	0.03	67	0.0331	0.0331	Biological Process	Ceratina	Background	0
GO:0030277	maintenance of gastrointestinal epitheli...	17	1	0.03	68	0.0331	0.0331	Biological Process	Ceratina	Background	0
GO:0071168	protein localization to chromatin	18	1	0.04	70	0.035	0.035	Biological Process	Ceratina	Background	0
GO:0006352	DNA-templated transcription, initiation	153	2	0.3	71	0.0364	0.0364	Biological Process	Ceratina	Background	0
GO:0048133	male germ-line stem cell asymmetric divi...	20	1	0.04	72	0.0388	0.0388	Biological Process	Ceratina	Background	0
GO:0061327	anterior Malpighian tubule development	21	1	0.04	73	0.0407	0.0407	Biological Process	Ceratina	Background	0
GO:0045500	sevenless signaling pathway	21	1	0.04	74	0.0407	0.0407	Biological Process	Ceratina	Background	0
GO:0014706	striated muscle tissue development	163	2	0.32	75	0.0409	0.0409	Biological Process	Ceratina	Background	0
GO:0060537	muscle tissue development	167	2	0.33	76	0.0427	0.0427	Biological Process	Ceratina	Background	0
GO:0071407	cellular response to organic cyclic comp...	169	2	0.33	77	0.0436	0.0436	Biological Process	Ceratina	Background	0
GO:1900242	regulation of synaptic vesicle endocytos...	23	1	0.05	79	0.0445	0.0445	Biological Process	Ceratina	Background	0
GO:0007064	mitotic sister chromatid cohesion	24	1	0.05	80	0.0464	0.0464	Biological Process	Ceratina	Background	0
GO:0000033	alpha-1,3-mannosyltransferase activity	2	1	0	1	0.0037	0.0037	Molecular Function	Ceratina	Background	0
GO:0003810	protein-glutamine gamma-glutamyltransfer...	3	1	0.01	2	0.0056	0.0056	Molecular Function	Ceratina	Background	0
GO:0003677	DNA binding	1002	6	1.88	4	0.0086	0.0086	Molecular Function	Ceratina	Background	0
GO:0008226	tyramine receptor activity	7	1	0.01	5	0.013	0.013	Molecular Function	Ceratina	Background	0
GO:0003916	DNA topoisomerase activity	7	1	0.01	6	0.013	0.013	Molecular Function	Ceratina	Background	0
GO:0005118	sevenless binding	8	1	0.01	7	0.0149	0.0149	Molecular Function	Ceratina	Background	0
GO:0004576	oligosaccharyl transferase activity	8	1	0.01	8	0.0149	0.0149	Molecular Function	Ceratina	Background	0
GO:0004579	dolichyl-diphosphooligosaccharide-protei...	8	1	0.01	9	0.0149	0.0149	Molecular Function	Ceratina	Background	0
GO:0042169	SH2 domain binding	12	1	0.02	10	0.0223	0.0223	Molecular Function	Ceratina	Background	0
GO:0005201	extracellular matrix structural constitu...	14	1	0.03	11	0.0259	0.0259	Molecular Function	Ceratina	Background	0
GO:0031593	polyubiquitin modification-dependent pro...	24	1	0.04	15	0.044	0.044	Molecular Function	Ceratina	Background	0
GO:0019210	kinase inhibitor activity	25	1	0.05	16	0.0458	0.0458	Molecular Function	Ceratina	Background	0
GO:0004860	protein kinase inhibitor activity	25	1	0.05	17	0.0458	0.0458	Molecular Function	Ceratina	Background	0
GO:0070090	metaphase plate	1	1	0	7	0.0019	0.00191	Cellular Component	Ceratina	Background	0
GO:0042405	nuclear inclusion body	1	1	0	8	0.0019	0.00191	Cellular Component	Ceratina	Background	0
GO:0140534	endoplasmic reticulum protein-containing...	45	2	0.09	9	0.0033	0.0033	Cellular Component	Ceratina	Background	0
GO:0035861	site of double-strand break	4	1	0.01	14	0.0076	0.00763	Cellular Component	Ceratina	Background	0
GO:0016363	nuclear matrix	7	1	0.01	15	0.0133	0.01331	Cellular Component	Ceratina	Background	0
GO:0000786	nucleosome	8	1	0.02	16	0.0152	0.0152	Cellular Component	Ceratina	Background	0
GO:0072546	EMC complex	12	1	0.02	17	0.0227	0.02272	Cellular Component	Ceratina	Background	0
GO:0005652	nuclear lamina	12	1	0.02	18	0.0227	0.02272	Cellular Component	Ceratina	Background	0
GO:0008250	oligosaccharyltransferase complex	12	1	0.02	19	0.0227	0.02272	Cellular Component	Ceratina	Background	0
GO:0000439	transcription factor TFIIH core complex	13	1	0.02	20	0.0246	0.02459	Cellular Component	Ceratina	Background	0
GO:0005667	transcription regulator complex	339	3	0.65	21	0.026	0.02597	Cellular Component	Ceratina	Background	0
GO:0016591	RNA polymerase II, holoenzyme	135	2	0.26	22	0.0272	0.02716	Cellular Component	Ceratina	Background	0
GO:1990047	spindle matrix	15	1	0.03	23	0.0283	0.02832	Cellular Component	Ceratina	Background	0
GO:0005675	transcription factor TFIIH holo complex	17	1	0.03	25	0.032	0.03203	Cellular Component	Ceratina	Background	0
GO:0090575	RNA polymerase II transcription regulato...	151	2	0.29	27	0.0334	0.03338	Cellular Component	Ceratina	Background	0
GO:0000228	nuclear chromosome	382	3	0.73	28	0.0353	0.03526	Cellular Component	Ceratina	Background	0
GO:0070847	core mediator complex	19	1	0.04	29	0.0357	0.03574	Cellular Component	Ceratina	Background	0
GO:0005701	polytene chromosome chromocenter	19	1	0.04	30	0.0357	0.03574	Cellular Component	Ceratina	Background	0
GO:0055029	nuclear DNA-directed RNA polymerase comp...	161	2	0.31	31	0.0375	0.03753	Cellular Component	Ceratina	Background	0
GO:0030880	RNA polymerase complex	162	2	0.31	32	0.038	0.03795	Cellular Component	Ceratina	Background	0
GO:0000428	DNA-directed RNA polymerase complex	162	2	0.31	33	0.038	0.03795	Cellular Component	Ceratina	Background	0
GO:0044815	DNA packaging complex	23	1	0.04	34	0.0431	0.0431	Cellular Component	Ceratina	Background	0
GO:1903461	Okazaki fragment processing involved in ...	3	1	0	1	0.0017	0.0017	Biological Process	CorbSoc	Background	0
GO:0007526	larval somatic muscle development	133	2	0.08	2	0.0024	0.0024	Biological Process	CorbSoc	Background	0
GO:0035291	specification of segmental identity, int...	5	1	0	5	0.0028	0.0028	Biological Process	CorbSoc	Background	0
GO:0035167	larval lymph gland hemopoiesis	158	2	0.09	7	0.0033	0.0033	Biological Process	CorbSoc	Background	0
GO:0006266	DNA ligation	6	1	0	8	0.0034	0.0034	Biological Process	CorbSoc	Background	0
GO:0048680	positive regulation of axon regeneration	11	1	0.01	13	0.0062	0.0062	Biological Process	CorbSoc	Background	0
GO:0006366	transcription by RNA polymerase II	1689	4	0.95	18	0.0095	0.0095	Biological Process	CorbSoc	Background	0
GO:0048194	Golgi vesicle budding	17	1	0.01	20	0.0096	0.0096	Biological Process	CorbSoc	Background	0
GO:0035289	posterior head segmentation	21	1	0.01	27	0.0118	0.0118	Biological Process	CorbSoc	Background	0
GO:0009608	response to symbiont	22	1	0.01	30	0.0124	0.0124	Biological Process	CorbSoc	Background	0
GO:0045893	positive regulation of transcription, DN...	955	3	0.54	33	0.0132	0.0132	Biological Process	CorbSoc	Background	0
GO:1902680	positive regulation of RNA biosynthetic ...	971	3	0.55	35	0.0138	0.0138	Biological Process	CorbSoc	Background	0
GO:1903508	positive regulation of nucleic acid-temp...	971	3	0.55	36	0.0138	0.0138	Biological Process	CorbSoc	Background	0
GO:0045332	phospholipid translocation	26	1	0.01	37	0.0146	0.0146	Biological Process	CorbSoc	Background	0
GO:0016204	determination of muscle attachment site	27	1	0.02	39	0.0151	0.0151	Biological Process	CorbSoc	Background	0
GO:0034204	lipid translocation	29	1	0.02	42	0.0163	0.0163	Biological Process	CorbSoc	Background	0
GO:0051254	positive regulation of RNA metabolic pro...	1043	3	0.59	43	0.0168	0.0168	Biological Process	CorbSoc	Background	0
GO:0097035	regulation of membrane lipid distributio...	30	1	0.02	44	0.0168	0.0168	Biological Process	CorbSoc	Background	0
GO:0046427	positive regulation of receptor signalin...	30	1	0.02	47	0.0168	0.0168	Biological Process	CorbSoc	Background	1
GO:1904894	positive regulation of receptor signalin...	30	1	0.02	48	0.0168	0.0168	Biological Process	CorbSoc	Background	1
GO:0042694	muscle cell fate specification	30	1	0.02	49	0.0168	0.0168	Biological Process	CorbSoc	Background	0
GO:0010557	positive regulation of macromolecule bio...	1045	3	0.59	50	0.0169	0.0169	Biological Process	CorbSoc	Background	0
GO:0045935	positive regulation of nucleobase-contai...	1061	3	0.6	52	0.0176	0.0176	Biological Process	CorbSoc	Background	0
GO:0031328	positive regulation of cellular biosynth...	1102	3	0.62	54	0.0195	0.0195	Biological Process	CorbSoc	Background	0
GO:0009891	positive regulation of biosynthetic proc...	1102	3	0.62	55	0.0195	0.0195	Biological Process	CorbSoc	Background	0
GO:0043486	histone exchange	35	1	0.02	56	0.0196	0.0196	Biological Process	CorbSoc	Background	0
GO:0035203	regulation of lamellocyte differentiatio...	36	1	0.02	57	0.0201	0.0201	Biological Process	CorbSoc	Background	0
GO:0045613	regulation of plasmatocyte differentiati...	36	1	0.02	58	0.0201	0.0201	Biological Process	CorbSoc	Background	0
GO:0010628	positive regulation of gene expression	1130	3	0.64	61	0.0209	0.0209	Biological Process	CorbSoc	Background	0
GO:0006334	nucleosome assembly	38	1	0.02	63	0.0213	0.0213	Biological Process	CorbSoc	Background	0
GO:0015914	phospholipid transport	40	1	0.02	64	0.0224	0.0224	Biological Process	CorbSoc	Background	0
GO:0035171	lamellocyte differentiation	42	1	0.02	66	0.0235	0.0235	Biological Process	CorbSoc	Background	0
GO:1903706	regulation of hemopoiesis	42	1	0.02	67	0.0235	0.0235	Biological Process	CorbSoc	Background	0
GO:2001141	regulation of RNA biosynthetic process	2204	4	1.24	70	0.0241	0.0241	Biological Process	CorbSoc	Background	0
GO:1903506	regulation of nucleic acid-templated tra...	2204	4	1.24	71	0.0241	0.0241	Biological Process	CorbSoc	Background	0
GO:0042387	plasmatocyte differentiation	45	1	0.03	73	0.0251	0.0251	Biological Process	CorbSoc	Background	1
GO:0035168	larval lymph gland hemocyte differentiat...	48	1	0.03	79	0.0268	0.0268	Biological Process	CorbSoc	Background	0
GO:0042693	muscle cell fate commitment	51	1	0.03	80	0.0284	0.0284	Biological Process	CorbSoc	Background	0
GO:0048580	regulation of post-embryonic development	52	1	0.03	81	0.029	0.029	Biological Process	CorbSoc	Background	0
GO:0045664	regulation of neuron differentiation	502	2	0.28	82	0.0304	0.0304	Biological Process	CorbSoc	Background	0
GO:0015748	organophosphate ester transport	56	1	0.03	84	0.0312	0.0312	Biological Process	CorbSoc	Background	0
GO:0048813	dendrite morphogenesis	532	2	0.3	86	0.0339	0.0339	Biological Process	CorbSoc	Background	0
GO:0051252	regulation of RNA metabolic process	2473	4	1.4	87	0.0358	0.0358	Biological Process	CorbSoc	Background	0
GO:0016358	dendrite development	553	2	0.31	88	0.0364	0.0364	Biological Process	CorbSoc	Background	0
GO:0019219	regulation of nucleobase-containing comp...	2519	4	1.42	90	0.038	0.038	Biological Process	CorbSoc	Background	0
GO:0006915	apoptotic process	572	2	0.32	91	0.0387	0.0387	Biological Process	CorbSoc	Background	1
GO:0010556	regulation of macromolecule biosynthetic...	2535	4	1.43	92	0.0389	0.0389	Biological Process	CorbSoc	Background	0
GO:0031326	regulation of cellular biosynthetic proc...	2608	4	1.47	96	0.0427	0.0427	Biological Process	CorbSoc	Background	0
GO:0009889	regulation of biosynthetic process	2612	4	1.47	97	0.0429	0.0429	Biological Process	CorbSoc	Background	0
GO:0031497	chromatin assembly	81	1	0.05	99	0.0448	0.0448	Biological Process	CorbSoc	Background	0
GO:0045476	nurse cell apoptotic process	81	1	0.05	101	0.0448	0.0448	Biological Process	CorbSoc	Background	0
GO:1902742	apoptotic process involved in developmen...	84	1	0.05	102	0.0465	0.0465	Biological Process	CorbSoc	Background	0
GO:0034728	nucleosome organization	86	1	0.05	103	0.0475	0.0475	Biological Process	CorbSoc	Background	0
GO:0050767	regulation of neurogenesis	641	2	0.36	104	0.0477	0.0477	Biological Process	CorbSoc	Background	0
GO:0046425	regulation of receptor signaling pathway...	89	1	0.05	108	0.0492	0.0492	Biological Process	CorbSoc	Background	1
GO:1904892	regulation of receptor signaling pathway...	89	1	0.05	109	0.0492	0.0492	Biological Process	CorbSoc	Background	1
GO:0003910	DNA ligase (ATP) activity	6	1	0	1	0.0036	0.0036	Molecular Function	CorbSoc	Background	0
GO:0098847	sequence-specific single stranded DNA bi...	7	1	0	3	0.0042	0.0042	Molecular Function	CorbSoc	Background	0
GO:0019955	cytokine binding	20	1	0.01	5	0.0119	0.0119	Molecular Function	CorbSoc	Background	0
GO:0140110	transcription regulator activity	1041	3	0.62	6	0.0185	0.0185	Molecular Function	CorbSoc	Background	0
GO:0005548	phospholipid transporter activity	40	1	0.02	7	0.0236	0.0236	Molecular Function	CorbSoc	Background	0
GO:0042393	histone binding	69	1	0.04	9	0.0404	0.0404	Molecular Function	CorbSoc	Background	0
GO:0005319	lipid transporter activity	82	1	0.05	10	0.0479	0.0479	Molecular Function	CorbSoc	Background	0
GO:0016592	mediator complex	54	1	0.03	1	0.03	0.03	Cellular Component	CorbSoc	Background	0
GO:0005634	nucleus	4059	5	2.26	2	0.04	0.04	Cellular Component	CorbSoc	Background	0
GO:0005802	trans-Golgi network	77	1	0.04	3	0.042	0.042	Cellular Component	CorbSoc	Background	0
GO:0000972	transcription-dependent tethering of RNA...	12	2	0.06	1	0.0014	0.0014	Biological Process	Dufourea	Background	0
GO:0006405	RNA export from nucleus	108	4	0.51	2	0.0017	0.0017	Biological Process	Dufourea	Background	0
GO:0045732	positive regulation of protein catabolic...	125	4	0.59	3	0.0029	0.0029	Biological Process	Dufourea	Background	0
GO:0044106	cellular amine metabolic process	68	3	0.32	7	0.0041	0.0041	Biological Process	Dufourea	Background	0
GO:0042817	pyridoxal metabolic process	1	1	0	9	0.0047	0.0047	Biological Process	Dufourea	Background	0
GO:0035848	oviduct morphogenesis	1	1	0	11	0.0047	0.0047	Biological Process	Dufourea	Background	0
GO:0048621	post-embryonic digestive tract morphogen...	1	1	0	12	0.0047	0.0047	Biological Process	Dufourea	Background	0
GO:0007489	maintenance of imaginal histoblast diplo...	1	1	0	13	0.0047	0.0047	Biological Process	Dufourea	Background	0
GO:0048036	central complex development	23	2	0.11	15	0.0052	0.0052	Biological Process	Dufourea	Background	0
GO:0034605	cellular response to heat	25	2	0.12	16	0.0062	0.0062	Biological Process	Dufourea	Background	0
GO:0007443	Malpighian tubule morphogenesis	80	3	0.38	18	0.0064	0.0064	Biological Process	Dufourea	Background	0
GO:0007427	epithelial cell migration, open tracheal...	81	3	0.38	20	0.0066	0.0066	Biological Process	Dufourea	Background	0
GO:0042684	cardioblast cell fate commitment	28	2	0.13	23	0.0077	0.0077	Biological Process	Dufourea	Background	0
GO:0051276	chromosome organization	1039	11	4.91	25	0.044	0.009	Biological Process	Dufourea	Background	0
GO:0000349	generation of catalytic spliceosome for ...	2	1	0.01	26	0.0094	0.0094	Biological Process	Dufourea	Background	0
GO:0035024	negative regulation of Rho protein signa...	2	1	0.01	27	0.0094	0.0094	Biological Process	Dufourea	Background	0
GO:0034398	telomere tethering at nuclear periphery	2	1	0.01	29	0.0094	0.0094	Biological Process	Dufourea	Background	0
GO:1903061	positive regulation of protein lipidatio...	2	1	0.01	30	0.0094	0.0094	Biological Process	Dufourea	Background	0
GO:0000416	positive regulation of histone H3-K36 me...	2	1	0.01	32	0.0094	0.0094	Biological Process	Dufourea	Background	0
GO:0071311	cellular response to acetate	2	1	0.01	35	0.0094	0.0094	Biological Process	Dufourea	Background	0
GO:0052472	modulation by host of symbiont transcrip...	2	1	0.01	39	0.0094	0.0094	Biological Process	Dufourea	Background	0
GO:0032897	negative regulation of viral transcripti...	2	1	0.01	40	0.0094	0.0094	Biological Process	Dufourea	Background	0
GO:0031065	positive regulation of histone deacetyla...	2	1	0.01	42	0.0094	0.0094	Biological Process	Dufourea	Background	0
GO:0032876	negative regulation of DNA endoreduplica...	2	1	0.01	43	0.0094	0.0094	Biological Process	Dufourea	Background	0
GO:0043921	modulation by host of viral transcriptio...	2	1	0.01	45	0.0094	0.0094	Biological Process	Dufourea	Background	1
GO:0010157	response to chlorate	2	1	0.01	48	0.0094	0.0094	Biological Process	Dufourea	Background	0
GO:0097017	renal protein absorption	2	1	0.01	52	0.0094	0.0094	Biological Process	Dufourea	Background	0
GO:0070476	rRNA (guanine-N7)-methylation	2	1	0.01	53	0.0094	0.0094	Biological Process	Dufourea	Background	0
GO:0007499	ectoderm and mesoderm interaction	2	1	0.01	54	0.0094	0.0094	Biological Process	Dufourea	Background	0
GO:0035080	heat shock-mediated polytene chromosome ...	3	1	0.01	61	0.0141	0.0141	Biological Process	Dufourea	Background	0
GO:0018364	peptidyl-glutamine methylation	3	1	0.01	63	0.0141	0.0141	Biological Process	Dufourea	Background	0
GO:0071444	cellular response to pheromone	3	1	0.01	64	0.0141	0.0141	Biological Process	Dufourea	Background	0
GO:0030715	oocyte growth in germarium-derived egg c...	3	1	0.01	65	0.0141	0.0141	Biological Process	Dufourea	Background	0
GO:1905938	positive regulation of germ cell prolife...	3	1	0.01	69	0.0141	0.0141	Biological Process	Dufourea	Background	0
GO:2001252	positive regulation of chromosome organi...	107	3	0.51	72	0.0141	0.0141	Biological Process	Dufourea	Background	0
GO:0022417	protein maturation by protein folding	4	1	0.02	74	0.0188	0.0188	Biological Process	Dufourea	Background	0
GO:0009115	xanthine catabolic process	4	1	0.02	75	0.0188	0.0188	Biological Process	Dufourea	Background	0
GO:0046110	xanthine metabolic process	4	1	0.02	76	0.0188	0.0188	Biological Process	Dufourea	Background	0
GO:0030259	lipid glycosylation	4	1	0.02	78	0.0188	0.0188	Biological Process	Dufourea	Background	0
GO:0032488	Cdc42 protein signal transduction	4	1	0.02	83	0.0188	0.0188	Biological Process	Dufourea	Background	0
GO:0032489	regulation of Cdc42 protein signal trans...	4	1	0.02	84	0.0188	0.0188	Biological Process	Dufourea	Background	0
GO:0006145	purine nucleobase catabolic process	4	1	0.02	85	0.0188	0.0188	Biological Process	Dufourea	Background	0
GO:0000706	meiotic DNA double-strand break processi...	4	1	0.02	86	0.0188	0.0188	Biological Process	Dufourea	Background	0
GO:0033044	regulation of chromosome organization	333	5	1.57	90	0.0205	0.0205	Biological Process	Dufourea	Background	0
GO:0051304	chromosome separation	125	3	0.59	92	0.0213	0.0213	Biological Process	Dufourea	Background	0
GO:0050911	detection of chemical stimulus involved ...	49	2	0.23	94	0.0224	0.0224	Biological Process	Dufourea	Background	0
GO:0000820	regulation of glutamine family amino aci...	5	1	0.02	97	0.0234	0.0234	Biological Process	Dufourea	Background	0
GO:0007510	cardioblast cell fate determination	5	1	0.02	98	0.0234	0.0234	Biological Process	Dufourea	Background	0
GO:0000973	posttranscriptional tethering of RNA pol...	5	1	0.02	99	0.0234	0.0234	Biological Process	Dufourea	Background	0
GO:0035079	polytene chromosome puffing	5	1	0.02	100	0.0234	0.0234	Biological Process	Dufourea	Background	0
GO:0060913	cardiac cell fate determination	5	1	0.02	101	0.0234	0.0234	Biological Process	Dufourea	Background	0
GO:0003151	outflow tract morphogenesis	5	1	0.02	102	0.0234	0.0234	Biological Process	Dufourea	Background	0
GO:0006521	regulation of cellular amino acid metabo...	5	1	0.02	103	0.0234	0.0234	Biological Process	Dufourea	Background	0
GO:0001555	oocyte growth	5	1	0.02	104	0.0234	0.0234	Biological Process	Dufourea	Background	0
GO:2000211	regulation of glutamate metabolic proces...	5	1	0.02	105	0.0234	0.0234	Biological Process	Dufourea	Background	0
GO:1905936	regulation of germ cell proliferation	5	1	0.02	106	0.0234	0.0234	Biological Process	Dufourea	Background	0
GO:0006117	acetaldehyde metabolic process	5	1	0.02	107	0.0234	0.0234	Biological Process	Dufourea	Background	0
GO:0035094	response to nicotine	6	1	0.03	115	0.028	0.028	Biological Process	Dufourea	Background	0
GO:0071712	ER-associated misfolded protein cataboli...	6	1	0.03	116	0.028	0.028	Biological Process	Dufourea	Background	0
GO:0051092	positive regulation of NF-kappaB transcr...	6	1	0.03	117	0.028	0.028	Biological Process	Dufourea	Background	1
GO:0046113	nucleobase catabolic process	6	1	0.03	118	0.028	0.028	Biological Process	Dufourea	Background	0
GO:0043968	histone H2A acetylation	6	1	0.03	119	0.028	0.028	Biological Process	Dufourea	Background	0
GO:0036228	protein localization to nuclear inner me...	6	1	0.03	120	0.028	0.028	Biological Process	Dufourea	Background	0
GO:0071427	mRNA-containing ribonucleoprotein comple...	57	2	0.27	123	0.0297	0.0297	Biological Process	Dufourea	Background	0
GO:0006406	mRNA export from nucleus	57	2	0.27	124	0.0297	0.0297	Biological Process	Dufourea	Background	0
GO:0031503	protein-containing complex localization	147	3	0.69	126	0.0323	0.0323	Biological Process	Dufourea	Background	0
GO:0006390	mitochondrial transcription	7	1	0.03	129	0.0326	0.0326	Biological Process	Dufourea	Background	0
GO:0008295	spermidine biosynthetic process	7	1	0.03	130	0.0326	0.0326	Biological Process	Dufourea	Background	0
GO:0008216	spermidine metabolic process	7	1	0.03	131	0.0326	0.0326	Biological Process	Dufourea	Background	0
GO:0016925	protein sumoylation	7	1	0.03	132	0.0326	0.0326	Biological Process	Dufourea	Background	0
GO:0000729	DNA double-strand break processing	7	1	0.03	133	0.0326	0.0326	Biological Process	Dufourea	Background	0
GO:0006576	cellular biogenic amine metabolic proces...	63	2	0.3	137	0.0357	0.0357	Biological Process	Dufourea	Background	0
GO:0010669	epithelial structure maintenance	64	2	0.3	138	0.0368	0.0368	Biological Process	Dufourea	Background	0
GO:0046504	glycerol ether biosynthetic process	8	1	0.04	139	0.0372	0.0372	Biological Process	Dufourea	Background	0
GO:0097384	cellular lipid biosynthetic process	8	1	0.04	140	0.0372	0.0372	Biological Process	Dufourea	Background	0
GO:1901503	ether biosynthetic process	8	1	0.04	141	0.0372	0.0372	Biological Process	Dufourea	Background	0
GO:0006336	DNA replication-independent nucleosome a...	8	1	0.04	142	0.0372	0.0372	Biological Process	Dufourea	Background	0
GO:0033238	regulation of cellular amine metabolic p...	8	1	0.04	143	0.0372	0.0372	Biological Process	Dufourea	Background	0
GO:0018904	ether metabolic process	8	1	0.04	144	0.0372	0.0372	Biological Process	Dufourea	Background	0
GO:0008611	ether lipid biosynthetic process	8	1	0.04	145	0.0372	0.0372	Biological Process	Dufourea	Background	0
GO:0072523	purine-containing compound catabolic pro...	8	1	0.04	146	0.0372	0.0372	Biological Process	Dufourea	Background	0
GO:0045002	double-strand break repair via single-st...	8	1	0.04	147	0.0372	0.0372	Biological Process	Dufourea	Background	0
GO:0006662	glycerol ether metabolic process	8	1	0.04	148	0.0372	0.0372	Biological Process	Dufourea	Background	0
GO:1902683	regulation of receptor localization to s...	8	1	0.04	149	0.0372	0.0372	Biological Process	Dufourea	Background	0
GO:1902685	positive regulation of receptor localiza...	8	1	0.04	150	0.0372	0.0372	Biological Process	Dufourea	Background	0
GO:0046485	ether lipid metabolic process	8	1	0.04	151	0.0372	0.0372	Biological Process	Dufourea	Background	0
GO:0050907	detection of chemical stimulus involved ...	65	2	0.31	152	0.0378	0.0378	Biological Process	Dufourea	Background	0
GO:1905269	positive regulation of chromatin organiz...	67	2	0.32	153	0.04	0.04	Biological Process	Dufourea	Background	0
GO:0006259	DNA metabolic process	399	5	1.89	154	0.0402	0.0402	Biological Process	Dufourea	Background	0
GO:0043279	response to alkaloid	68	2	0.32	156	0.0411	0.0411	Biological Process	Dufourea	Background	0
GO:0032446	protein modification by small protein co...	402	5	1.9	157	0.0413	0.0413	Biological Process	Dufourea	Background	0
GO:0030046	parallel actin filament bundle assembly	9	1	0.04	159	0.0418	0.0418	Biological Process	Dufourea	Background	0
